id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count,taxon_group,type
90302619,479459,San Diegan Legless Lizard,Anniella stebbinsi,flatworm,https://inaturalist-open-data.s3.amazonaws.com/photos/149229799/medium.jpg,species,32409,1|2|26036|26172|31888|32409|479459,2,2,,
88521481,4929,"Herons, Egrets, and Bitterns",Ardeidae,jordanburkhardt,https://static.inaturalist.org/photos/146064449/medium.jpg,family,67566,1|2|3|67566|4929,2,349,,
84997369,143615,Celery Leaftier Moth,Udea rubigalis,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/139774459/medium.jpg,species,126764,1|47120|47158|47157|52002|126764|143615,2,2,,
89598928,47951,Rove Beetles,Staphylinidae,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/147979208/medium.jpg,family,47208,1|47120|47158|47208|47951,2,7,,
85232723,153429,Mosquitoes and Midges,Culicomorpha,emilyapplecore,https://inaturalist-open-data.s3.amazonaws.com/photos/140202535/medium.jpg,infraorder,47822,1|47120|47158|47822|153429,2,2,,
89868168,48093,Armored Scale Insects,Diaspididae,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148451448/medium.jpg,family,47744,1|47120|47158|47744|48093,2,2,,
89148983,152993,,Stenodynerus,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/147185619/medium.jpg,genus,52747,1|47120|47158|47201|52747|152993,2,2,,
90051473,47351,"plums, cherries, and allies",Prunus,mr_mabasa,https://inaturalist-open-data.s3.amazonaws.com/photos/148776098/medium.jpg,genus,47148,47126|211194|47124|47132|47148|47351,2,33,,
84513651,132071,Tiger Flies,Coenosia,naturephotosuze,https://static.inaturalist.org/photos/138915604/medium.jpg,genus,70144,1|47120|47158|47822|70144|132071,2,4,,
83968047,121822,Black Mud-dauber Wasps,Sceliphron,kpakradouni,https://inaturalist-open-data.s3.amazonaws.com/photos/137956778/medium.jpg,genus,48742,1|47120|47158|47201|48742|121822,2,31,,
88845442,437512,Golden Plushback,Palpada mexicana,trinaroberts,https://inaturalist-open-data.s3.amazonaws.com/photos/146643283/medium.jpeg,species,55265,1|47120|47158|47822|49995|55265|437512,2,2,,
89851709,125845,Carolina laurelcherry,Prunus caroliniana,tjhastings,https://static.inaturalist.org/photos/148421677/medium.jpg,species,47351,47126|211194|47124|47132|47148|47351|125845,2,2,,
86651616,48626,"evening primroses, sundrops, and beeblossoms",Oenothera,pshimmy,https://static.inaturalist.org/photos/142784737/medium.jpg,genus,47790,47126|211194|47124|47791|47790|48626,2,27,,
90286982,447155,Gulls,Larinae,michele38,https://inaturalist-open-data.s3.amazonaws.com/photos/149201079/medium.jpeg,subfamily,4342,1|2|3|67561|4342|447155,2,2,,
90602064,52326,amaranths,Amaranthus,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/149758096/medium.jpeg,genus,52327,47126|211194|47124|47366|52327|52326,2,15,,
88212186,447973,Micro Bee Flies,Mythicomyiidae,naturephotosuze,https://static.inaturalist.org/photos/145515922/medium.jpg,family,47822,1|47120|47158|47822|447973,2,3,,
83991235,125889,,Liriomyza,andy71,https://inaturalist-open-data.s3.amazonaws.com/photos/137997396/medium.jpeg,genus,48086,1|47120|47158|47822|48086|125889,2,3,,
89868309,448331,Striped Greenhouse Slug,Ambigolimax valentianus,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148451818/medium.jpg,species,448395,1|47115|47114|47485|62471|448395|448331,2,2,,
88187020,4496,Black Skimmer,Rynchops niger,lalagregg,https://inaturalist-open-data.s3.amazonaws.com/photos/145467405/medium.jpg,species,4495,1|2|3|67561|4342|4495|4496,2,2,,
83073632,52163,Searockets,Cakile,wavesofjade,https://inaturalist-open-data.s3.amazonaws.com/photos/136405583/medium.jpg,genus,47204,47126|211194|47124|71275|47204|52163,2,10,,
89960592,451128,,Thaumatomyia rubida,naturephotosuze,https://static.inaturalist.org/photos/148610804/medium.jpg,species,131434,1|47120|47158|47822|127593|131434|451128,2,2,,
84906582,454917,,Hemipenthes edwardsii,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/139606021/medium.jpeg,species,203073,1|47120|47158|47822|51558|203073|454917,2,2,,
89361042,52162,American searocket,Cakile edentula,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/147557749/medium.jpg,species,52163,47126|211194|47124|71275|47204|52163|52162,2,2,,
85826305,46023,Western Gray Squirrel,Sciurus griseus,andy71,https://inaturalist-open-data.s3.amazonaws.com/photos/141277269/medium.jpeg,species,45994,1|2|40151|43698|45933|45994|46023,2,2,,
88050597,52134,Mosquitoes,Culicidae,naturephotosuze,https://static.inaturalist.org/photos/145229982/medium.jpg,family,47822,1|47120|47158|47822|52134,2,17,,
89808057,126694,,Maladera,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148345394/medium.jpg,genus,48201,1|47120|47158|47208|48201|126694,2,2,,
89236999,126777,Green Lynx Spider,Peucetia viridans,looking4salvia,https://inaturalist-open-data.s3.amazonaws.com/photos/147341995/medium.jpg,species,84120,1|47120|47119|47118|83843|84120|126777,2,2,,
88493277,464701,,Spangbergiella,sessilefielder,https://inaturalist-open-data.s3.amazonaws.com/photos/146015108/medium.jpeg,genus,53237,1|47120|47158|47744|53237|464701,2,2,,
86238349,52346,morning-glories,Ipomoea,luisforozcojr,https://static.inaturalist.org/photos/142036572/medium.jpg,genus,52345,47126|211194|47124|48515|52345|52346,2,9,,
83081209,52484,Echo Azure,Celastrina echo,naturephotosuze,https://static.inaturalist.org/photos/136417157/medium.jpg,species,52485,1|47120|47158|47157|47923|52485|52484,2,2,,
89404828,5085,Accipiters,Accipiter,kvlakshmi,https://inaturalist-open-data.s3.amazonaws.com/photos/147634830/medium.jpeg,genus,5067,1|2|3|71261|5067|5085,2,113,,
87705688,123632,Common Coralline,Corallina officinalis,sara_medina,https://inaturalist-open-data.s3.amazonaws.com/photos/144630758/medium.jpeg,species,123631,47126|57774|57775|117827|117828|123631|123632,2,2,,
89867886,398368,Syzygium Leaf Psyllid,Trioza adventicia,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148450897/medium.jpg,species,85407,1|47120|47158|47744|85406|85407|398368,2,2,,
85729662,414448,Aschizan Flies,Aschiza,kvlakshmi,https://inaturalist-open-data.s3.amazonaws.com/photos/141106743/medium.jpeg,zoosection,47822,1|47120|47158|47822|414448,2,2,,
86050345,415201,,Tiphiinae,naturephotosuze,https://static.inaturalist.org/photos/141687517/medium.jpg,subfamily,132105,1|47120|47158|47201|132105|415201,2,2,,
89505373,41708,Harbor Seal,Phoca vitulina,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/147815198/medium.jpg,species,41707,1|2|40151|41573|41687|41707|41708,2,2,,
88681690,122356,Achemon Sphinx,Eumorpha achemon,animuldoc,https://inaturalist-open-data.s3.amazonaws.com/photos/146350579/medium.jpg,species,47915,1|47120|47158|47157|47213|47915|122356,2,2,,
88751718,52707,Compact Brome,Bromus madritensis,carly_placencio,https://static.inaturalist.org/photos/146474861/medium.jpg,species,52701,47126|211194|47163|47162|47434|52701|52707,2,2,,
87457681,4180,Northern Fulmar,Fulmarus glacialis,kimssight,https://static.inaturalist.org/photos/144193844/medium.jpg,species,4179,1|2|3|67565|4020|4179|4180,2,2,,
86075329,122426,,Erebinae,cspnl,https://static.inaturalist.org/photos/141734970/medium.jpeg,subfamily,121850,1|47120|47158|47157|121850|122426,2,2,,
89383571,424821,Yellow-spotted Bromeliad Fly,Copestylum avidum,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/147594372/medium.jpg,species,128846,1|47120|47158|47822|49995|128846|424821,2,2,,
89589916,204900,,Episyron,naturephotosuze,https://static.inaturalist.org/photos/147960744/medium.jpg,genus,54028,1|47120|47158|47201|54028|204900,2,2,,
85735754,204899,,Oxybelus,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/141117332/medium.jpg,genus,51955,1|47120|47158|47201|51955|204899,2,2,,
88480158,20445,Barn Owl,Tyto alba,naturephotosuze,https://static.inaturalist.org/photos/145987995/medium.jpg,species,20414,1|2|3|19350|20413|20414|20445,2,2,,
89066879,428365,Jujube,Ziziphus jujuba,onekid_cadence,https://static.inaturalist.org/photos/147038360/medium.jpg,species,49042,47126|211194|47124|47132|49041|49042|428365,2,2,,
90304415,52621,Cobwebby Thistle,Cirsium occidentale,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149229622/medium.jpeg,species,48561,47126|211194|47124|47605|47604|48561|52621,2,2,,
90620155,52617,pickleweeds,Salicornia,kemankisa_ne_tunal,https://inaturalist-open-data.s3.amazonaws.com/photos/149790889/medium.jpg,genus,52327,47126|211194|47124|47366|52327|52617,2,4,,
86088469,52588,Yellow Star-Thistle,Centaurea solstitialis,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/141759796/medium.jpg,species,48160,47126|211194|47124|47605|47604|48160|52588,2,2,,
88217704,55699,Gall and Forest Midges,Cecidomyiidae,trinaroberts,https://inaturalist-open-data.s3.amazonaws.com/photos/145528480/medium.jpeg,family,47822,1|47120|47158|47822|55699,2,9,,
89411643,464913,Eucalyptus Leaf Beetle,Paropsisterna m-fuscum,snarlsdarwin,https://inaturalist-open-data.s3.amazonaws.com/photos/147646850/medium.jpg,species,428578,1|47120|47158|47208|51146|428578|464913,2,2,,
91701402,126889,Margined Calligrapher,Toxomerus marginatus,winningh,https://inaturalist-open-data.s3.amazonaws.com/photos/151727436/medium.jpg,species,58753,1|47120|47158|47822|49995|58753|126889,2,2,,
89844532,127229,,Bergenia,kvlakshmi,https://inaturalist-open-data.s3.amazonaws.com/photos/148408777/medium.jpeg,genus,48386,47126|211194|47124|71289|48386|127229,2,2,,
85301817,127401,Agrarian Sac Spider,Cheiracanthium inclusum,vaughn_hannon,https://static.inaturalist.org/photos/140329485/medium.jpg,species,61868,1|47120|47119|47118|808367|61868|127401,2,2,,
89283240,51225,Large Crane Flies,Tipulidae,kimberlysnow,https://inaturalist-open-data.s3.amazonaws.com/photos/147425153/medium.jpg,family,47822,1|47120|47158|47822|51225,2,16,,
87793304,129858,Twinflowers and Snakeherbs,Dyschoriste,poonam,https://static.inaturalist.org/photos/144783447/medium.jpg,genus,50151,47126|211194|47124|48151|50151|129858,2,2,,
90214303,179921,,Melampsora,naturephotosuze,https://static.inaturalist.org/photos/149069945/medium.jpg,genus,179929,47170|47169|69967|69968|179929|179921,2,5,,
89243060,179836,Mudflat Tiger Beetle,Cicindela trifasciata sigmoidea,stonebird,https://inaturalist-open-data.s3.amazonaws.com/photos/147351935/medium.jpg,subspecies,128007,1|47120|47158|47208|49567|49568|128007|179836,2,2,,
90228653,472109,,Melanopleurus pyrrhopterus,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/149099222/medium.jpg,species,84754,1|47120|47158|47744|55558|84754|472109,2,2,,
94275417,129910,Little Brown Barnacle,Chthamalus dalli,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/156368461/medium.jpg,species,128743,1|47120|1091452|49068|128745|128743|129910,2,2,,
89248633,130314,,Lygaeinae,ella1029,https://inaturalist-open-data.s3.amazonaws.com/photos/147361922/medium.jpg,subfamily,55558,1|47120|47158|47744|55558|130314,2,2,,
87214324,51027,kelp lace bryozoan,Membranipora membranacea,redrovertracy,https://inaturalist-open-data.s3.amazonaws.com/photos/143747561/medium.jpeg,species,48391,1|68104|48394|152933|48392|48391|51027,2,2,,
86366872,130626,Black Carpet Beetles,Attagenus,naturephotosuze,https://static.inaturalist.org/photos/142267988/medium.jpg,genus,81951,1|47120|47158|47208|81951|130626,2,2,,
88608559,50998,fig family,Moraceae,leepishimkhada,https://static.inaturalist.org/photos/146216216/medium.jpg,family,47132,47126|211194|47124|47132|50998,2,29,,
88338767,179044,Dyeball,Pisolithus arhizus,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/145740897/medium.jpeg,species,63839,47170|47169|50814|48427|63838|63839|179044,2,2,,
86074395,178745,,Triepeolus,jgcalifornia,https://inaturalist-open-data.s3.amazonaws.com/photos/141732513/medium.jpeg,genus,47221,1|47120|47158|47201|47221|178745,2,2,,
89852059,47224,Butterflies,Papilionoidea,tjhastings,https://static.inaturalist.org/photos/148422257/medium.jpg,superfamily,47157,1|47120|47158|47157|47224,2,2,,
87913508,177314,Palm Flower Moth,Litoprosopus coachella,bbunny,https://inaturalist-open-data.s3.amazonaws.com/photos/144994069/medium.jpg,species,177312,1|47120|47158|47157|48670|177312|177314,2,2,,
88648328,508869,Purple Bromeliad Fly,Copestylum violaceum,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/146289530/medium.jpg,species,128846,1|47120|47158|47822|49995|128846|508869,2,2,,
85557405,177312,,Litoprosopus,semcdona,https://inaturalist-open-data.s3.amazonaws.com/photos/140788917/medium.jpg,genus,48670,1|47120|47158|47157|48670|177312,2,4,,
83078579,132036,Shining Flower Beetles,Phalacridae,naturephotosuze,https://static.inaturalist.org/photos/136413376/medium.jpg,family,47208,1|47120|47158|47208|132036,2,2,,
88854136,180791,,Trupanea,karmae,https://inaturalist-open-data.s3.amazonaws.com/photos/146655808/medium.jpg,genus,47990,1|47120|47158|47822|47990|180791,2,3,,
85969812,51276,,Pentatominae,brynna,https://static.inaturalist.org/photos/141544164/medium.jpeg,subfamily,47742,1|47120|47158|47744|47742|51276,2,2,,
83816478,181681,Red Tip Photinia,Photinia × fraseri,black_panther_drawz4279,https://inaturalist-open-data.s3.amazonaws.com/photos/137688691/medium.jpg,hybrid,126186,47126|211194|47124|47132|47148|126186|181681,2,2,,
87807012,12936,Mountain Bluebird,Sialia currucoides,imaxx123,https://inaturalist-open-data.s3.amazonaws.com/photos/144810028/medium.jpeg,species,12935,1|2|3|7251|15977|12935|12936,2,2,,
89743331,520011,,Pipizini,naturephotosuze,https://static.inaturalist.org/photos/148232627/medium.jpg,tribe,49995,1|47120|47158|47822|49995|520011,2,2,,
87511138,202315,Pacific Rock Crab,Romaleon antennarium,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/144291568/medium.jpg,species,202316,1|47120|47187|47186|47828|202316|202315,2,2,,
89843120,51890,stonecrop family,Crassulaceae,kvlakshmi,https://inaturalist-open-data.s3.amazonaws.com/photos/148406380/medium.jpeg,family,71289,47126|211194|47124|71289|51890,2,16,,
88863553,201656,"bamboos, canes, and allies",Bambusoideae,nutellahazelnut,https://inaturalist-open-data.s3.amazonaws.com/photos/146675862/medium.jpeg,subfamily,47434,47126|211194|47163|47162|47434|201656,2,2,,
89340863,201455,American Coral Tree,Erythrina americana,mield,https://inaturalist-open-data.s3.amazonaws.com/photos/147523808/medium.jpg,species,82771,47126|211194|47124|47123|47122|82771|201455,2,2,,
88649714,47129,hillside gooseberry,Ribes californicum,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/146290503/medium.jpeg,species,47130,47126|211194|47124|71289|47131|47130|47129,2,2,,
89108470,5179,Buteos,Buteo,naturadom,https://inaturalist-open-data.s3.amazonaws.com/photos/147110080/medium.jpg,genus,5067,1|2|3|71261|5067|5179,2,169,,
89208032,199910,American Rosefinches,Haemorhous,nbatzdorff,https://static.inaturalist.org/photos/147289226/medium.jpg,genus,9079,1|2|3|7251|9079|199910,2,149,,
87423331,18975,Amazon Parrots,Amazona,merbrarian,https://inaturalist-open-data.s3.amazonaws.com/photos/144133567/medium.jpg,genus,18875,1|2|3|18874|18875|18975,2,8,,
84106903,196963,Blue-green Algae,Cyanophyceae,jordanburkhardt,https://static.inaturalist.org/photos/138201310/medium.jpg,class,67334,67333|67334|196963,2,21,,
85229965,47162,"grasses, sedges, cattails, and allies",Poales,mrchristopherstanley,https://inaturalist-open-data.s3.amazonaws.com/photos/140391029/medium.jpg,order,47163,47126|211194|47163|47162,2,213,,
86633745,19376,Nightjars and Nighthawks,Caprimulgidae,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/142752516/medium.jpg,family,67573,1|2|3|67573|19376,2,6,,
86199271,47179,bearberries and manzanitas,Arctostaphylos,marc_missirlian,https://static.inaturalist.org/photos/141961964/medium.jpg,genus,133387,47126|211194|47124|47181|133387|47179,2,9,,
95110984,129424,,Zelus,michaelpatrickyoon,https://static.inaturalist.org/photos/157859437/medium.jpeg,genus,48959,1|47120|47158|47744|48959|129424,2,9,,
84939114,47187,Malacostracans,Malacostraca,velodrome,https://inaturalist-open-data.s3.amazonaws.com/photos/139667550/medium.jpeg,class,47120,1|47120|47187,2,113,,
88897631,514011,,Chenopodiastrum,bridget1842,https://inaturalist-open-data.s3.amazonaws.com/photos/146737580/medium.jpg,genus,52327,47126|211194|47124|47366|52327|514011,2,10,,
85429175,44576,Brown Rat,Rattus norvegicus,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/140559826/medium.jpg,species,44540,1|2|40151|43698|44185|44540|44576,2,2,,
90077241,99920,Arroyo Bluet,Enallagma praevarum,naturephotosuze,https://static.inaturalist.org/photos/148822649/medium.jpg,species,50175,1|47120|47158|47792|47925|50175|99920,2,2,,
86134446,935859,,Macaria marcescaria,silversea_starsong,https://inaturalist-open-data.s3.amazonaws.com/photos/141846254/medium.jpeg,species,118494,1|47120|47158|47157|49530|118494|935859,2,2,,
86118751,60433,,Nephrotoma wulpiana,thehumuhumu,https://inaturalist-open-data.s3.amazonaws.com/photos/141817425/medium.jpg,species,60417,1|47120|47158|47822|51225|60417|60433,2,2,,
82928007,58207,Silver Dollar Gum,Eucalyptus polyanthemos,evaf,https://inaturalist-open-data.s3.amazonaws.com/photos/136149361/medium.jpg,species,51815,47126|211194|47124|47791|51816|51815|58207,2,2,,
87471621,62809,Kapok Tree,Ceiba pentandra,mmmkf,https://inaturalist-open-data.s3.amazonaws.com/photos/144219236/medium.jpg,species,62819,47126|211194|47124|48796|48797|62819|62809,2,2,,
85436989,81579,Triangulate Combfoot,Steatoda triangulosa,nicaea7,https://inaturalist-open-data.s3.amazonaws.com/photos/140574967/medium.jpeg,species,61998,1|47120|47119|47118|47371|61998|81579,2,2,,
88776490,77672,clasping pepperweed,Lepidium perfoliatum,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/146522606/medium.jpeg,species,47203,47126|211194|47124|71275|47204|47203|77672,2,2,,
90032366,58879,pitseed goosefoot,Chenopodium berlandieri,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148741967/medium.jpeg,species,48439,47126|211194|47124|47366|52327|48439|58879,2,2,,
88763972,60439,peacock flower,Caesalpinia pulcherrima,seveng,https://inaturalist-open-data.s3.amazonaws.com/photos/146497968/medium.jpg,species,1065446,47126|211194|47124|47123|47122|1065446|60439,2,2,,
89496712,81545,Common Earthworm,Lumbricus terrestris,jendefran,https://inaturalist-open-data.s3.amazonaws.com/photos/147799662/medium.jpg,species,81547,1|47491|63089|69755|69758|81547|81545,2,2,,
89820012,76290,desert willow,Chilopsis linearis,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148361312/medium.jpeg,species,72047,47126|211194|47124|48151|48377|72047|76290,2,2,,
87289935,712842,,Nezarini,madiblaney,https://inaturalist-open-data.s3.amazonaws.com/photos/143891107/medium.jpeg,tribe,47742,1|47120|47158|47744|47742|712842,2,2,,
88637279,76964,Santa Cruz Island wild buckwheat,Eriogonum arborescens,judithrodenbeck,https://inaturalist-open-data.s3.amazonaws.com/photos/149450872/medium.jpg,species,48939,47126|211194|47124|47366|48382|48939|76964,2,2,,
89209028,785517,,Agaricineae,david145,https://static.inaturalist.org/photos/147292516/medium.jpg,suborder,47167,47170|47169|50814|47167|785517,2,2,,
90323734,78931,Pacific Glasswort,Salicornia pacifica,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149262887/medium.jpeg,species,52617,47126|211194|47124|47366|52327|52617|78931,2,2,,
90068979,62829,retama,Parkinsonia aculeata,naturephotosuze,https://static.inaturalist.org/photos/148807333/medium.jpg,species,62834,47126|211194|47124|47123|47122|62834|62829,2,2,,
86184743,56151,Treasure Flowers,Gazania,salster,https://static.inaturalist.org/photos/141935799/medium.jpg,genus,47604,47126|211194|47124|47605|47604|56151,2,5,,
90080257,59192,Sandhill Skipper,Polites sabuleti,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148827583/medium.jpeg,species,58504,1|47120|47158|47157|47653|58504|59192,2,2,,
85776604,83845,,Oxyopes,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/141188778/medium.jpg,genus,83843,1|47120|47119|47118|83843|83845,2,6,,
90038617,865017,,Corniculatae,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148752861/medium.jpeg,section,47758,47126|211194|47124|70233|47759|47758|865017,2,2,,
89832912,792988,Downy Woodpecker,Dryobates pubescens,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148387778/medium.jpeg,species,792976,1|2|3|17550|17599|792976|792988,2,2,,
89958438,76955,Thick-leaved Yerba Santa,Eriodictyon crassifolium,naturephotosuze,https://static.inaturalist.org/photos/148606024/medium.jpg,species,57096,47126|211194|47124|523723|48150|57096|76955,2,2,,
84906626,58819,Clustered Tarweed,Deinandra fasciculata,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/139606529/medium.jpeg,species,58820,47126|211194|47124|47605|47604|58820|58819,2,2,,
85299064,79213,silver rock-lettuce,Stephanomeria cichoriacea,plantsoncolors,https://static.inaturalist.org/photos/140324209/medium.jpg,species,56986,47126|211194|47124|47605|47604|56986|79213,2,2,,
88166721,58812,Brass Buttons,Cotula coronopifolia,desultor,https://inaturalist-open-data.s3.amazonaws.com/photos/145433602/medium.jpeg,species,53026,47126|211194|47124|47605|47604|53026|58812,2,2,,
88897317,77946,coppery mesemb,Malephora crocea,bridget1842,https://inaturalist-open-data.s3.amazonaws.com/photos/146736692/medium.jpg,species,72225,47126|211194|47124|47366|49320|72225|77946,2,2,,
89271832,69143,Myrmicine Ants,Myrmicinae,naturephotosuze,https://static.inaturalist.org/photos/147402485/medium.jpg,subfamily,47336,1|47120|47158|47201|47336|69143,2,2,,
86813107,936827,,Gerrini,naturephotosuze,https://static.inaturalist.org/photos/143081024/medium.jpg,tribe,59653,1|47120|47158|47744|59653|936827,2,2,,
84381298,64240,Pampas Grass,Cortaderia selloana,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/138679820/medium.jpeg,species,52715,47126|211194|47163|47162|47434|52715|64240,2,2,,
85968577,60717,,Physciaceae,naturephotosuze,https://static.inaturalist.org/photos/141539223/medium.jpg,family,372828,47170|48250|54743|372828|60717,2,3,,
88972682,723302,,Maleae,sacnasatucla,https://inaturalist-open-data.s3.amazonaws.com/photos/146870646/medium.jpg,tribe,47148,47126|211194|47124|47132|47148|723302,2,2,,
85980477,62781,Carpenter and Sugar Ants,Camponotus,kateymoroneso,https://static.inaturalist.org/photos/141563298/medium.jpg,genus,47336,1|47120|47158|47201|47336|62781,2,5,,
89852893,78943,Pacific Willow,Salix lasiandra,tjhastings,https://static.inaturalist.org/photos/148423702/medium.jpg,species,53453,47126|211194|47124|51820|47567|53453|78943,2,2,,
82750147,72308,plumbagos,Plumbago,jordanburkhardt,https://static.inaturalist.org/photos/135840959/medium.jpg,genus,60478,47126|211194|47124|47366|60478|72308,2,2,,
90301609,62691,silvery lupine,Lupinus argenteus,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149224182/medium.jpeg,species,47121,47126|211194|47124|47123|47122|47121|62691,2,2,,
89730977,78792,Taiwan Firethorn,Pyracantha koidzumii,naturephotosuze,https://static.inaturalist.org/photos/148208735/medium.jpg,species,54052,47126|211194|47124|47132|47148|54052|78792,2,2,,
90298366,63916,black maidenhair fern,Adiantum capillus-veneris,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149218248/medium.jpeg,species,48436,47126|211194|121943|47754|48437|48436|63916,2,2,,
89868372,64221,Shovel-headed Garden Worm,Bipalium kewense,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148451937/medium.jpg,species,64224,1|52319|64222|84642|64224|64221,2,2,,
89263382,884843,uniform treasureflower,Gazania rigens,ebehzadi0001,https://static.inaturalist.org/photos/147387463/medium.jpg,species,56151,47126|211194|47124|47605|47604|56151|884843,2,2,,
86814498,83852,,Pontania,naturephotosuze,https://static.inaturalist.org/photos/143083279/medium.jpg,genus,60628,1|47120|47158|47201|60628|83852,2,10,,
88992829,68538,desert marigold,Baileya multiradiata,naturephotosuze,https://static.inaturalist.org/photos/146904274/medium.jpg,species,68539,47126|211194|47124|47605|47604|68539|68538,2,2,,
89557544,71261,"Hawks, Eagles, Kites, and Allies",Accipitriformes,biodiversitylearner,https://inaturalist-open-data.s3.amazonaws.com/photos/147905747/medium.jpg,order,3,1|2|3|71261,2,302,,
90209378,67695,Iris Mantises,Iris,naturephotosuze,https://static.inaturalist.org/photos/149061961/medium.jpg,genus,349368,1|47120|47158|48112|349368|67695,2,7,,
85795231,58939,California Ash,Fraxinus dipetala,mabart,https://inaturalist-open-data.s3.amazonaws.com/photos/141222035/medium.jpg,species,54806,47126|211194|47124|48151|47733|54806|58939,2,2,,
89005480,632069,,Asclepiadinae,dakewilson,https://inaturalist-open-data.s3.amazonaws.com/photos/146928313/medium.jpg,subtribe,47362,47126|211194|47124|47363|47362|632069,2,2,,
86870341,58085,London rocket,Sisymbrium irio,maybeitsmabel,https://static.inaturalist.org/photos/143183072/medium.jpg,species,53267,47126|211194|47124|71275|47204|53267|58085,2,2,,
89398503,67706,Silver Garden Orbweaver,Argiope argentata,jeffchapman7967,https://static.inaturalist.org/photos/147622823/medium.jpg,species,47552,1|47120|47119|47118|47535|47552|67706,2,2,,
86086683,59094,deergrass,Muhlenbergia rigens,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/141756540/medium.jpg,species,59096,47126|211194|47163|47162|47434|59096|59094,2,2,,
90066714,76765,false daisy,Eclipta prostrata,annettemercer,https://inaturalist-open-data.s3.amazonaws.com/photos/148804388/medium.jpg,species,72110,47126|211194|47124|47605|47604|72110|76765,2,2,,
86638862,889256,,Sempervivoideae,stephen_stanard,https://static.inaturalist.org/photos/142761423/medium.jpg,subfamily,51890,47126|211194|47124|71289|51890|889256,2,2,,
85963759,64109,canyon sunflower,Venegasia carpesioides,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/141533101/medium.jpg,species,64110,47126|211194|47124|47605|47604|64110|64109,2,2,,
85823994,57774,red algae,Rhodophyta,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/141272513/medium.jpeg,phylum,47126,47126|57774,2,14,,
85293727,59238,Slender Woolly Buckwheat,Eriogonum gracile,plantsoncolors,https://static.inaturalist.org/photos/140314343/medium.jpg,species,48939,47126|211194|47124|47366|48382|48939|59238,2,2,,
89743312,63379,longleaf wattle,Acacia longifolia,naturephotosuze,https://static.inaturalist.org/photos/148232100/medium.jpg,species,47452,47126|211194|47124|47123|47122|47452|63379,2,2,,
86873103,79210,Saint Augustine grass,Stenotaphrum secundatum,jendefran,https://inaturalist-open-data.s3.amazonaws.com/photos/143188353/medium.jpg,species,72375,47126|211194|47163|47162|47434|72375|79210,2,2,,
91259838,57993,Jimmyweeds and Goldenbushes,Isocoma,mashastre,https://inaturalist-open-data.s3.amazonaws.com/photos/150923954/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|57993,2,17,,
88748943,634936,nightshades and allies,Solanoideae,carly_placencio,https://static.inaturalist.org/photos/146470348/medium.jpg,subfamily,48516,47126|211194|47124|48515|48516|634936,2,2,,
