id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count,taxon_group,type
82074447,58219,Speckled Clarkia,Clarkia cylindrica,kpakradouni,https://inaturalist-open-data.s3.amazonaws.com/photos/134674042/medium.jpg,species,47789,47126|211194|47124|47791|47790|47789|58219,1,1,,
84006431,121439,bird's nest fungi,Nidulariaceae,gmontgomery,https://static.inaturalist.org/photos/138025100/medium.jpeg,family,47167,47170|47169|50814|47167|121439,1,2,,
89237049,57184,Creeping wild rye,Leymus triticoides,mgalano89,https://static.inaturalist.org/photos/147342124/medium.jpg,species,57185,47126|211194|47163|47162|47434|57185|57184,1,1,,
84361067,52181,Coyote Mint,Monardella villosa,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/138642981/medium.jpg,species,52182,47126|211194|47124|48151|48623|52182|52181,1,1,,
83280205,118991,Lauxaniid Flies,Lauxaniidae,ajusto,https://inaturalist-open-data.s3.amazonaws.com/photos/136761834/medium.jpeg,family,47822,1|47120|47158|47822|118991,1,4,,
88076251,53145,Man-roots,Marah,brynna,https://static.inaturalist.org/photos/145278675/medium.jpeg,genus,48620,47126|211194|47124|71281|48620|53145,1,4,,
94483937,121332,,Neoterpes edwardsata,trickykid1,https://inaturalist-open-data.s3.amazonaws.com/photos/156735894/medium.jpg,species,121334,1|47120|47158|47157|49530|121334|121332,1,1,,
86678914,52202,Walnut Husk Fly,Rhagoletis completa,naturephotosuze,https://static.inaturalist.org/photos/142835125/medium.jpg,species,52232,1|47120|47158|47822|47990|52232|52202,1,1,,
88439225,867365,Skunkbush Sumac,Rhus trilobata,connectacopia,https://static.inaturalist.org/photos/145935451/medium.jpg,species,54765,47126|211194|47124|47729|48874|54765|867365,1,1,,
85826288,58192,whitestem hedgenettle,Stachys albens,andy71,https://inaturalist-open-data.s3.amazonaws.com/photos/141274214/medium.jpg,species,51229,47126|211194|47124|48151|48623|51229|58192,1,1,,
82764132,53169,Bermuda buttercup,Oxalis pes-caprae,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/135859402/medium.jpg,species,47758,47126|211194|47124|70233|47759|47758|53169,1,1,,
88560368,52071,Moth Flies and Sand Flies,Psychodidae,gregspero,https://inaturalist-open-data.s3.amazonaws.com/photos/146130472/medium.jpeg,family,47822,1|47120|47158|47822|52071,1,9,,
84111675,907148,,Adineta,jordanburkhardt,https://static.inaturalist.org/photos/138209998/medium.gif,genus,907581,1|126917|126918|912119|907581|907148,1,1,,
85791705,57129,Leopard Lily,Lilium pardalinum,majajaja,https://inaturalist-open-data.s3.amazonaws.com/photos/141716998/medium.jpg,species,48928,47126|211194|47163|47329|47328|48928|57129,1,1,,
82108044,519300,,Eleodes,misterspencerwhite,https://inaturalist-open-data.s3.amazonaws.com/photos/134756092/medium.jpeg,subgenus,53817,1|47120|47158|47208|53816|53817|519300,1,1,,
88474936,906896,,Helicinae,jameshf,https://inaturalist-open-data.s3.amazonaws.com/photos/146000472/medium.jpg,subfamily,47484,1|47115|47114|47485|47484|906896,1,1,,
84570539,571345,,Melissodes,kweiner,https://inaturalist-open-data.s3.amazonaws.com/photos/139249099/medium.jpg,subgenus,52781,1|47120|47158|47201|47221|52781|571345,1,1,,
85360939,57138,bush-mallows,Malacothamnus,misstak,https://inaturalist-open-data.s3.amazonaws.com/photos/140433939/medium.jpg,genus,48797,47126|211194|47124|48796|48797|57138,1,15,,
88480178,51955,"Square-headed Wasps, Sand Wasps, and Allies",Crabronidae,naturephotosuze,https://static.inaturalist.org/photos/145989286/medium.jpg,family,47201,1|47120|47158|47201|51955,1,54,,
88747518,864989,palmate-leaved Oxalis,Oxalis,carly_placencio,https://static.inaturalist.org/photos/146466952/medium.jpg,subgenus,47758,47126|211194|47124|70233|47759|47758|864989,1,1,,
86518981,51977,Small Dung Beetles,Aphodiinae,victoriaboutros,https://static.inaturalist.org/photos/142544445/medium.jpeg,subfamily,48201,1|47120|47158|47208|48201|51977,1,1,,
86066145,51988,Cape gooseberry,Physalis peruviana,majajaja,https://inaturalist-open-data.s3.amazonaws.com/photos/141717027/medium.jpg,species,51733,47126|211194|47124|48515|48516|51733|51988,1,1,,
82916742,58210,Colorado Four o'Clock,Mirabilis multiflora,snake-seeker,https://static.inaturalist.org/photos/137916004/medium.jpg,species,50615,47126|211194|47124|47366|50256|50615|58210,1,1,,
85400025,121634,pussy tails,Ptilotus,fivefeetofawkward,https://inaturalist-open-data.s3.amazonaws.com/photos/141812532/medium.jpg,genus,52327,47126|211194|47124|47366|52327|121634,1,1,,
85260732,52029,"Flannel, Slug Caterpillar, Leaf Skeletonizer, and Allied Moths",Zygaenoidea,jascalifornica,https://inaturalist-open-data.s3.amazonaws.com/photos/140252322/medium.jpg,superfamily,47157,1|47120|47158|47157|52029,1,1,,
82511527,52035,,Chrysodeixis,brynna,https://static.inaturalist.org/photos/135432219/medium.jpeg,genus,48670,1|47120|47158|47157|48670|52035,1,1,,
84521301,121592,Vorticellidae,Vorticellidae,jordanburkhardt,https://static.inaturalist.org/photos/138930364/medium.jpg,family,495758,48222|118996|152067|495758|121592,1,1,,
87511113,117820,,Prionitis lanceolata,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/144291318/medium.jpg,species,117839,47126|57774|57775|117837|117838|117839|117820,1,1,,
89715539,126622,Privet Leafhopper,Fieberiella florii,hilla5,https://static.inaturalist.org/photos/148596724/medium.jpg,species,126623,1|47120|47158|47744|53237|126623|126622,1,1,,
82104275,922289,,Boettcheria bisetosa,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/134719391/medium.jpg,species,502580,1|47120|47158|47822|52910|502580|922289,1,1,,
82611400,55981,nipplewort,Lapsana communis,dcoopercem,https://inaturalist-open-data.s3.amazonaws.com/photos/135602760/medium.jpg,species,55982,47126|211194|47124|47605|47604|55982|55981,1,1,,
88205160,604855,,Chrysidini,brynna,https://static.inaturalist.org/photos/145505343/medium.jpeg,tribe,126149,1|47120|47158|47201|126149|604855,1,1,,
86211584,55133,Big Berry Manzanita,Arctostaphylos glauca,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/141984970/medium.jpg,species,47179,47126|211194|47124|47181|133387|47179|55133,1,1,,
86739193,83843,Lynx Spiders,Oxyopidae,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/142942822/medium.jpeg,family,47118,1|47120|47119|47118|83843,1,13,,
86809132,55050,"Bark-gnawing, Checkered, and Soft-winged Flower Beetles",Cleroidea,naturephotosuze,https://static.inaturalist.org/photos/143071759/medium.jpg,superfamily,47208,1|47120|47158|47208|55050,1,1,,
86311485,48678,goldenrods,Solidago,marifer_martinez,https://static.inaturalist.org/photos/142168077/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|48678,1,2,,
85148942,60393,,Tipula,laura_barnes,https://static.inaturalist.org/photos/140051077/medium.jpeg,genus,51225,1|47120|47158|47822|51225|60393,1,1,,
87646885,9522,Ground-Sparrows and Brown Towhees,Melozone,calverterika,https://inaturalist-open-data.s3.amazonaws.com/photos/144525294/medium.jpg,genus,559248,1|2|3|7251|559248|9522,1,85,,
83419288,48699,carrot family,Apiaceae,annekomalley,https://inaturalist-open-data.s3.amazonaws.com/photos/137002067/medium.jpg,family,48700,47126|211194|47124|48700|48699,1,59,,
88018161,48599,American pokeweed,Phytolacca americana,pedro_chustz,https://static.inaturalist.org/photos/145175717/medium.jpg,species,48601,47126|211194|47124|47366|48600|48601|48599,1,1,,
89234697,131434,,Thaumatomyia,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/147337783/medium.jpg,genus,127593,1|47120|47158|47822|127593|131434,1,8,,
87759413,131330,,Rhodymeniales,sara_medina,https://inaturalist-open-data.s3.amazonaws.com/photos/144723943/medium.jpeg,order,57775,47126|57774|57775|131330,1,1,,
83718319,94557,Powdered Dancer,Argia moesta,kaye6,https://static.inaturalist.org/photos/137520675/medium.jpg,species,47977,1|47120|47158|47792|47925|47977|94557,1,1,,
89238051,60307,Smooth Meadow-grass,Poa pratensis,mgalano89,https://static.inaturalist.org/photos/147343917/medium.jpg,species,52809,47126|211194|47163|47162|47434|52809|60307,1,1,,
83403954,48742,Thread-waisted Wasps,Sphecidae,natureboi21,https://inaturalist-open-data.s3.amazonaws.com/photos/136975544/medium.jpg,family,47201,1|47120|47158|47201|48742,1,96,,
82729465,131008,,Calathus,brynna,https://static.inaturalist.org/photos/135805520/medium.jpeg,genus,49567,1|47120|47158|47208|49567|131008,1,1,,
84113928,54995,yellow ʻilima,Sida fallax,ivanaviani,https://inaturalist-open-data.s3.amazonaws.com/photos/138213729/medium.jpeg,species,54996,47126|211194|47124|48796|48797|54996|54995,1,1,,
83208475,551396,,Fissurelloidea,lalas_song66,https://inaturalist-open-data.s3.amazonaws.com/photos/136637577/medium.jpeg,superfamily,775846,1|47115|47114|775846|551396,1,1,,
86809133,965843,,Epacmus nitidus,naturephotosuze,https://static.inaturalist.org/photos/143071773/medium.jpg,species,248123,1|47120|47158|47822|51558|248123|965843,1,1,,
88498350,551820,,Endeodes insularis,sessilefielder,https://inaturalist-open-data.s3.amazonaws.com/photos/146022126/medium.jpeg,species,456953,1|47120|47158|47208|82067|456953|551820,1,1,,
88339209,55929,earthballs,Scleroderma,arakotchian,https://inaturalist-open-data.s3.amazonaws.com/photos/145758879/medium.jpg,genus,55928,47170|47169|50814|48427|55928|55929,1,1,,
87791058,55351,Humpbacked Flies,Phoridae,naturephotosuze,https://static.inaturalist.org/photos/144777136/medium.jpg,family,47822,1|47120|47158|47822|55351,1,2,,
90538924,55339,pocket mosses,Fissidens,jordanburkhardt,https://static.inaturalist.org/photos/149645888/medium.jpg,genus,55338,47126|311249|48372|67877|55338|55339,1,1,,
88761746,60724,rock shield lichens,Xanthoparmelia,naturephotosuze,https://static.inaturalist.org/photos/146489452/medium.jpg,genus,54321,47170|48250|54743|48327|54321|60724,1,1,,
85777027,48622,Catnip,Nepeta cataria,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/141186712/medium.jpeg,species,48624,47126|211194|47124|48151|48623|48624|48622,1,1,,
89559808,48623,mint family,Lamiaceae,faybaebae,https://inaturalist-open-data.s3.amazonaws.com/photos/147909994/medium.jpg,family,48151,47126|211194|47124|48151|48623,1,85,,
86292086,60623,,Tenthredo,theoriginaljoefisher,https://inaturalist-open-data.s3.amazonaws.com/photos/142132433/medium.jpg,genus,60628,1|47120|47158|47201|60628|60623,1,1,,
88777847,552962,,Poeae,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525555/medium.jpeg,tribe,47434,47126|211194|47163|47162|47434|552962,1,1,,
85550606,60613,white eardrops,Ehrendorferia ochroleuca,jennfields,https://static.inaturalist.org/photos/140775199/medium.jpg,species,58953,47126|211194|47124|48232|47332|58953|60613,1,1,,
88833749,48628,coneflowers,Echinacea,jjferraro,https://inaturalist-open-data.s3.amazonaws.com/photos/146622797/medium.jpg,genus,47604,47126|211194|47124|47605|47604|48628,1,3,,
85165407,132101,Cactus Flies,Neriidae,emmabarrie,https://static.inaturalist.org/photos/140567703/medium.jpg,family,47822,1|47120|47158|47822|132101,1,1,,
88742511,60599,Western Black-legged Tick,Ixodes pacificus,ashleymonta,https://inaturalist-open-data.s3.amazonaws.com/photos/146457683/medium.jpeg,species,51674,1|47120|47119|51672|51673|51674|60599,1,1,,
85822817,1091452,Barnacles and Copepods,Hexanauplia,adirado,https://inaturalist-open-data.s3.amazonaws.com/photos/141271803/medium.jpg,class,47120,1|47120|1091452,1,19,,
82204378,604857,,Elampini,brynna,https://static.inaturalist.org/photos/134901735/medium.jpeg,tribe,126149,1|47120|47158|47201|126149|604857,1,1,,
87608206,559248,New World Sparrows,Passerellidae,isidro732,https://inaturalist-open-data.s3.amazonaws.com/photos/144454051/medium.jpeg,family,7251,1|2|3|7251|559248,1,230,,
89922670,96707,Green Garden Snail,Cantareus apertus,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148547006/medium.jpg,species,87204,1|47115|47114|47485|47484|87204|96707,1,1,,
87780300,48751,,Lottiidae,sara_medina,https://inaturalist-open-data.s3.amazonaws.com/photos/144760445/medium.jpeg,family,47114,1|47115|47114|48751,1,21,,
84605839,60298,Kikuyu Grass,Cenchrus clandestinus,ajdurinirod,https://inaturalist-open-data.s3.amazonaws.com/photos/139071327/medium.jpg,species,72039,47126|211194|47163|47162|47434|72039|60298,1,1,,
86586719,48763,"Antlions, Lacewings, and Allies",Neuroptera,sessilefielder,https://inaturalist-open-data.s3.amazonaws.com/photos/142665924/medium.jpg,order,47158,1|47120|47158|48763,1,54,,
83711513,54755,,Teloschistales,andy71,https://inaturalist-open-data.s3.amazonaws.com/photos/137508398/medium.jpg,order,54743,47170|48250|54743|54755,1,4,,
83086788,547286,,Corythucha spinosa,naturephotosuze,https://static.inaturalist.org/photos/136427963/medium.jpg,species,60787,1|47120|47158|47744|53506|60787|547286,1,1,,
85129183,48830,Bat Star,Patiria miniata,digital_tidepool,https://static.inaturalist.org/photos/140020518/medium.jpeg,species,48832,1|47549|47668|49501|48831|48832|48830,1,1,,
89936132,1138117,,Cenchrinae,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148570108/medium.jpg,subtribe,47434,47126|211194|47163|47162|47434|1138117,1,1,,
85099890,130177,Japanese Wireweed,Sargassum muticum,digital_tidepool,https://static.inaturalist.org/photos/139965095/medium.jpeg,species,130178,48222|48221|48220|48219|126125|130178|130177,1,1,,
90214310,130131,,Ectemnius,naturephotosuze,https://static.inaturalist.org/photos/149070066/medium.jpg,genus,51955,1|47120|47158|47201|51955|130131,1,1,,
89278233,113846,Desert Firetail,Telebasis salva,naturephotosuze,https://static.inaturalist.org/photos/147414147/medium.jpg,species,92419,1|47120|47158|47792|47925|92419|113846,1,1,,
85128329,48835,Western Spiny Brittle Star,Ophiothrix spiculata,lateira_haynes,https://static.inaturalist.org/photos/140013285/medium.jpg,species,48839,1|47549|48836|774991|195702|48839|48835,1,1,,
89710013,129945,,Acanthinucella,brookehenry,https://inaturalist-open-data.s3.amazonaws.com/photos/148228223/medium.jpg,genus,50766,1|47115|47114|48289|50766|129945,1,2,,
86934681,129931,Angular Unicorn,Acanthinucella spirata,noisylittlescientists,https://inaturalist-open-data.s3.amazonaws.com/photos/143301583/medium.jpg,species,129945,1|47115|47114|48289|50766|129945|129931,1,1,,
89109436,4885,American Avocet,Recurvirostra americana,guitarsax66,https://static.inaturalist.org/photos/147112019/medium.jpg,species,4881,1|2|3|67561|71361|4881|4885,1,1,,
83316145,54644,sea lettuces,Ulva,alligatorlizard,https://inaturalist-open-data.s3.amazonaws.com/photos/136823118/medium.jpg,genus,54643,47126|50863|51429|54642|54643|54644,1,2,,
85824005,114756,Yellowfin croaker,Umbrina roncador,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/141272814/medium.jpeg,species,92734,1|2|47178|47233|49172|92734|114756,1,1,,
89230186,48867,palms,Arecaceae,htraannn3,https://inaturalist-open-data.s3.amazonaws.com/photos/147329314/medium.jpg,family,48866,47126|211194|47163|48866|48867,1,30,,
83457668,48871,,Inga,jtuggs,https://inaturalist-open-data.s3.amazonaws.com/photos/137071182/medium.jpg,genus,47122,47126|211194|47124|47123|47122|48871,1,1,,
82723666,129907,,Anstenoptilia,audrey2,https://inaturalist-open-data.s3.amazonaws.com/photos/135795436/medium.jpg,genus,47404,1|47120|47158|47157|47404|129907,1,4,,
89262789,56088,black locust,Robinia pseudoacacia,hpbotanylover,https://static.inaturalist.org/photos/147386179/medium.jpeg,species,56089,47126|211194|47124|47123|47122|56089|56088,1,1,,
86655781,54762,silver maple,Acer saccharinum,cgspix,https://inaturalist-open-data.s3.amazonaws.com/photos/142792480/medium.jpeg,species,47727,47126|211194|47124|47729|58321|47727|54762,1,1,,
89580631,94130,Sargo,Anisotremus davidsonii,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/147944701/medium.jpeg,species,49948,1|2|47178|47233|49263|49948|94130,1,1,,
87006323,56035,Red Hot Poker,Kniphofia uvaria,tcoop52,https://static.inaturalist.org/photos/143430642/medium.jpg,species,56036,47126|211194|47163|47218|71400|56036|56035,1,1,,
88973408,84004,,Vriesea,sacnasatucla,https://inaturalist-open-data.s3.amazonaws.com/photos/146872211/medium.jpg,genus,49570,47126|211194|47163|47162|49570|84004,1,1,,
87580986,1106981,Ganoderma lucidum complex,Ganoderma,juliaglassman,https://inaturalist-open-data.s3.amazonaws.com/photos/144409772/medium.jpg,subgenus,48475,47170|47169|50814|47380|47379|48475|1106981,1,1,,
82764143,48796,"mallows, rock-roses, and allies",Malvales,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/135859683/medium.jpg,order,47124,47126|211194|47124|48796,1,83,,
82188422,54899,parsnip,Pastinaca,andiself,https://static.inaturalist.org/photos/134872943/medium.jpg,genus,48699,47126|211194|47124|48700|48699|54899,1,1,,
87575933,56031,false bindweeds,Calystegia,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/144400931/medium.jpg,genus,52345,47126|211194|47124|48515|52345|56031,1,21,,
89271836,1109044,,Dendryphantina,naturephotosuze,https://static.inaturalist.org/photos/147402820/medium.jpg,subtribe,48139,1|47120|47119|47118|48139|1109044,1,1,,
89958429,1109241,,Harmochirina,naturephotosuze,https://static.inaturalist.org/photos/148605932/medium.jpg,subtribe,48139,1|47120|47119|47118|48139|1109241,1,1,,
85873232,130356,Snowy Tree Cricket,Oecanthus fultoni,nature-trackers,https://inaturalist-open-data.s3.amazonaws.com/photos/147204338/medium.jpg,species,63036,1|47120|47158|47651|52884|63036|130356,1,1,,
83567573,54841,white willow,Salix alba,mehrnazb,https://inaturalist-open-data.s3.amazonaws.com/photos/137261563/medium.jpg,species,53453,47126|211194|47124|51820|47567|53453|54841,1,1,,
85258408,60247,,Anemopsis,musicamonteverde,https://static.inaturalist.org/photos/140248049/medium.jpg,genus,60246,47126|211194|47124|60244|60246|60247,1,13,,
83888981,54834,black cherry,Prunus serotina,andy410,https://static.inaturalist.org/photos/137816751/medium.jpg,species,47351,47126|211194|47124|47132|47148|47351|54834,1,1,,
85568721,127169,Great Ash Sphinx,Sphinx chersis,misstak,https://inaturalist-open-data.s3.amazonaws.com/photos/140809876/medium.jpg,species,70131,1|47120|47158|47157|47213|70131|127169,1,1,,
86079758,99895,Tule Bluet,Enallagma carunculatum,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/141740259/medium.jpeg,species,50175,1|47120|47158|47792|47925|50175|99895,1,1,,
85131210,840800,,Corallinoideae,skyemccarthy,https://static.inaturalist.org/photos/140022138/medium.jpg,subfamily,117828,47126|57774|57775|117827|117828|840800,1,1,,
83322400,54812,Buckthorns,Rhamnus,deude,https://static.inaturalist.org/photos/136834830/medium.jpg,genus,49041,47126|211194|47124|47132|49041|54812,1,20,,
86594488,132310,Slender Springtails,Entomobryidae,travisdubridge,https://static.inaturalist.org/photos/142680854/medium.jpeg,family,83224,1|47120|243773|83224|132310,1,1,,
87508585,55357,"Rock Lice, Sea Slaters, and Allies",Ligiidae,sara_medina,https://inaturalist-open-data.s3.amazonaws.com/photos/144288610/medium.jpeg,family,48147,1|47120|47187|48147|55357,1,9,,
88464923,56089,Locust Trees,Robinia,mlinthicum,https://inaturalist-open-data.s3.amazonaws.com/photos/145960880/medium.jpg,genus,47122,47126|211194|47124|47123|47122|56089,1,2,,
84620353,83224,Elongate Springtails,Entomobryomorpha,kvlakshmi,https://static.inaturalist.org/photos/139096926/medium.jpeg,order,243773,1|47120|243773|83224,1,2,,
84599384,61048,farewell-to-spring,Clarkia amoena,rsloughran,https://inaturalist-open-data.s3.amazonaws.com/photos/141701237/medium.jpeg,species,47789,47126|211194|47124|47791|47790|47789|61048,1,1,,
88020429,48377,bignonia family,Bignoniaceae,jkaged79,https://inaturalist-open-data.s3.amazonaws.com/photos/145179512/medium.jpeg,family,48151,47126|211194|47124|48151|48377,1,12,,
87923220,61043,bull mallow,Malva nicaeensis,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/145007729/medium.jpeg,species,55978,47126|211194|47124|48796|48797|55978|61043,1,1,,
85536021,48382,knotweed family,Polygonaceae,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/140747005/medium.jpeg,family,47366,47126|211194|47124|47366|48382,1,142,,
87582863,133790,Nearctic Blue Mud-dauber Wasp,Chalybion californicum,cinos339,https://static.inaturalist.org/photos/144413580/medium.jpg,species,132335,1|47120|47158|47201|48742|132335|133790,1,1,,
84126374,83201,Thrips,Thysanoptera,naturephotosuze,https://static.inaturalist.org/photos/138231250/medium.jpg,order,47158,1|47120|47158|83201,1,1,,
84126347,55593,Gall Wasps and Allies,Cynipoidea,naturephotosuze,https://static.inaturalist.org/photos/138228969/medium.jpg,superfamily,47201,1|47120|47158|47201|55593,1,1,,
82628947,55563,common daisy,Bellis perennis,biodiversitylearner,https://inaturalist-open-data.s3.amazonaws.com/photos/135634419/medium.jpg,species,55564,47126|211194|47124|47605|47604|55564|55563,1,1,,
88311002,48575,Hopkins's Rose Nudibranch,Okenia rosacea,adinabakos,https://inaturalist-open-data.s3.amazonaws.com/photos/145690933/medium.jpeg,species,48576,1|47115|47114|47113|47140|48576|48575,1,1,,
90214925,55559,,Oncopeltus,naturephotosuze,https://static.inaturalist.org/photos/149072443/medium.jpg,genus,55558,1|47120|47158|47744|55558|55559,1,26,,
87081539,55746,Goldenrod Crab Spider,Misumena vatia,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/143546811/medium.jpg,species,55747,1|47120|47119|47118|47866|55747|55746,1,1,,
89808295,133495,,Deltocephalinae,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148345870/medium.jpg,subfamily,53237,1|47120|47158|47744|53237|133495,1,1,,
88351077,133493,,Dolichopus,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/145762673/medium.jpg,genus,68020,1|47120|47158|47822|68020|133493,1,1,,
89009752,48436,maidenhair ferns,Adiantum,slimonc40,https://inaturalist-open-data.s3.amazonaws.com/photos/146939107/medium.jpg,genus,48437,47126|211194|121943|47754|48437|48436,1,3,,
90032350,55749,thyme-leaved speedwell,Veronica serpyllifolia,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148741809/medium.jpeg,species,51611,47126|211194|47124|48151|50638|51611|55749,1,1,,
89834377,55766,cypress spurge,Euphorbia cyparissias,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148390418/medium.jpeg,species,51822,47126|211194|47124|51820|51821|51822|55766,1,1,,
84221157,83187,"Barklice, Booklice, and Parasitic Lice",Psocodea,jordanburkhardt,https://static.inaturalist.org/photos/138400384/medium.jpg,order,47158,1|47120|47158|83187,1,5,,
88992837,103497,Western Forktail,Ischnura perparva,naturephotosuze,https://static.inaturalist.org/photos/146904732/medium.jpg,species,52054,1|47120|47158|47792|47925|52054|103497,1,1,,
87421978,483619,Spiny Pricklycockle,Dallocardia quadragenaria,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/144131213/medium.jpg,species,208876,1|47115|47584|488959|50597|208876|483619,1,1,,
88013534,133800,,Xenox,brandon772,https://static.inaturalist.org/photos/145167379/medium.jpeg,genus,51558,1|47120|47158|47822|51558|133800,1,3,,
86345653,9981,Savannah Sparrow,Passerculus sandwichensis,imaxx123,https://inaturalist-open-data.s3.amazonaws.com/photos/142230878/medium.jpeg,species,9980,1|2|3|7251|559248|9980|9981,1,1,,
85783464,48255,hemlocks,Tsuga,alexbarnard,https://inaturalist-open-data.s3.amazonaws.com/photos/141231058/medium.jpeg,genus,47562,47126|211194|136329|47375|47562|48255,1,1,,
83078577,135214,,Parancistrocerus,naturephotosuze,https://static.inaturalist.org/photos/136413319/medium.jpg,genus,52747,1|47120|47158|47201|52747|135214,1,2,,
86028870,55659,Mint Moths,Pyrausta,dscali01,https://inaturalist-open-data.s3.amazonaws.com/photos/141651948/medium.jpg,genus,52002,1|47120|47158|47157|52002|55659,1,22,,
86813101,48286,Woodlouse Flies,Rhinophoridae,naturephotosuze,https://static.inaturalist.org/photos/143080806/medium.jpg,family,47822,1|47120|47158|47822|48286,1,1,,
84620142,55703,Crescent-cup liverwort,Lunularia cruciata,kvlakshmi,https://static.inaturalist.org/photos/139096584/medium.jpeg,species,55701,47126|64615|152080|152698|55702|55701|55703,1,1,,
88972419,48295,Pillbugs,Armadillidium,sacnasatucla,https://inaturalist-open-data.s3.amazonaws.com/photos/146870169/medium.jpg,genus,48296,1|47120|47187|48147|48296|48295,1,22,,
84381173,48296,Pill Woodlice,Armadillidiidae,imeza2,https://inaturalist-open-data.s3.amazonaws.com/photos/138679555/medium.jpg,family,48147,1|47120|47187|48147|48296,1,23,,
89599575,48298,Common Silverfish,Lepisma saccharina,hi5massage,https://inaturalist-open-data.s3.amazonaws.com/photos/159105045/medium.jpg,species,48299,1|47120|47158|48301|48300|48299|48298,1,1,,
84116816,82904,butcher's-broom,Ruscus aculeatus,ivanaviani,https://inaturalist-open-data.s3.amazonaws.com/photos/138218727/medium.jpeg,species,82908,47126|211194|47163|47218|47599|82908|82904,1,1,,
87409310,48301,Silverfishes,Zygentoma,jendefran,https://inaturalist-open-data.s3.amazonaws.com/photos/144109403/medium.jpg,order,47158,1|47120|47158|48301,1,5,,
88351075,133963,Humped Trashline Orbweaver,Cyclosa turbinata,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/145762666/medium.jpg,species,127360,1|47120|47119|47118|47535|127360|133963,1,1,,
88778188,133824,,Chrysobothris,mountain_chickadee,https://static.inaturalist.org/photos/146526224/medium.jpeg,genus,54964,1|47120|47158|47208|54964|133824,1,1,,
83852301,9919,Western Tanager,Piranga ludoviciana,tothemax,https://inaturalist-open-data.s3.amazonaws.com/photos/137747649/medium.jpeg,species,9913,1|2|3|7251|71305|9913|9919,1,1,,
89810120,133806,"Pond Snails, Bladder Snails, and Allies",Lymnaeoidea,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148348788/medium.jpg,superfamily,47114,1|47115|47114|133806,1,1,,
85977538,48439,Goosefoots,Chenopodium,awakuni,https://inaturalist-open-data.s3.amazonaws.com/photos/141558112/medium.jpg,genus,52327,47126|211194|47124|47366|52327|48439,1,9,,
86185704,1038940,eastern black nightshade,Solanum emulans,lisa_david,https://inaturalist-open-data.s3.amazonaws.com/photos/141937664/medium.jpeg,species,50641,47126|211194|47124|48515|48516|50641|1038940,1,1,,
89808204,133320,,Scoparia,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148345701/medium.jpg,genus,52002,1|47120|47158|47157|52002|133320,1,1,,
90117882,55837,Cherry-plum,Prunus cerasifera,mattrsfrd,https://inaturalist-open-data.s3.amazonaws.com/photos/148899379/medium.jpg,species,47351,47126|211194|47124|47132|47148|47351|55837,1,1,,
82471129,132930,real yellowwood,Podocarpus latifolius,mfestrada,https://inaturalist-open-data.s3.amazonaws.com/photos/135359096/medium.jpg,species,85284,47126|211194|136329|47375|70279|85284|132930,1,1,,
90228846,980722,White-bowed Smoothwing,Scaeva affinis,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/149099574/medium.jpg,species,52161,1|47120|47158|47822|49995|52161|980722,1,1,,
87457694,105579,California Corbina,Menticirrhus undulatus,kimssight,https://static.inaturalist.org/photos/144194047/medium.jpg,species,89855,1|2|47178|47233|49172|89855|105579,1,1,,
84144925,60878,chaparral honeysuckle,Lonicera interrupta,ilvheisler,https://inaturalist-open-data.s3.amazonaws.com/photos/138268831/medium.jpg,species,51874,47126|211194|47124|48526|48527|51874|60878,1,1,,
