id,time_observed_at,user_login,quality_grade,license,image_url,description,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,taxon_id,taxon_ids
14443620,2018-07-15T18:25:52Z,kirstenwelge,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21496501/medium.jpeg,"Raccoon or opossum?
",45.42484194,-93.2014634,,,False,Mammalia,Mammals,40151,1|2|40151
14443678,2018-07-15T18:42:43Z,kirstenwelge,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21496633/medium.jpeg,,45.42409239,-93.19986281,,,False,Procyon lotor,Common Raccoon,41663,1|2|40151|41573|41660|41661|41663
14443690,2018-07-15T18:45:30Z,kirstenwelge,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21496658/medium.jpeg,,45.42403816,-93.1998574,,open,False,Neogale vison,American Mink,1264432,1|2|40151|41573|41770|1264428|1264432
14443722,2018-07-15T18:53:53Z,kirstenwelge,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21496711/medium.jpeg,,45.42401518,-93.19980417,,,False,Heteroceridae,Variegated Mud-loving Beetles,174627,1|47120|47158|47208|174627
14446129,2018-07-15T14:56:53Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21500965/medium.jpeg,,45.39071012,-93.18317275,,open,False,Antigone canadensis,Sandhill Crane,508048,1|2|3|4|23|508044|508048
14446146,2018-07-15T15:01:57Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21500998/medium.jpeg,I'm guessing on the ID based on how narrow the tracks are. Are there other candidates I'm ovelooking?,45.39067272,-93.18315352,,open,False,Cyanocitta cristata,Blue Jay,8229,1|2|3|7251|7823|8228|8229
14446154,2018-07-15T15:05:45Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501016/medium.jpeg,,45.39064412,-93.18314442,,open,False,Zenaida macroura,Mourning Dove,3454,1|2|3|2708|2715|3438|3454
14446173,2018-07-15T15:09:50Z,jonpoppele,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501032/medium.jpeg,"Pretty sure these are American robin tracks. Other candidate would be: brown thrasher, red-winged blackbird, and grey catbird.",45.3906095,-93.18315998,,open,False,Turdus migratorius,American Robin,12727,1|2|3|7251|15977|12705|12727
14446185,2018-07-15T15:14:22Z,jonpoppele,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501050/medium.jpeg,I'm thinking this is a sparrow. Are there other likely possibilities? ,45.39071911,-93.18314809,,,False,Passerellidae,New World Sparrows,559248,1|2|3|7251|559248
14446192,2018-07-15T15:35:37Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501067/medium.jpeg,,45.39046459,-93.1848147,,,False,Procyon lotor,Common Raccoon,41663,1|2|40151|41573|41660|41661|41663
14446201,2018-07-15T16:07:54Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501080/medium.jpeg,,45.3915358,-93.18659412,,,False,Felis catus,Domestic Cat,118552,1|2|40151|41573|41944|41956|118552
14446211,2018-07-15T16:38:36Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501092/medium.jpeg,,45.39168903,-93.18714046,,,False,Felis catus,Domestic Cat,118552,1|2|40151|41573|41944|41956|118552
14446236,2018-07-15T16:55:52Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501113/medium.jpeg,,45.39247923,-93.18721842,,,False,Canis familiaris,Domestic Dog,47144,1|2|40151|41573|42043|42044|47144
14446243,2018-07-15T17:11:50Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501128/medium.jpeg,,45.3908833,-93.18690042,,,False,Didelphis virginiana,Virginia Opossum,42652,1|2|40151|42540|42541|42646|42652
14446249,2018-07-15T17:29:09Z,jonpoppele,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501143/medium.jpeg,"More photos coming. I originally thought red fox, but can't rule out coyote or even domestic dog. Stride for a direct register trot (right to right) measured 37"" - 38"". Trail was very narrow and straight for the 15 or so prints we were able to pick out.",45.39083301,-93.18705111,,,False,Canidae,Canids,42043,1|2|40151|41573|42043
14446257,2018-07-15T18:36:42Z,jonpoppele,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501152/medium.jpeg,"Mostly tail feathers. My guess was common yellowthroat, but they appear just a little shorter than the measurements given in Scott & McFarland (1.9-2"" vs 2.1"")",45.39068178,-93.18962747,,open,False,Geothlypis,Yellowthroats and Allies,9714,1|2|3|7251|71349|9714
14446268,2018-07-15T18:44:27Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501173/medium.jpeg,,45.39128517,-93.19023873,,,False,Sciurus carolinensis,Eastern Gray Squirrel,46017,1|2|40151|43698|45933|45994|46017
14446290,2018-07-15T18:49:44Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21501191/medium.jpeg,,45.39203699,-93.1907279,,,False,Procyon lotor,Common Raccoon,41663,1|2|40151|41573|41660|41661|41663
