id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,common_names,scientific_names,observations_count,taxa_count
7357898,10227,Indigo Bunting,Passerina cyanea,cebye,https://inaturalist-open-data.s3.amazonaws.com/photos/9539601/medium.jpg,species,10223,1|2|3|7251|71305|10223|10227,Animals|Chordates|Birds|Perching Birds|Cardinals and Allies|North American Buntings|Indigo Bunting,Animalia|Chordata|Aves|Passeriformes|Cardinalidae|Passerina|Passerina cyanea,2,2
17497297,1002684,American Royal Fern,Osmunda spectabilis,cyndilu,https://static.inaturalist.org/photos/26618456/medium.jpg,species,63060,47126|211194|121943|332901|63059|63060|1002684,plants|vascular plants|ferns||Royal fern family|Royal Ferns|American Royal Fern,Plantae|Tracheophyta|Polypodiopsida|Osmundales|Osmundaceae|Osmunda|Osmunda spectabilis,2,2
4247600,782231,Painted Suillus,Suillus spraguei,cathym,https://inaturalist-open-data.s3.amazonaws.com/photos/5078378/medium.jpg,species,53490,47170|47169|50814|48427|53489|53490|782231,Fungi Including Lichens|Basidiomycete Fungi||boletes and allies||Slippery Jacks|Painted Suillus,Fungi|Basidiomycota|Agaricomycetes|Boletales|Suillaceae|Suillus|Suillus spraguei,2,2
88818809,116680,Black Horse Fly,Tabanus atratus,kaley_s,https://inaturalist-open-data.s3.amazonaws.com/photos/146597132/medium.jpg,species,49704,1|47120|47158|47822|47821|49704|116680,Animals|Arthropods|Insects|True Flies|Horse and Deer Flies|True Horse Flies|Black Horse Fly,Animalia|Arthropoda|Insecta|Diptera|Tabanidae|Tabanus|Tabanus atratus,2,2
6746493,61639,,Proctacanthus,malisaspring,https://static.inaturalist.org/photos/8568800/medium.jpeg,genus,47982,1|47120|47158|47822|47982|61639,Animals|Arthropods|Insects|True Flies|Robber Flies|,Animalia|Arthropoda|Insecta|Diptera|Asilidae|Proctacanthus,2,2
76623926,145245,Yellow-rumped Warbler,Setophaga coronata,jenniferf4,https://inaturalist-open-data.s3.amazonaws.com/photos/125321132/medium.jpeg,species,10246,1|2|3|7251|71349|10246|145245,Animals|Chordates|Birds|Perching Birds|New World Warblers|Setophaga Warblers|Yellow-rumped Warbler,Animalia|Chordata|Aves|Passeriformes|Parulidae|Setophaga|Setophaga coronata,2,3
87221490,81566,Edwards' Hairstreak,Satyrium edwardsii,jenniferf4,https://inaturalist-open-data.s3.amazonaws.com/photos/143763599/medium.jpeg,species,54135,1|47120|47158|47157|47923|54135|81566,Animals|Arthropods|Insects|Butterflies and Moths|Gossamer-winged Butterflies|Satyrid Hairstreaks|Edwards' Hairstreak,Animalia|Arthropoda|Insecta|Lepidoptera|Lycaenidae|Satyrium|Satyrium edwardsii,2,2
90395374,62406,downy rattlesnake plantain,Goodyera pubescens,slowgreenfrog,https://static.inaturalist.org/photos/149395785/medium.jpg,species,50718,47126|211194|47163|47218|47217|50718|62406,"plants|vascular plants|monocots|agaves, orchids, irises, and allies|orchids|rattlesnake plantains|downy rattlesnake plantain",Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Goodyera|Goodyera pubescens,2,2
6415063,62550,Ovenbird,Seiurus aurocapilla,cebye,https://inaturalist-open-data.s3.amazonaws.com/photos/8095971/medium.jpg,species,10157,1|2|3|7251|71349|10157|62550,Animals|Chordates|Birds|Perching Birds|New World Warblers||Ovenbird,Animalia|Chordata|Aves|Passeriformes|Parulidae|Seiurus|Seiurus aurocapilla,2,2
63042618,922247,Gray Treefrog Complex,Hyla versicolor,ebelcr,https://inaturalist-open-data.s3.amazonaws.com/photos/101111907/medium.jpg,complex,23747,1|2|20978|20979|23540|23747|922247,Animals|Chordates|Amphibians|Frogs and Toads|Tree Frogs and Allies|Holarctic Treefrogs|Gray Treefrog Complex,Animalia|Chordata|Amphibia|Anura|Hylidae|Hyla|Hyla versicolor,2,2
87856591,129505,showy tick-trefoil,Desmodium canadense,savannajo8,https://inaturalist-open-data.s3.amazonaws.com/photos/144897363/medium.jpeg,species,85324,47126|211194|47124|47123|47122|85324|129505,"plants|vascular plants|dicots|legumes, milkworts, and allies|legumes|ticktrefoils|showy tick-trefoil",Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Desmodium|Desmodium canadense,2,2
98810262,129423,Pale Green Assassin Bug,Zelus luridus,savannajo8,https://inaturalist-open-data.s3.amazonaws.com/photos/164595898/medium.jpeg,species,129424,1|47120|47158|47744|48959|129424|129423,"Animals|Arthropods|Insects|True Bugs, Hoppers, Aphids, and allies|Assassin Bugs||Pale Green Assassin Bug",Animalia|Arthropoda|Insecta|Hemiptera|Reduviidae|Zelus|Zelus luridus,2,2
30643550,126532,Eastern Calligrapher,Toxomerus geminatus,lafonge,https://static.inaturalist.org/photos/47884566/medium.jpg,species,58753,1|47120|47158|47822|49995|58753|126532,Animals|Arthropods|Insects|True Flies|Hover Flies|Calligrapher Flies|Eastern Calligrapher,Animalia|Arthropoda|Insecta|Diptera|Syrphidae|Toxomerus|Toxomerus geminatus,2,2
4191882,116999,Osprey,Pandion haliaetus,jonpoppele,https://inaturalist-open-data.s3.amazonaws.com/photos/4993936/medium.jpeg,species,71725,1|2|3|71261|200958|71725|116999,"Animals|Chordates|Birds|Hawks, Eagles, Kites, and Allies|Ospreys||Osprey",Animalia|Chordata|Aves|Accipitriformes|Pandionidae|Pandion|Pandion haliaetus,2,2
87226417,81559,Silver-spotted Skipper,Epargyreus clarus,jenniferf4,https://inaturalist-open-data.s3.amazonaws.com/photos/143772222/medium.jpeg,species,81560,1|47120|47158|47157|47653|81560|81559,Animals|Arthropods|Insects|Butterflies and Moths|Skippers||Silver-spotted Skipper,Animalia|Arthropoda|Insecta|Lepidoptera|Hesperiidae|Epargyreus|Epargyreus clarus,2,2
6204923,4793,Killdeer,Charadrius vociferus,cebye,https://inaturalist-open-data.s3.amazonaws.com/photos/7791470/medium.jpg,species,4784,1|2|3|67561|4783|4784|4793,Animals|Chordates|Birds|Shorebirds and Allies|Plovers and Lapwings|Typical Plovers|Killdeer,Animalia|Chordata|Aves|Charadriiformes|Charadriidae|Charadrius|Charadrius vociferus,1,1
33195941,47951,Rove Beetles,Staphylinidae,kirstenwelge,https://inaturalist-open-data.s3.amazonaws.com/photos/52116295/medium.jpeg,family,47208,1|47120|47158|47208|47951,Animals|Arthropods|Insects|Beetles|Rove Beetles,Animalia|Arthropoda|Insecta|Coleoptera|Staphylinidae,1,1
23506711,122658,pincushion moss,Leucobryum glaucum,tillerybailey,https://static.inaturalist.org/photos/36398855/medium.jpg,species,122659,47126|311249|48372|67877|1032312|122659|122658,plants|mosses||||Leucobryum mosses|pincushion moss,Plantae|Bryophyta|Bryopsida|Dicranales|Leucobryaceae|Leucobryum|Leucobryum glaucum,1,1
23463593,126369,tall thimbleweed,Anemone virginiana,sheila94,https://static.inaturalist.org/photos/36334475/medium.jpeg,species,883652,47126|211194|47124|48232|48231|883652|126369,"plants|vascular plants|dicots|buttercups, poppies, and allies|buttercup family|anemones and thimbleweeds|tall thimbleweed",Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Anemone|Anemone virginiana,1,1
96140043,122634,Burrow-living Wolf Spiders,Hogna,rosenym,https://inaturalist-open-data.s3.amazonaws.com/photos/159679113/medium.jpg,genus,47416,1|47120|47119|47118|47416|122634,Animals|Arthropods|Arachnids|Spiders|Wolf Spiders|Burrow-living Wolf Spiders,Animalia|Arthropoda|Arachnida|Araneae|Lycosidae|Hogna,1,1
30616608,127377,fairy pins,Phaeocalicium polyporaeum,jameskm,https://static.inaturalist.org/photos/47841926/medium.jpeg,species,127380,47170|48250|117868|127378|174981|127380|127377,Fungi Including Lichens|Ascomycete Fungi|||||fairy pins,Fungi|Ascomycota|Eurotiomycetes|Mycocaliciales|Sphinctrinaceae|Phaeocalicium|Phaeocalicium polyporaeum,1,1
7043435,47941,Black Giant Ichneumonid Wasp,Megarhyssa atrata,caitlin_potter,https://inaturalist-open-data.s3.amazonaws.com/photos/9037945/medium.jpg,species,47935,1|47120|47158|47201|47199|47935|47941,"Animals|Arthropods|Insects|Ants, Bees, Wasps, and Sawflies|Ichneumonid Wasps|Giant Ichneumonid Wasps|Black Giant Ichneumonid Wasp",Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonidae|Megarhyssa|Megarhyssa atrata,1,1
17470521,47649,Short-horned Grasshoppers,Acrididae,scoutingskater,https://inaturalist-open-data.s3.amazonaws.com/photos/26566443/medium.jpeg,family,47651,1|47120|47158|47651|47649,"Animals|Arthropods|Insects|Grasshoppers, Crickets, and Katydids|Short-horned Grasshoppers",Animalia|Arthropoda|Insecta|Orthoptera|Acrididae,1,5
15795793,48009,Small Mayflies,Baetidae,snailkites,https://static.inaturalist.org/photos/23607093/medium.jpeg,family,48011,1|47120|47158|48011|48009,Animals|Arthropods|Insects|Mayflies|Small Mayflies,Animalia|Arthropoda|Insecta|Ephemeroptera|Baetidae,1,1
84861169,47379,bracket fungi,Polyporaceae,billclausen,https://inaturalist-open-data.s3.amazonaws.com/photos/139529220/medium.jpeg,family,47380,47170|47169|50814|47380|47379,Fungi Including Lichens|Basidiomycete Fungi||shelf fungi|bracket fungi,Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae,1,14
11860389,47620,ground and creeping clubmosses,Lycopodium,woodshed74,https://static.inaturalist.org/photos/16975678/medium.jpg,genus,47621,47126|211194|47623|47622|47621|47620,plants|vascular plants|lycophytes|clubmosses and firmosses|clubmosses|ground and creeping clubmosses,Plantae|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodium,1,2
13840495,48071,Arrowheads,Sagittaria,eccarls,https://static.inaturalist.org/photos/20425662/medium.jpg,genus,48072,47126|211194|47163|48073|48072|48071,"plants|vascular plants|monocots|water-plantains, seagrass, and allies|water-plantain family|Arrowheads",Plantae|Tracheophyta|Liliopsida|Alismatales|Alismataceae|Sagittaria,1,4
51758450,47345,Funnel Weavers,Agelenidae,tillerybailey,https://static.inaturalist.org/photos/82252479/medium.jpg,family,47118,1|47120|47119|47118|47345,Animals|Arthropods|Arachnids|Spiders|Funnel Weavers,Animalia|Arthropoda|Arachnida|Araneae|Agelenidae,1,1
89809520,473390,Oak Leaf Gall Midge,Polystepha pilulae,jenniferf4,https://inaturalist-open-data.s3.amazonaws.com/photos/148347850/medium.jpg,species,470018,1|47120|47158|47822|55699|470018|473390,Animals|Arthropods|Insects|True Flies|Gall and Forest Midges||Oak Leaf Gall Midge,Animalia|Arthropoda|Insecta|Diptera|Cecidomyiidae|Polystepha|Polystepha pilulae,1,1
26877652,480795,,Zelia vertebrata,susanbinkley,https://inaturalist-open-data.s3.amazonaws.com/photos/41761719/medium.jpg,species,362486,1|47120|47158|47822|51953|362486|480795,Animals|Arthropods|Insects|True Flies|Bristle Flies||,Animalia|Arthropoda|Insecta|Diptera|Tachinidae|Zelia|Zelia vertebrata,1,1
26866003,47566,"poplars, cottonwoods, and aspens",Populus,ise,https://inaturalist-open-data.s3.amazonaws.com/photos/41742640/medium.jpeg,genus,47567,47126|211194|47124|51820|47567|47566,"plants|vascular plants|dicots|nances, willows, and allies|willow family|poplars, cottonwoods, and aspens",Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Populus,1,6
13398538,47339,"Wood, Mound, and Field Ants",Formica,israel23,https://static.inaturalist.org/photos/19652815/medium.jpg,genus,47336,1|47120|47158|47201|47336|47339,"Animals|Arthropods|Insects|Ants, Bees, Wasps, and Sawflies|Ants|Wood, Mound, and Field Ants",Animalia|Arthropoda|Insecta|Hymenoptera|Formicidae|Formica,1,9
17497311,126368,bristly buttercup,Ranunculus hispidus,etvehe,https://inaturalist-open-data.s3.amazonaws.com/photos/26618514/medium.jpg,species,48230,47126|211194|47124|48232|48231|48230|126368,"plants|vascular plants|dicots|buttercups, poppies, and allies|buttercup family|buttercups|bristly buttercup",Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus hispidus,1,1
30232774,48091,Brachyceran Flies,Brachycera,lmata,https://inaturalist-open-data.s3.amazonaws.com/photos/47223621/medium.jpg,suborder,47822,1|47120|47158|47822|48091,Animals|Arthropods|Insects|True Flies|Brachyceran Flies,Animalia|Arthropoda|Insecta|Diptera|Brachycera,1,1
86498726,47602,common dandelion,Taraxacum officinale,mame8399,https://inaturalist-open-data.s3.amazonaws.com/photos/143169328/medium.jpg,species,47603,47126|211194|47124|47605|47604|47603|47602,"plants|vascular plants|dicots|sunflowers, bellflowers, fanflowers, and allies|sunflowers, daisies, asters, and allies|dandelions|common dandelion",Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Taraxacum|Taraxacum officinale,1,1
13371059,47359,spreading dogbane,Apocynum androsaemifolium,danab,https://inaturalist-open-data.s3.amazonaws.com/photos/19603159/medium.jpg,species,47361,47126|211194|47124|47363|47362|47361|47359,"plants|vascular plants|dicots|gentians, dogbanes, madders, and allies|dogbane family|dogbanes|spreading dogbane",Plantae|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynum|Apocynum androsaemifolium,1,1
15427061,47743,"Stink Bugs, Shield Bugs, and Allies",Pentatomoidea,luke78,https://static.inaturalist.org/photos/23133520/medium.jpeg,superfamily,47744,1|47120|47158|47744|47743,"Animals|Arthropods|Insects|True Bugs, Hoppers, Aphids, and allies|Stink Bugs, Shield Bugs, and Allies",Animalia|Arthropoda|Insecta|Hemiptera|Pentatomoidea,1,1
17476977,125722,stiff goldenrod,Solidago rigida humilis,joshleonard,https://static.inaturalist.org/photos/26578009/medium.jpg,subspecies,125721,47126|211194|47124|47605|47604|48678|125721|125722,"plants|vascular plants|dicots|sunflowers, bellflowers, fanflowers, and allies|sunflowers, daisies, asters, and allies|goldenrods|stiff-leaved goldenrod|stiff goldenrod",Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Solidago|Solidago rigida|Solidago rigida humilis,1,1
17497775,47561,pines,Pinus,spcarlson,https://static.inaturalist.org/photos/26619327/medium.jpg,genus,47562,47126|211194|136329|47375|47562|47561,plants|vascular plants|conifers|conifers|pine family|pines,Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Pinus,1,11
61897704,47735,Millipedes,Diplopoda,kirstenwelge,https://inaturalist-open-data.s3.amazonaws.com/photos/99104047/medium.jpeg,class,47120,1|47120|47735,Animals|Arthropods|Millipedes,Animalia|Arthropoda|Diplopoda,1,1
82579551,47731,Fireflies,Lampyridae,akoshiol,https://inaturalist-open-data.s3.amazonaws.com/photos/135547251/medium.jpg,family,47208,1|47120|47158|47208|47731,Animals|Arthropods|Insects|Beetles|Fireflies,Animalia|Arthropoda|Insecta|Coleoptera|Lampyridae,1,2
16560238,47754,,Polypodiales,emeleonard19,https://static.inaturalist.org/photos/24938559/medium.jpg,order,121943,47126|211194|121943|47754,plants|vascular plants|ferns|,Plantae|Tracheophyta|Polypodiopsida|Polypodiales,1,17
33216471,126905,Grapeleaf Skeletonizer Moth,Harrisina americana,etvehe,https://inaturalist-open-data.s3.amazonaws.com/photos/52150933/medium.jpg,species,126906,1|47120|47158|47157|52028|126906|126905,Animals|Arthropods|Insects|Butterflies and Moths|Burnet Moths||Grapeleaf Skeletonizer Moth,Animalia|Arthropoda|Insecta|Lepidoptera|Zygaenidae|Harrisina|Harrisina americana,1,1
13246248,127005,Field Pussytoes,Antennaria neglecta,gravel,https://inaturalist-open-data.s3.amazonaws.com/photos/19380818/medium.jpeg,species,51901,47126|211194|47124|47605|47604|51901|127005,"plants|vascular plants|dicots|sunflowers, bellflowers, fanflowers, and allies|sunflowers, daisies, asters, and allies|pussytoes|Field Pussytoes",Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Antennaria|Antennaria neglecta,1,1
17497648,47758,woodsorrels,Oxalis,etvehe,https://inaturalist-open-data.s3.amazonaws.com/photos/26619188/medium.jpg,genus,47759,47126|211194|47124|70233|47759|47758,"plants|vascular plants|dicots|woodsorrels, quandongs, and allies|woodsorrel family|woodsorrels",Plantae|Tracheophyta|Magnoliopsida|Oxalidales|Oxalidaceae|Oxalis,1,2
23463027,125632,Star-tipped Reindeer Lichen,Cladonia stellaris,sheila94,https://static.inaturalist.org/photos/36333427/medium.jpeg,species,49490,47170|48250|54743|48327|49489|49490|125632,Fungi Including Lichens|Ascomycete Fungi|Lichens||spindles and structured lichens|Pixie Cup Lichens|Star-tipped Reindeer Lichen,Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Cladoniaceae|Cladonia|Cladonia stellaris,1,1
23760953,47790,evening primrose family,Onagraceae,tillerybailey,https://static.inaturalist.org/photos/36768113/medium.jpg,family,47791,47126|211194|47124|47791|47790,"plants|vascular plants|dicots|myrtles, evening primroses, and allies|evening primrose family",Plantae|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae,1,18
12980724,47822,True Flies,Diptera,luke78,https://static.inaturalist.org/photos/18876303/medium.jpeg,order,47158,1|47120|47158|47822,Animals|Arthropods|Insects|True Flies,Animalia|Arthropoda|Insecta|Diptera,1,35
16858619,125716,Chicken Fat Mushroom,Suillus americanus,beth_tracks,https://static.inaturalist.org/photos/25459744/medium.jpg,species,53490,47170|47169|50814|48427|53489|53490|125716,Fungi Including Lichens|Basidiomycete Fungi||boletes and allies||Slippery Jacks|Chicken Fat Mushroom,Fungi|Basidiomycota|Agaricomycetes|Boletales|Suillaceae|Suillus|Suillus americanus,1,1
17497667,124705,Golden Pholiota,Pholiota aurivella,scoutingskater,https://inaturalist-open-data.s3.amazonaws.com/photos/26619102/medium.jpeg,species,64076,47170|47169|50814|47167|48768|64076|124705,Fungi Including Lichens|Basidiomycete Fungi||Common Gilled Mushrooms and Allies||Scalycaps|Golden Pholiota,Fungi|Basidiomycota|Agaricomycetes|Agaricales|Strophariaceae|Pholiota|Pholiota aurivella,1,1
56366925,123037,Waves and Mochas,Sterrhinae,kirsticarr,https://inaturalist-open-data.s3.amazonaws.com/photos/89822839/medium.jpeg,subfamily,49530,1|47120|47158|47157|49530|123037,Animals|Arthropods|Insects|Butterflies and Moths|Geometer Moths|Waves and Mochas,Animalia|Arthropoda|Insecta|Lepidoptera|Geometridae|Sterrhinae,1,1
26458054,47562,pine family,Pinaceae,barclay1950,https://static.inaturalist.org/photos/41086086/medium.jpg,family,47375,47126|211194|136329|47375|47562,plants|vascular plants|conifers|conifers|pine family,Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae,1,28
39594771,126267,Spotted Pink Ladybeetle,Coleomegilla maculata,malisaspring,https://static.inaturalist.org/photos/62832050/medium.jpg,species,126268,1|47120|47158|47208|48486|126268|126267,Animals|Arthropods|Insects|Beetles|Lady Beetles||Spotted Pink Ladybeetle,Animalia|Arthropoda|Insecta|Coleoptera|Coccinellidae|Coleomegilla|Coleomegilla maculata,1,1
53406576,127365,Elf Shoe Stink Bug,Menecles insertus,cgmayers,https://inaturalist-open-data.s3.amazonaws.com/photos/84942222/medium.jpeg,species,127366,1|47120|47158|47744|47742|127366|127365,"Animals|Arthropods|Insects|True Bugs, Hoppers, Aphids, and allies|Stink Bugs||Elf Shoe Stink Bug",Animalia|Arthropoda|Insecta|Hemiptera|Pentatomidae|Menecles|Menecles insertus,1,1
13649257,47882,,Pyractomena,luke78,https://static.inaturalist.org/photos/20094618/medium.jpeg,genus,47731,1|47120|47158|47208|47731|47882,Animals|Arthropods|Insects|Beetles|Fireflies|,Animalia|Arthropoda|Insecta|Coleoptera|Lampyridae|Pyractomena,1,1
86802045,124441,Cowpie Lichen,Diploschistes muscorum,laima_liulevicius,https://static.inaturalist.org/photos/143060623/medium.jpg,species,117958,47170|48250|54743|117956|117991|117958|124441,Fungi Including Lichens|Ascomycete Fungi|Lichens||Script Lichens and Allies|Crater Lichens|Cowpie Lichen,Fungi|Ascomycota|Lecanoromycetes|Ostropales|Graphidaceae|Diploschistes|Diploschistes muscorum,1,1
96744238,124344,violet webcap,Cortinarius violaceus,jenniferf4,https://inaturalist-open-data.s3.amazonaws.com/photos/160810059/medium.jpeg,species,48704,47170|47169|50814|47167|48705|48704|124344,Fungi Including Lichens|Basidiomycete Fungi||Common Gilled Mushrooms and Allies||Webcaps|violet webcap,Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Cortinarius|Cortinarius violaceus,1,1
18991951,123834,,Spilosomina,andresxrc,https://inaturalist-open-data.s3.amazonaws.com/photos/29121019/medium.jpg,subtribe,121850,1|47120|47158|47157|121850|123834,"Animals|Arthropods|Insects|Butterflies and Moths|Underwing, Tiger, Tussock, and Allied Moths|",Animalia|Arthropoda|Insecta|Lepidoptera|Erebidae|Spilosomina,1,1
77908650,1235357,,Lycosinae,billclausen,https://inaturalist-open-data.s3.amazonaws.com/photos/127446555/medium.jpeg,subfamily,47416,1|47120|47119|47118|47416|1235357,Animals|Arthropods|Arachnids|Spiders|Wolf Spiders|,Animalia|Arthropoda|Arachnida|Araneae|Lycosidae|Lycosinae,1,1
30707307,123258,Earth Tongues,Geoglossum,cbumby,https://inaturalist-open-data.s3.amazonaws.com/photos/47986872/medium.jpg,genus,55238,47170|48250|372751|372831|55238|123258,Fungi Including Lichens|Ascomycete Fungi||||Earth Tongues,Fungi|Ascomycota|Geoglossomycetes|Geoglossales|Geoglossaceae|Geoglossum,1,2
30316045,122592,Thin Paspalum,Paspalum setaceum,tillerybailey,https://static.inaturalist.org/photos/47354285/medium.jpg,species,60304,47126|211194|47163|47162|47434|60304|122592,"plants|vascular plants|monocots|grasses, sedges, cattails, and allies|grasses|Paspalum|Thin Paspalum",Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Paspalum|Paspalum setaceum,1,1
23469193,122659,Leucobryum mosses,Leucobryum,jakobus,https://inaturalist-open-data.s3.amazonaws.com/photos/36342636/medium.jpeg,genus,1032312,47126|311249|48372|67877|1032312|122659,plants|mosses||||Leucobryum mosses,Plantae|Bryophyta|Bryopsida|Dicranales|Leucobryaceae|Leucobryum,1,2
29890367,203450,,Brachynemurus abdominalis,etvehe,https://inaturalist-open-data.s3.amazonaws.com/photos/46673081/medium.jpg,species,52889,1|47120|47158|48763|49358|52889|203450,"Animals|Arthropods|Insects|Antlions, Lacewings, and Allies|Antlions and Owlflies||",Animalia|Arthropoda|Insecta|Neuroptera|Myrmeleontidae|Brachynemurus|Brachynemurus abdominalis,1,1
30617220,1225577,,Zythia resinae,jameskm,https://static.inaturalist.org/photos/47863170/medium.jpeg,species,375323,47170|48250|1037957|1037958|1225574|375323|1225577,Fungi Including Lichens|Ascomycete Fungi|||||,Fungi|Ascomycota|Sareomycetes|Sareales|Zythiaceae|Zythia|Zythia resinae,1,1
30615888,496175,,Neofavolus,spenser3,https://static.inaturalist.org/photos/47840238/medium.jpg,genus,47379,47170|47169|50814|47380|47379|496175,Fungi Including Lichens|Basidiomycete Fungi||shelf fungi|bracket fungi|,Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Neofavolus,1,2
16327015,49567,Ground Beetles,Carabidae,snailkites,https://static.inaturalist.org/photos/24531509/medium.jpeg,family,47208,1|47120|47158|47208|49567,Animals|Arthropods|Insects|Beetles|Ground Beetles,Animalia|Arthropoda|Insecta|Coleoptera|Carabidae,1,10
57673040,116688,giant sunflower,Helianthus giganteus,kirsticarr,https://inaturalist-open-data.s3.amazonaws.com/photos/92014751/medium.jpeg,species,56955,47126|211194|47124|47605|47604|56955|116688,"plants|vascular plants|dicots|sunflowers, bellflowers, fanflowers, and allies|sunflowers, daisies, asters, and allies|sunflowers|giant sunflower",Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Helianthus|Helianthus giganteus,1,1
32120012,49548,field and button mushrooms,Agaricus,tillerybailey,https://static.inaturalist.org/photos/50346646/medium.jpg,genus,47394,47170|47169|50814|47167|47394|49548,Fungi Including Lichens|Basidiomycete Fungi||Common Gilled Mushrooms and Allies|field mushrooms and allies|field and button mushrooms,Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus,1,1
99927830,49488,Mealy Pixie Cup,Cladonia chlorophaea,madland,https://inaturalist-open-data.s3.amazonaws.com/photos/166693703/medium.jpg,species,49490,47170|48250|54743|48327|49489|49490|49488,Fungi Including Lichens|Ascomycete Fungi|Lichens||spindles and structured lichens|Pixie Cup Lichens|Mealy Pixie Cup,Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Cladoniaceae|Cladonia|Cladonia chlorophaea,1,1
26457097,49487,rhododendrons and azaleas,Rhododendron,pliedl,https://inaturalist-open-data.s3.amazonaws.com/photos/41084979/medium.jpeg,genus,133387,47126|211194|47124|47181|133387|49487,"plants|vascular plants|dicots|heathers, balsams, primroses, and allies|heath family|rhododendrons and azaleas",Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Rhododendron,1,5
9973791,117095,Ruby-crowned Kinglet,Regulus calendula,cebye,https://inaturalist-open-data.s3.amazonaws.com/photos/13703527/medium.jpg,species,19660,1|2|3|7251|180354|19660|117095,Animals|Chordates|Birds|Perching Birds|Kinglets|Kinglets|Ruby-crowned Kinglet,Animalia|Chordata|Aves|Passeriformes|Regulidae|Regulus|Regulus calendula,1,1
74892404,117100,Golden-crowned Kinglet,Regulus satrapa,jenniferf4,https://inaturalist-open-data.s3.amazonaws.com/photos/122457794/medium.jpeg,species,19660,1|2|3|7251|180354|19660|117100,Animals|Chordates|Birds|Perching Birds|Kinglets|Kinglets|Golden-crowned Kinglet,Animalia|Chordata|Aves|Passeriformes|Regulidae|Regulus|Regulus satrapa,1,1
26457955,117326,white spruce,Picea glauca,ccbirder,https://inaturalist-open-data.s3.amazonaws.com/photos/41329753/medium.jpg,species,63573,47126|211194|136329|47375|47562|63573|117326,plants|vascular plants|conifers|conifers|pine family|spruces|white spruce,Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Picea|Picea glauca,1,1
25450607,117429,river birch,Betula nigra,barbheenanandersen,https://inaturalist-open-data.s3.amazonaws.com/photos/39419617/medium.jpg,species,49156,47126|211194|47124|47853|49155|49156|117429,"plants|vascular plants|dicots|beeches, oaks, walnuts, and allies|birch family|birches|river birch",Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula nigra,1,1
90395467,117440,spotted Joe-Pye weed,Eutrochium maculatum,slowgreenfrog,https://static.inaturalist.org/photos/149395900/medium.jpg,species,85380,47126|211194|47124|47605|47604|85380|117440,"plants|vascular plants|dicots|sunflowers, bellflowers, fanflowers, and allies|sunflowers, daisies, asters, and allies|Joe-Pye weeds|spotted Joe-Pye weed",Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Eutrochium|Eutrochium maculatum,1,1
77348827,49226,common serviceberry,Amelanchier arborea,savannajo8,https://inaturalist-open-data.s3.amazonaws.com/photos/126491614/medium.jpeg,species,49230,47126|211194|47124|47132|47148|49230|49226,"plants|vascular plants|dicots|roses, elms, figs, and allies|rose family|serviceberries|common serviceberry",Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amelanchier|Amelanchier arborea,1,1
20537605,117951,greenshield lichens,Flavoparmelia,zimfinn,https://static.inaturalist.org/photos/31703898/medium.jpg,genus,54321,47170|48250|54743|48327|54321|117951,Fungi Including Lichens|Ascomycete Fungi|Lichens||shield lichens and allies|greenshield lichens,Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Flavoparmelia,1,5
