scientific_name,common_name,iconic_taxon_name,taxon_id,has_inat_data
Melozone,Ground-Sparrows and Brown Towhees,Aves,9522,True
Salix laevigata,red willow,Plantae,58319,True
Leucocoprinus,,Fungi,85399,True
Pinus pinea,Stone pine,Plantae,63621,True
Ephestiodes gilvescentella,Dusky Raisin Moth,Insecta,219286,True
Leucaena leucocephala,White leadtree,Plantae,47447,True
Sisymbrium orientale,eastern rocket,Plantae,58086,True
Scrophularia californica,California beeplant,Plantae,50812,True
Termitoidae,Termites,Insecta,118903,True
Psathyrellaceae,,Fungi,56310,True
Litoprosopus coachella,Palm Flower Moth,Insecta,177314,True
Hemieuxoa rudens,Creaky Dart,Insecta,319557,True
Rhodymeniales,,Plantae,131330,True
Emmelina,,Insecta,124599,True
Lottiidae,,Mollusca,48751,True
Amblonoxia palpalis,Dusty June Beetle,Insecta,464425,True
Macrosiphum,,Insecta,53632,True
Polygonum arenastrum,Oval Leaf Knotweed,Plantae,53179,True
Dictynidae,Meshweavers,Arachnida,84523,True
Limnophora,,Insecta,354470,True
Thaumatomyia grata,,Insecta,501136,True
Phoridae,Humpbacked Flies,Insecta,55351,True
Ceanothus oliganthus,hairy ceanothus,Plantae,53360,True
Dyschoriste,Twinflowers and Snakeherbs,Plantae,129858,True
Lepidospartum squamatum,California Broomsage,Plantae,58010,True
Xylocopinae,Carpenter Bees,Insecta,244505,True
Stenodynerus,,Insecta,152993,True
Hydrophorinae,,Insecta,461848,True
Psoloessa texana,Texas Range Grasshopper,Insecta,229240,True
Astata,,Insecta,250770,True
Quasilema,,Insecta,1164653,True
Chamaecyparis,False Cypress,Plantae,69757,True
Sialia currucoides,Mountain Bluebird,Aves,12936,True
Hermetia,,Insecta,82178,True
Tachytrechus,,Insecta,248276,True
Ficus benghalensis,Indian banyan,Plantae,54880,True
Convolvulus sabatius,Blue Rock Bindweed,Plantae,319122,True
Agapostemon melliventris,Honey-tailed Striped Sweat Bee,Insecta,50087,True
Trachelas,,Arachnida,47417,True
Dysphania ambrosioides,Mexican tea,Plantae,76746,True
Polistes aurifer,Golden Paper Wasp,Insecta,153887,True
Anomalon,,Insecta,250244,True
Nymphalidae,Brush-footed Butterflies,Insecta,47922,True
Podarcis siculus,Italian Wall Lizard,Reptilia,337045,True
Holocnemus,,Arachnida,211211,True
Pluchea odorata,marsh fleabane,Plantae,60146,True
Nematoda,Nematodes,Animalia,54960,True
Nostocales,,,67336,True
Anisophyllum,sandmats,Plantae,506796,True
Asclepias speciosa,showy milkweed,Plantae,62292,True
Anabaena,,,200855,True
Murinae,Murines,Mammalia,735171,True
Eucomis comosa,Crown Pineapple Lily,Plantae,401783,True
Vespula sulphurea,California Yellowjacket,Insecta,300661,True
Eumenes crucifera,Cross Potter Wasp,Insecta,300579,True
Trimerotropis pallidipennis,Pallid-winged Grasshopper,Insecta,51493,True
Euphorbia hypericifolia,graceful spurge,Plantae,275384,True
Geotomini,,Insecta,464868,True
Holoverticata,Woodlice and Pillbugs,Animalia,343783,True
Metaltella,,Arachnida,172541,True
Ambigolimax valentianus,Striped Greenhouse Slug,Mollusca,448331,True
Malva nicaeensis,bull mallow,Plantae,61043,True
Amaranthus blitoides,procumbent pigweed,Plantae,58774,True
Gamochaeta pensylvanica,Pennsylvania Cudweed,Plantae,77221,True
Drasteria ochracea,,Insecta,347308,True
Thrinax,,Plantae,155867,True
Caesalpinia pulcherrima,peacock flower,Plantae,60439,True
Oleaceae,olive family,Plantae,47733,True
Tegula aureotincta,Gilded Tegula,Mollusca,125664,True
Melica imperfecta,smallflower melicgrass,Plantae,52802,True
Brochymena,Rough Stink Bugs,Insecta,127347,True
Xenox,,Insecta,133800,True
Bignoniaceae,bignonia family,Plantae,48377,True
Malva subovata,Sea Mallow,Plantae,490378,True
Xanthodermatei,Agaricus sect. Xanthodermatei,Fungi,793870,True
Bembicini,Sand Wasps,Insecta,210927,True
Syrphidae,Hover Flies,Insecta,49995,True
Veronica persica,bird's-eye speedwell,Plantae,55666,True
Culiseta,,Insecta,155392,True
Ephydrinae,,Insecta,474463,True
Tropisternus,,Insecta,133623,True
Ostracoda,Ostracods,Animalia,68764,True
Hydroporinae,,Insecta,366239,True
Notodontidae,Prominent Moths,Insecta,47718,True
Cerambycinae,Typical Longhorn Beetles,Insecta,321500,True
Hunnemannia fumariifolia,Mexican tulip poppy,Plantae,163850,True
Xanthium orientale,Californian burr,Plantae,506262,True
Echinochloa colona,Jungle Rice,Plantae,76755,True
Eclipta prostrata,false daisy,Plantae,76765,True
Corixinae,,Insecta,461187,True
Saldidae,Shore bugs,Insecta,135298,True
Sphecodes albilabris,White-lipped Blood Bee,Insecta,154661,True
Trichobaris compacta,,Insecta,303576,True
Anredera cordifolia,Mignonette vine,Plantae,75457,True
Psittacara mitratus,Mitred Parakeet,Aves,367571,True
Dimorphotheca ecklonis,blue-and-white daisybush,Plantae,76660,True
Hyperaspis trifurcata,Trident Lady Beetle,Insecta,271572,True
Helenieae,,Plantae,632795,True
Marah,Man-roots,Plantae,53145,True
Yucca,Yuccas,Plantae,47787,True
Euryopis,,Arachnida,153753,True
Araliaceae,ivy family,Plantae,52849,True
Ribes californicum,hillside gooseberry,Plantae,47129,True
Genista,Brooms,Plantae,47407,True
Brickellia,brickellbushes,Plantae,53502,True
Sphex,,Insecta,48739,True
Hirschfeldia,,Plantae,53098,True
Coelocnemis dilaticollis,California Broad-necked Darkling Beetle,Insecta,69732,True
Disclisioprocta,,Insecta,317914,True
Porcellionides pruinosus,Powder Blue Isopod,Animalia,126264,True
Cycloneda polita,Western Polished Lady Beetle,Insecta,55492,True
Broussonetia papyrifera,Paper mulberry,Plantae,128032,True
Amaranthaceae,amaranths,Plantae,52327,True
Xenox habrosus,,Insecta,259572,True
Euodynerus hidalgo,,Insecta,300583,True
Isocoma acradenia,alkali goldenbush,Plantae,57991,True
Aechmophorus,Western and Clark's Grebes,Aves,4233,True
Chrysidini,,Insecta,604855,True
Paratiphia,,Insecta,250724,True
Milichiidae,Freeloader Flies,Insecta,329891,True
Cyatheaceae,scaly tree ferns,Plantae,64675,True
Melanopleurus pyrrhopterus,,Insecta,472109,True
Pierinae,Whites,Insecta,209720,True
Sedum praealtum,green cockscomb,Plantae,79032,True
Galliformes,Landfowl,Aves,573,True
Parmotrema tinctorum,Old Gray Ruffles,Fungi,227259,True
Sitona hispidulus,Clover Weevil,Insecta,231080,True
Syrphini,,Insecta,121991,True
Agrocybe putaminum,Mulch Fieldcap,Fungi,343465,True
Tyto alba,Barn Owl,Aves,20445,True
Pluchea,marsh fleabanes,Plantae,60147,True
Echinacea purpurea,purple coneflower,Plantae,48627,True
Papilio polyxenes,Black Swallowtail,Insecta,58523,True
Cicindela trifasciata sigmoidea,Mudflat Tiger Beetle,Insecta,179836,True
Chenopodium berlandieri,pitseed goosefoot,Plantae,58879,True
Verbena bonariensis,purpletop vervain,Plantae,79487,True
Limnodromus scolopaceus,Long-billed Dowitcher,Aves,3873,True
Lactuca saligna,Willowleaf Lettuce,Plantae,53105,True
Lathyrus latifolius,broad-leaved sweet pea,Plantae,61009,True
Helenium puberulum,Rosilla,Plantae,53092,True
Cyclosa turbinata,Humped Trashline Orbweaver,Arachnida,133963,True
Dolichopus,,Insecta,133493,True
Ribes speciosum,Fuchsiaflower Gooseberry,Plantae,50824,True
Galgula partita,Wedgling Moth,Insecta,143119,True
Spangbergiella,,Insecta,464701,True
Coccinella novemnotata,Nine-spotted Lady Beetle,Insecta,136563,True
Aphis craccivora,Cowpea Aphid,Insecta,145414,True
Hymenochaetaceae,,Fungi,57518,True
Solanoideae,nightshades and allies,Plantae,634936,True
Copestylum violaceum,Purple Bromeliad Fly,Insecta,508869,True
Malva sylvestris,Common Mallow,Plantae,56162,True
Rhus trilobata,Skunkbush Sumac,Plantae,867365,True
Constancea nevinii,Nevin's Woolly Sunflower,Plantae,76431,True
Eriodictyon crassifolium,Thick-leaved Yerba Santa,Plantae,76955,True
Casimiroa edulis,White sapote,Plantae,209889,True
Euphorbia tirucalli,Fire Stick,Plantae,162855,True
Euphorbia,spurges,Plantae,51822,True
Penstemon barbatus,Beardlip Penstemon,Plantae,166328,True
Helicinae,,Mollusca,906896,True
Aporinellus,,Insecta,205171,True
Sayapis,,Insecta,325491,True
Crabronidae,"Square-headed Wasps, Sand Wasps, and Allies",Insecta,51955,True
Conura,,Insecta,250160,True
Enallagma praevarum,Arroyo Bluet,Insecta,99920,True
Arenaria melanocephala,Black Turnstone,Aves,3941,True
Endeodes insularis,,Insecta,551820,True
Anas,"Mallards, Pintails, and Allies",Aves,6922,True
Rosales,"roses, elms, figs, and allies",Plantae,47132,True
Melampsora occidentalis,,Fungi,1000236,True
Culex quinquefasciatus,Southern House Mosquito,Insecta,155309,True
Argyrogrammatini,,Insecta,122007,True
Psychodidae,Moth Flies and Sand Flies,Insecta,52071,True
Aechmophorus clarkii,Clark's Grebe,Aves,4234,True
Mallophora,Bee-killers,Insecta,61636,True
Ammopelmatus mahogany,Mahogany Jerusalem Cricket,Insecta,534019,True
Pseudacris cadaverina,California Tree Frog,Amphibia,24254,True
Fazia micrura,Diamond Spottail,Insecta,740096,True
Pomacea canaliculata,Channeled Apple Snail,Mollusca,122278,True
Argia agrioides,California Dancer,Insecta,51220,True
Phoenix dactylifera,Date Palm,Plantae,78555,True
Rumex salicifolius,willow dock,Plantae,60233,True
Pepsis mildei,Milde's Tarantula-hawk Wasp,Insecta,54031,True
Comarostaphylis diversifolia,summer holly,Plantae,76423,True
Larinae,Gulls,Aves,447155,True
Taractrocerini,Grass Darts and Darters,Insecta,320682,True
Belonochilus numenius,Sycamore Seed Bug,Insecta,261558,True
Melanoides tuberculata,Red-rimmed Melania,Mollusca,209144,True
Passerina caerulea,Blue Grosbeak,Aves,73155,True
Suaeda nigra,bush seepweed,Plantae,79286,True
Esula,,Plantae,785083,True
Laridae,"Gulls, Terns, and Skimmers",Aves,4342,True
Erynnis propertius,Propertius Duskywing,Insecta,59187,True
Tipulidae,Large Crane Flies,Insecta,51225,True
Protoparmeliopsis muralis,Stonewall Rim Lichen,Fungi,632126,True
Microcentrum,Angle-winged Katydids,Insecta,48131,True
Anethum graveolens,Dill,Plantae,75445,True
Dudleya traskiae,Santa Barbara Island Dudleya,Plantae,76740,True
Raphidiidae,Raphidiid Snakeflies,Insecta,60052,True
Ambigolimax,Threeband Slugs,Mollusca,448395,True
Porcellionides,,Animalia,126265,True
Pseudemys concinna,River Cooter,Reptilia,39830,True
Stenopelmatini,American Jerusalem Crickets,Insecta,1228213,True
Ixodes pacificus,Western Black-legged Tick,Arachnida,60599,True
Rhipicephalus,Pepper Ticks,Arachnida,172349,True
Gnaphalium palustre,western marsh cudweed,Plantae,57980,True
Choreutis emplecta,,Insecta,491149,True
Polygonum,knotweeds,Plantae,48972,True
Dexiini,,Insecta,371999,True
Toxomerus occidentalis,Western Calligrapher,Insecta,58752,True
Dendryphantini,,Arachnida,712034,True
Nylanderia,Crazy Ants,Insecta,69405,True
Hemipenthes sinuosa,Sinuous Bee Fly,Insecta,318497,True
Xanthoparmelia,rock shield lichens,Fungi,60724,True
Clematis ligusticifolia,western virgin's bower,Plantae,58996,True
Sauria,Lizards,Reptilia,85552,True
Supella longipalpa,Brown-banded Cockroach,Insecta,324221,True
Baccharis salicina,willow baccharis,Plantae,75729,True
Plantago,plantain,Plantae,50636,True
Acmispon americanus,Spanish clover,Plantae,57049,True
Chrysobothris,,Insecta,133824,True
Tinea pellionella,Case-bearing Clothes Moth,Insecta,193928,True
Datisca glomerata,durango root,Plantae,58888,True
Pyracantha coccinea,Firethorn,Plantae,57254,True
Echinacea,coneflowers,Plantae,48628,True
Paropsisterna m-fuscum,Eucalyptus Leaf Beetle,Insecta,464913,True
Zelus,,Insecta,129424,True
Hofmannophila pseudospretella,Brown House Moth,Insecta,129570,True
Phytocoris,,Insecta,178498,True
Leucocoprinus cepistipes,onion-stalk parasol,Fungi,328202,True
Drosophilinae,,Insecta,544543,True
Lonicera,honeysuckles,Plantae,51874,True
Euryops,Paris Daisy,Plantae,84986,True
Acacia longifolia,longleaf wattle,Plantae,63379,True
Symphoricarpos,snowberries,Plantae,48528,True
Delairea,,Plantae,53209,True
Washingtonia,Fan Palms,Plantae,50185,True
Baccharis,,Plantae,52111,True
Heterotheca,False Goldenasters,Plantae,57989,True
Elaeis guineensis,African oil palm,Plantae,132576,True
Juncus,rushes,Plantae,52643,True
Rhynchodeminae,,Animalia,475830,True
Cupressus,cypresses,Plantae,49292,True
Irideae,,Plantae,790633,True
Nassella,Tussockgrasses,Plantae,52806,True
Phereoeca,,Insecta,330506,True
Coccinella,,Insecta,51703,True
Catalpa bignonioides,southern catalpa,Plantae,50859,True
Pantala,Rainpool Gliders,Insecta,52585,True
Juglans hindsii,northern California black walnut,Plantae,54502,True
Neoregelia,,Plantae,141291,True
Vriesea,,Plantae,84004,True
Nymphaeaceae,water-lily family,Plantae,51121,True
Cynoglossum officinale,hound's-tongue,Plantae,48152,True
Eschscholzia caespitosa,Tufted Poppy,Plantae,58954,True
Cuscuta campestris,Field Dodder,Plantae,76545,True
Calystegia occidentalis,Western morning glory,Plantae,56030,True
Conopidae,Thick-headed Flies,Insecta,61893,True
Ischnura perparva,Western Forktail,Insecta,103497,True
Adiantum,maidenhair ferns,Plantae,48436,True
Poecilanthrax lucifer,Bright Beefly,Insecta,68918,True
Parapediasia teterrellus,Bluegrass Webworm Moth,Insecta,553984,True
Crassulaceae,stonecrop family,Plantae,51890,True
Corymbia ficifolia,Red-flowering gum,Plantae,122024,True
Populus trichocarpa,black cottonwood,Plantae,78699,True
Cotoneaster coriaceus,Late cotoneaster,Plantae,411074,True
Equisetum × ferrissii,Ferriss's horsetail,Plantae,181476,True
Empicoris,,Insecta,52988,True
Clematis,,Plantae,49877,True
Ipomoea batatas,sweet potato,Plantae,62941,True
Sceliphrini,Mud-dauber Wasps,Insecta,471021,True
Copestylum,Bromeliad Flies,Insecta,128846,True
Iris,Iris Mantises,Insecta,67695,True
Linepithema,,Insecta,68166,True
Araneus gemmoides,Cat-faced Orbweaver,Arachnida,214058,True
Recurvirostra americana,American Avocet,Aves,4885,True
Euura exiguae,Willow Stem Sawfly,Insecta,334178,True
Halictus farinosus,Wide-striped Sweat Bee,Insecta,318550,True
Syritta flaviventris,Peg-legged Compost Fly,Insecta,325596,True
Gnorimoschema baccharisella,Coyote Brush Stem Gall Moth,Insecta,55517,True
Bdelloidea,Bdelloidean Rotifers,Animalia,128665,True
Bryum argenteum,Silvery Bryum,Plantae,123390,True
Pyracantha koidzumii,Taiwan Firethorn,Plantae,78792,True
Jalysus,,Insecta,321511,True
Rabdophaga salicisbrassicoides,Willow Rosette Gall Midge,Insecta,83458,True
Episyron,,Insecta,204900,True
Euplotida,,Chromista,152470,True
Colpoda,,Chromista,245713,True
Arcitalitrus sylvaticus,Lawn Shrimp,Animalia,319058,True
Erythemis collocata,Western Pondhawk,Insecta,85408,True
Apiocera,Flower-loving Flies,Insecta,173090,True
Neacoryphus bicrucis,White-crossed Seed Bug,Insecta,261608,True
Ascalapha odorata,Black Witch,Insecta,61503,True
Oxysarcodexia,,Insecta,329941,True
Marchantia polymorpha ruderalis,,Plantae,342828,True
Otiorhynchus sulcatus,Black Vine Weevil,Insecta,226718,True
Gazania rigens,uniform treasureflower,Plantae,884843,True
Arecaceae,palms,Plantae,48867,True
Adiantum capillus-veneris,black maidenhair fern,Plantae,63916,True
Pluteus,Shields,Fungi,60783,True
Carissa bispinosa,num-num,Plantae,337799,True
Gamochaeta ustulata,featherweed,Plantae,77224,True
Phyllocnistis citrella,Citrus Leafminer,Insecta,257156,True
Diaspididae,Armored Scale Insects,Insecta,48093,True
Thaumatomyia,,Insecta,131434,True
Orthotylus,,Insecta,418174,True
Petrophila,,Insecta,178410,True
Rumohra,,Plantae,142372,True
Leymus triticoides,Creeping wild rye,Plantae,57184,True
Mischocyttarus flavitarsis,Western Paper Wasp,Insecta,68863,True
Wedelia,,Plantae,155690,True
Panoquina errans,Wandering Skipper,Insecta,108343,True
Quercus douglasii,blue oak,Plantae,49009,True
Gaillardia,Blanket Flowers,Plantae,51769,True
Trachemys scripta scripta,Yellow-bellied Slider,Reptilia,39793,True
Eremobates,,Arachnida,82055,True
Prociphilus tessellatus,Woolly Alder Aphid,Insecta,143427,True
Phyllostachys,Bamboos,Plantae,72298,True
Narnia femorata,,Insecta,326212,True
Chelinidea vittiger,Cactus coreid,Insecta,216651,True
Geocoris,,Insecta,146953,True
Hylaeus mesillae,Mesilla Masked Bee,Insecta,199049,True
Cylindrocopturus,,Insecta,48915,True
Mordellinae,,Insecta,373487,True
Dendryphantina,,Arachnida,1109044,True
Heterotheca sessiliflora,sessileflower false goldenaster,Plantae,57988,True
Micropterus salmoides,Largemouth Bass,Actinopterygii,49587,True
Telebasis salva,Desert Firetail,Insecta,113846,True
Opogona,,Insecta,247611,True
Alucita montana,Montana Six-plume Moth,Insecta,213109,True
Paranoplium gracile,,Insecta,362843,True
Cydia latiferreana,Filbertworm Moth,Insecta,148907,True
Phycitini,,Insecta,122926,True
Triaenodes,,Insecta,92607,True
Trachymela sloanei,Australian Tortoise Beetle,Insecta,208608,True
Diastictis fracturalis,Fractured Western Snout,Insecta,210607,True
Cylindropuntia ganderi,Gander's cholla,Plantae,76565,True
Bombus sonorus,Sonoran Bumble Bee,Insecta,57690,True
Casuarina cunninghamiana,River sheoak,Plantae,160233,True
Eryngium,Eryngos,Plantae,57628,True
Nymphaea alba,White Water-lily,Plantae,62009,True
Heliotropium amplexicaule,fragrant heliotrope,Plantae,77363,True
Fraxinus griffithii,Evergreen tropical ash,Plantae,349253,True
Zelkova,,Plantae,129056,True
Vitales,grapes and allies,Plantae,71291,True
Agaricus bernardii,Salty Mushroom,Fungi,343586,True
Parapediasia,,Insecta,146642,True
Sympherobius barberi,Barber's Brown Lacewing,Insecta,196455,True
Bostrichinae,,Insecta,370840,True
Conoderus exsul,Pasture Wireworm,Insecta,318477,True
Elophila,,Insecta,199821,True
Aeolus,,Insecta,172773,True
Isodontia philadelphica,,Insecta,265798,True
Dicyphus,,Insecta,354556,True
Euptoieta claudia,Variegated Fritillary,Insecta,68244,True
Mimus polyglottos leucopterus,Western Mockingbird,Aves,237296,True
Mauremys reevesii,Chinese Pond Turtle,Reptilia,39913,True
Marah fabacea,California manroot,Plantae,205330,True
Melanopleurus belfragei,Redcoat Seed Bug,Insecta,84753,True
Syagrus,,Plantae,72384,True
Chaetocnema,,Insecta,174388,True
Papaveraceae,poppy family,Plantae,47332,True
Anisotremus davidsonii,Sargo,Actinopterygii,94130,True
Turnera ulmifolia,Yellow alder,Plantae,170055,True
Centaureinae,,Plantae,632887,True
Sphaeropthalma unicolor,,Insecta,299946,True
Maladera,,Insecta,126694,True
Geranomyia,,Insecta,178126,True
Banasa dimidiata,Green Burgundy Stink Bug,Insecta,363224,True
Creontiades,,Insecta,330929,True
Solenopsis xyloni,Southern Fire Ant,Insecta,69547,True
Vespertilionoidea,Vespertilionoid Bats,Mammalia,446959,True
Lepisma saccharina,Common Silverfish,Insecta,48298,True
Kukulcania,,Arachnida,49330,True
Euchromius ocellea,Belted Grass-veneer,Insecta,789601,True
Dryocosmus minusculus,Pumpkin Gall Wasp,Insecta,120147,True
Opogona omoscopa,Detritus Moth,Insecta,319556,True
Idia lubricalis,Glossy Black Idia Moth,Insecta,119066,True
Numenius americanus,Long-billed Curlew,Aves,3906,True
Ceuthophilus,,Insecta,61439,True
Setulosi,Coprinellus sect. Setulosi,Fungi,1087209,True
Acourtia microcephala,Sacapellote,Plantae,64115,True
Junonia grisea,Gray Buckeye,Insecta,1021509,True
Sterna forsteri,Forster's Tern,Aves,4457,True
Acanthinucella,,Mollusca,129945,True
Fieberiella florii,Privet Leafhopper,Insecta,126622,True
Cryptantha intermedia,Clearwater cryptantha,Plantae,57699,True
Polypodium californicum,California Polypody,Plantae,57216,True
Euphorbia melanadenia,red-gland spurge,Plantae,275390,True
Hemipenthes pullata,,Insecta,364120,True
