taxon_id,common_name,scientific_name,rank,parent_id,taxon_ids
143192,,Homalodisca,genus,53237,1|47120|47158|47744|53237|143192
199381,Glassy-winged Sharpshooter,Homalodisca vitripennis,species,143192,1|47120|47158|47744|53237|143192|199381
335597,,Halictini,tribe,49707,1|47120|47158|47201|49707|335597
466233,Seed Bugs and Allies,Lygaeoidea,superfamily,47744,1|47120|47158|47744|466233
52035,,Chrysodeixis,genus,48670,1|47120|47158|47157|48670|52035
68944,,Camponotus clarithorax,species,62781,1|47120|47158|47201|47336|62781|68944
82067,Soft-winged Flower Beetles,Melyridae,family,47208,1|47120|47158|47208|82067
373470,Malachite Beetles,Malachiinae,subfamily,82067,1|47120|47158|47208|82067|373470
311431,Grass Skimmer Flies,Paragus,genus,49995,1|47120|47158|47822|49995|311431
311434,Black-backed Grass Skimmer,Paragus haemorrhous,species,311431,1|47120|47158|47822|49995|311431|311434
81959,Typical Weevil Wasps and Allies,Cerceris,genus,51955,1|47120|47158|47201|51955|81959
955534,,Cerceris convergens,species,81959,1|47120|47158|47201|51955|81959|955534
57668,Mining Bees,Andrenidae,family,47201,1|47120|47158|47201|57668
178357,Fairy Bees,Perdita,genus,57668,1|47120|47158|47201|57668|178357
271716,Rhus Fairy Bee,Perdita rhois,species,178357,1|47120|47158|47201|57668|178357|271716
202610,,Aphoebantus,genus,51558,1|47120|47158|47822|51558|202610
117397,Leaf-beetle Jumping Spiders,Sassacus,genus,48139,1|47120|47119|47118|48139|117397
230433,Buttonhook Leaf-beetle Jumping Spider,Sassacus vitis,species,117397,1|47120|47119|47118|48139|117397|230433
210555,,Listrus,genus,82067,1|47120|47158|47208|82067|210555
69745,,Chrysanthrax,genus,51558,1|47120|47158|47822|51558|69745
259620,,Chrysanthrax vanus,species,69745,1|47120|47158|47822|51558|69745|259620
59163,American Dotted Blues,Euphilotes,genus,47923,1|47120|47158|47157|47923|59163
59159,Bernardino Blue,Euphilotes bernardino,species,59163,1|47120|47158|47157|47923|59163|59159
503069,,Aphoebantus interruptus,species,202610,1|47120|47158|47822|51558|202610|503069
205719,,Anthracinae,subfamily,51558,1|47120|47158|47822|51558|205719
244996,Carrot Wasps,Gasteruptiidae,family,47201,1|47120|47158|47201|244996
250313,,Gasteruption,genus,244996,1|47120|47158|47201|244996|250313
517602,,Panaphidina,subtribe,52381,1|47120|47158|47744|52381|517602
245000,,Leucospidae,family,47201,1|47120|47158|47201|245000
250205,,Leucospis,genus,245000,1|47120|47158|47201|245000|250205
127740,Plasterer Bees,Colletidae,family,47201,1|47120|47158|47201|127740
127741,Cellophane Bees,Colletes,genus,127740,1|47120|47158|47201|127740|127741
173032,,Ashmeadiella,genus,52777,1|47120|47158|47201|52777|173032
29033,"Pine, Gopher, and Bullsnakes",Pituophis,genus,26504,1|2|26036|26172|26504|29033
29044,Gopher Snake,Pituophis catenifer,species,29033,1|2|26036|26172|26504|29033|29044
36090,Side-blotched lizards,Uta,genus,36074,1|2|26036|26172|36074|36090
36094,Common Side-blotched Lizard,Uta stansburiana,species,36090,1|2|26036|26172|36074|36090|36094
61257,,Leptoglossus,genus,51777,1|47120|47158|47744|51777|61257
36100,Western Side-blotched Lizard,Uta stansburiana elegans,subspecies,36094,1|2|26036|26172|36074|36090|36094|36100
29053,San Diego Gopher Snake,Pituophis catenifer annectens,subspecies,29044,1|2|26036|26172|26504|29033|29044|29053
52642,rushes,Juncaceae,family,47162,47126|211194|47163|47162|52642
52643,rushes,Juncus,genus,52642,47126|211194|47163|47162|52642|52643
77550,spiny rush,Juncus acutus,species,52643,47126|211194|47163|47162|52642|52643|77550
157055,tuckeroos,Cupaniopsis,genus,58321,47126|211194|47124|47729|58321|157055
161253,Tuckeroo,Cupaniopsis anacardioides,species,157055,47126|211194|47124|47729|58321|157055|161253
51097,Anise Swallowtail,Papilio zelicaon,species,47225,1|47120|47158|47157|47223|47225|51097
53548,elm family,Ulmaceae,family,47132,47126|211194|47124|47132|53548
53549,elms,Ulmus,genus,53548,47126|211194|47124|47132|53548|53549
79463,Siberian elm,Ulmus pumila,species,53549,47126|211194|47124|47132|53548|53549|79463
119551,,Feltia,genus,48670,1|47120|47158|47157|48670|119551
152979,Subterranean Dart,Feltia subterranea,species,119551,1|47120|47158|47157|48670|119551|152979
68995,Velvety Tree Ants,Liometopum,genus,47336,1|47120|47158|47201|47336|68995
68993,Velvety Tree Ant,Liometopum occidentale,species,68995,1|47120|47158|47201|47336|68995|68993
10274,Black-headed Grosbeak,Pheucticus melanocephalus,species,10269,1|2|3|7251|71305|10269|10274
56932,dodders,Cuscuta,genus,52345,47126|211194|47124|48515|52345|56932
76556,Canyon Dodder,Cuscuta subinclusa,species,56932,47126|211194|47124|48515|52345|56932|76556
1278,New World Quails,Odontophoridae,family,573,1|2|3|573|1278
1405,Crested Quails,Callipepla,genus,1278,1|2|3|573|1278|1405
1409,California Quail,Callipepla californica,species,1405,1|2|3|573|1278|1405|1409
320552,,Hesperiini,tribe,47653,1|47120|47158|47157|47653|320552
72165,Everlasting-flowers,Helichrysum,genus,47604,47126|211194|47124|47605|47604|72165
209711,Jersey Cudweed,Helichrysum luteoalbum,species,72165,47126|211194|47124|47605|47604|72165|209711
44061,Western Pocket Gophers,Thomomys,genus,44027,1|2|40151|43698|44027|44061
44062,Botta's Pocket Gopher,Thomomys bottae,species,44061,1|2|40151|43698|44027|44061|44062
792987,Nuttall's Woodpecker,Dryobates nuttallii,species,792976,1|2|3|17550|17599|792976|792987
76923,Santa Barbara daisy,Erigeron karvinskianus,species,50879,47126|211194|47124|47605|47604|50879|76923
72151,Cottons,Gossypium,genus,48797,47126|211194|47124|48796|48797|72151
77299,Upland Cotton,Gossypium hirsutum,species,72151,47126|211194|47124|48796|48797|72151|77299
145381,Willow Myrtle,Agonis,genus,51816,47126|211194|47124|47791|51816|145381
145380,Western Australian Peppermint,Agonis flexuosa,species,145381,47126|211194|47124|47791|51816|145381|145380
51271,Red-eared Slider,Trachemys scripta elegans,subspecies,39782,1|2|26036|39532|39760|39776|39782|51271
48434,Chain Fern Family,Blechnaceae,family,47754,47126|211194|121943|47754|48434
48433,hard ferns,Blechnum,genus,48434,47126|211194|121943|47754|48434|48433
446744,Rasp fern,Blechnum parrisiae,species,48433,47126|211194|121943|47754|48434|48433|446744
1251448,,Ageleninae,subfamily,47345,1|47120|47119|47118|47345|1251448
77114,caper spurge,Euphorbia lathyris,species,51822,47126|211194|47124|51820|51821|51822|77114
145309,Lawrence's Goldfinch,Spinus lawrencei,species,144410,1|2|3|7251|9079|144410|145309
129409,,Chironomus,genus,53275,1|47120|47158|47822|53275|129409
55982,Nippleworts,Lapsana,genus,47604,47126|211194|47124|47605|47604|55982
55981,nipplewort,Lapsana communis,species,55982,47126|211194|47124|47605|47604|55982|55981
57674,Mason Bees,Osmia,genus,52777,1|47120|47158|47201|52777|57674
16446,,Pyrocephalus,genus,980017,1|2|3|7251|980017|16446
16447,Vermilion Flycatcher,Pyrocephalus rubinus,species,16446,1|2|3|7251|980017|16446|16447
72384,syagrus,Syagrus,genus,48867,47126|211194|47163|48866|48867|72384
79291,Queen palm,Syagrus romanzoffiana,species,72384,47126|211194|47163|48866|48867|72384|79291
126186,Christmas berries,Photinia,genus,47148,47126|211194|47124|47132|47148|126186
181681,Red Tip Photinia,Photinia × fraseri,hybrid,126186,47126|211194|47124|47132|47148|126186|181681
51609,arum lilies,Arum,genus,48536,47126|211194|47163|48073|48536|51609
61168,Italian arum,Arum italicum,species,51609,47126|211194|47163|48073|48536|51609|61168
64970,Western Toad,Anaxyrus boreas,species,64747,1|2|20978|20979|21359|64747|64970
196979,California Toad,Anaxyrus boreas halophilus,subspecies,64970,1|2|20978|20979|21359|64747|64970|196979
118931,Armyworm Moths,Spodoptera,genus,48670,1|47120|47158|47157|48670|118931
118930,Yellow-striped Armyworm Moth,Spodoptera ornithogalli,species,118931,1|47120|47158|47157|48670|118931|118930
63366,Sea-Lavenders,Limonium,genus,60478,47126|211194|47124|47366|60478|63366
62989,,Aedes,genus,52134,1|47120|47158|47822|52134|62989
155453,Yellow Fever Mosquito,Aedes aegypti,species,62989,1|47120|47158|47822|52134|62989|155453
68941,Rover Ants,Brachymyrmex,genus,47336,1|47120|47158|47201|47336|68941
356419,Dark Rover Ant,Brachymyrmex patagonicus,species,68941,1|47120|47158|47201|47336|68941|356419
461451,Wood Cockroaches,Ectobiidae,family,81769,1|47120|47158|81769|461451
120595,North American Wood Cockroaches,Parcoblatta,genus,461451,1|47120|47158|81769|461451|120595
120594,Western Wood Cockroach,Parcoblatta americana,species,120595,1|47120|47158|81769|461451|120595|120594
55564,daisies,Bellis,genus,47604,47126|211194|47124|47605|47604|55564
55563,common daisy,Bellis perennis,species,55564,47126|211194|47124|47605|47604|55564|55563
123032,Carpet Moths,Larentiinae,subfamily,49530,1|47120|47158|47157|49530|123032
57017,Stonecrops,Crassula,genus,51890,47126|211194|47124|71289|51890|57017
76465,jade plant,Crassula ovata,species,57017,47126|211194|47124|71289|51890|57017|76465
244394,Odorous Ants,Dolichoderinae,subfamily,47336,1|47120|47158|47201|47336|244394
56834,Webspinners,Embiidina,order,47158,1|47120|47158|56834
56836,,Oligotomidae,family,56834,1|47120|47158|56834|56836
362839,,Oligotoma,genus,56836,1|47120|47158|56834|56836|362839
178590,,Xylotrechus,genus,47961,1|47120|47158|47208|47961|178590
244847,,Xylotrechus nauticus,species,178590,1|47120|47158|47208|47961|178590|244847
7073,Typical Stifftails,Oxyura,genus,6912,1|2|3|6888|6912|7073
850859,Ruddy Duck,Oxyura jamaicensis,species,7073,1|2|3|6888|6912|7073|850859
154,"Rails, Gallinules, and Coots",Rallidae,family,4,1|2|3|4|154
472,Coots,Fulica,genus,154,1|2|3|4|154|472
473,American Coot,Fulica americana,species,472,1|2|3|4|154|472|473
2926,Turtle-Doves and Collared-Doves,Streptopelia,genus,2715,1|2|3|2708|2715|2926
2969,Eurasian Collared-Dove,Streptopelia decaocto,species,2926,1|2|3|2708|2715|2926|2969
48301,Silverfishes,Zygentoma,order,47158,1|47120|47158|48301
48300,Typical Silverfishes,Lepismatidae,family,48301,1|47120|47158|48301|48300
67735,Neotropical Darners,Rhionaeschna,genus,51469,1|47120|47158|47792|51469|67735
67737,Blue-eyed Darner,Rhionaeschna multicolor,species,67735,1|47120|47158|47792|51469|67735|67737
59777,Amberwings,Perithemis,genus,47819,1|47120|47158|47792|47819|59777
109161,Mexican Amberwing,Perithemis intensa,species,59777,1|47120|47158|47792|47819|59777|109161
83412,Sacken's Velvet Ant,Dasymutilla sackenii,species,48513,1|47120|47158|47201|48511|48513|83412
68064,Wall Jumping Spiders,Menemerus,genus,48139,1|47120|47119|47118|48139|68064
68062,Gray Wall Jumping Spider,Menemerus bivittatus,species,68064,1|47120|47119|47118|48139|68064|68062
359910,,Staphylinini,tribe,47951,1|47120|47158|47208|47951|359910
56759,arroyo lupine,Lupinus succulentus,species,47121,47126|211194|47124|47123|47122|47121|56759
47370,Widow Spiders,Latrodectus,genus,47371,1|47120|47119|47118|47371|47370
47383,Brown Widow,Latrodectus geometricus,species,47370,1|47120|47119|47118|47371|47370|47383
76974,coastal wild buckwheat,Eriogonum cinereum,species,48939,47126|211194|47124|47366|48382|48939|76974
47414,Pacific Sand Crab,Emerita analoga,species,47183,1|47120|47187|47186|47184|47183|47414
121478,,Erythraeidae,family,83740,1|47120|47119|83740|121478
447779,Sidewalk Mites,Balaustium,genus,121478,1|47120|47119|83740|121478|447779
1108240,Blue Mussel Complex,Mytilus edulis,complex,62807,1|47115|47584|775839|50600|62807|1108240
44185,Old World Mice and Rats,Muridae,family,43698,1|2|40151|43698|44185
44540,Old World Rats,Rattus,genus,44185,1|2|40151|43698|44185|44540
44575,Black Rat,Rattus rattus,species,44540,1|2|40151|43698|44185|44540|44575
47404,Plume Moths,Pterophoridae,family,47157,1|47120|47158|47157|47404
129907,,Anstenoptilia,genus,47404,1|47120|47158|47157|47404|129907
47782,Cambarid Crayfishes,Cambaridae,family,47186,1|47120|47187|47186|47782
51222,,Procambarus,genus,47782,1|47120|47187|47186|47782|51222
51221,Red Swamp Crayfish,Procambarus clarkii,species,51222,1|47120|47187|47186|47782|51222|51221
905970,,Calliphora latifrons,species,70152,1|47120|47158|47822|61860|70152|905970
9319,Hooded Oriole,Icterus cucullatus,species,9315,1|2|3|7251|11989|9315|9319
60220,floating primrose-willow,Ludwigia peploides,species,50339,47126|211194|47124|47791|47790|50339|60220
245158,,Anisolabididae,family,47793,1|47120|47158|47793|245158
196421,,Euborellia,genus,245158,1|47120|47158|47793|245158|196421
131008,,Calathus,genus,49567,1|47120|47158|47208|49567|131008
82087,,Geron,genus,51558,1|47120|47158|47822|51558|82087
639819,,Empidigeron,subgenus,82087,1|47120|47158|47822|51558|82087|639819
55978,Mallows,Malva,genus,48797,47126|211194|47124|48796|48797|55978
77951,Island Mallow,Malva assurgentiflora,species,55978,47126|211194|47124|48796|48797|55978|77951
320572,,Gambelia,genus,50638,47126|211194|47124|48151|50638|320572
474464,,Tegulidae,family,775849,1|47115|47114|775849|474464
53831,Tegulas,Tegula,genus,474464,1|47115|47114|775849|474464|53831
49051,Sunburst Anemone,Anthopleura sola,species,49052,1|47534|47533|47797|47796|49052|49051
120586,Eroded Periwinkle,Littorina keenae,species,48919,1|47115|47114|85525|48918|48919|120586
4353,Heermann's Gull,Larus heermanni,species,4343,1|2|3|67561|4342|4343|4353
47817,Flame Skimmer,Libellula saturata,species,47818,1|47120|47158|47792|47819|47818|47817
30667,Vipers,Viperidae,family,26172,1|2|26036|26172|30667
30692,Rattlesnakes,Crotalus,genus,30667,1|2|26036|26172|30667|30692
48268,Western Rattlesnake,Crotalus oreganus,species,30692,1|2|26036|26172|30667|30692|48268
30713,Southern Pacific Rattlesnake,Crotalus oreganus helleri,subspecies,48268,1|2|26036|26172|30667|30692|48268|30713
339431,,Callidiini,tribe,47961,1|47120|47158|47208|47961|339431
122455,Plusiine Looper Moths,Plusiinae,subfamily,48670,1|47120|47158|47157|48670|122455
57993,Jimmyweeds and Goldenbushes,Isocoma,genus,47604,47126|211194|47124|47605|47604|57993
77511,Coastal Goldenbush,Isocoma menziesii,species,57993,47126|211194|47124|47605|47604|57993|77511
157164,,Duranta,genus,49194,47126|211194|47124|48151|49194|157164
162153,skyflower,Duranta erecta,species,157164,47126|211194|47124|48151|49194|157164|162153
49322,sea fig,Carpobrotus edulis,species,49323,47126|211194|47124|47366|49320|49323|49322
64128,river redgum,Eucalyptus camaldulensis,species,51815,47126|211194|47124|47791|51816|51815|64128
366894,Noble False Widow,Steatoda nobilis,species,61998,1|47120|47119|47118|47371|61998|366894
121822,Black Mud-dauber Wasps,Sceliphron,genus,48742,1|47120|47158|47201|48742|121822
121821,Yellow-legged Mud-dauber Wasp,Sceliphron caementarium,species,121822,1|47120|47158|47201|48742|121822|121821
57921,cockleburs,Xanthium,genus,47604,47126|211194|47124|47605|47604|57921
154784,Whiteflies,Aleyrodidae,family,47744,1|47120|47158|47744|154784
739108,,Aleurodicinae,subfamily,154784,1|47120|47158|47744|154784|739108
52842,Chamomiles,Anthemis,genus,47604,47126|211194|47124|47605|47604|52842
52841,Stinking chamomile,Anthemis cotula,species,52842,47126|211194|47124|47605|47604|52842|52841
120719,Baja California Tree Frog,Pseudacris hypochondriaca,species,24253,1|2|20978|20979|23540|24253|120719
54521,tansies,Tanacetum,genus,47604,47126|211194|47124|47605|47604|54521
54520,feverfew,Tanacetum parthenium,species,54521,47126|211194|47124|47605|47604|54521|54520
49470,Springtails,Collembola,subclass,243773,1|47120|243773|49470
48130,,Phaneroptera,genus,48124,1|47120|47158|47651|48124|48130
132070,Mediterranean Katydid,Phaneroptera nana,species,48130,1|47120|47158|47651|48124|48130|132070
83712,Smut fungi,Ustilaginomycetes,class,47169,47170|47169|83712
51308,Flax Family,Linaceae,family,51820,47126|211194|47124|51820|51308
51309,Flaxes,Linum,genus,51308,47126|211194|47124|51820|51308|51309
59041,frogfruits,Phyla,genus,49194,47126|211194|47124|48151|49194|59041
76588,Umbrella papyrus,Cyperus involucratus,species,52734,47126|211194|47163|47162|47161|52734|76588
53169,Bermuda buttercup,Oxalis pes-caprae,species,47758,47126|211194|47124|70233|47759|47758|53169
48625,Pinkladies,Oenothera speciosa,species,48626,47126|211194|47124|47791|47790|48626|48625
50202,Spanish needles,Bidens bipinnata,species,50204,47126|211194|47124|47605|47604|50204|50202
76904,Flax-leaved Horseweed,Erigeron bonariensis,species,50879,47126|211194|47124|47605|47604|50879|76904
202092,Cochineal Insects,Dactylopiidae,family,47744,1|47120|47158|47744|202092
202091,Cochineal Scale Bugs,Dactylopius,genus,202092,1|47120|47158|47744|202092|202091
48086,Leaf-miner Flies,Agromyzidae,family,47822,1|47120|47158|47822|48086
329765,,Phytoliriomyza,genus,48086,1|47120|47158|47822|48086|329765
336013,Jewelweed Leaf-miner Fly,Phytoliriomyza melampyga,species,329765,1|47120|47158|47822|48086|329765|336013
55472,,Bolbitiaceae,family,47167,47170|47169|50814|47167|55472
117228,Conecaps,Conocybe,genus,55472,47170|47169|50814|47167|55472|117228
117227,milky conecap,Conocybe apala,species,117228,47170|47169|50814|47167|55472|117228|117227
57030,great horsetail,Equisetum telmateia,species,47746,47126|211194|121943|47748|47747|47746|57030
54332,Water-cresses,Nasturtium,genus,47204,47126|211194|47124|71275|47204|54332
78174,watercress,Nasturtium officinale,species,54332,47126|211194|47124|71275|47204|54332|78174
3078,New World Pigeons,Patagioenas,genus,2715,1|2|3|2708|2715|3078
3108,Band-tailed Pigeon,Patagioenas fasciata,species,3078,1|2|3|2708|2715|3078|3108
4262,Cormorants and Shags,Phalacrocoracidae,family,71268,1|2|3|71268|4262
4263,Typical Cormorants and Shags,Phalacrocorax,genus,4262,1|2|3|71268|4262|4263
4265,Double-crested Cormorant,Phalacrocorax auritus,species,4263,1|2|3|71268|4262|4263|4265
130872,Brazilian pepper,Schinus terebinthifolia,species,57355,47126|211194|47124|47729|48874|57355|130872
53098,,Hirschfeldia,genus,47204,47126|211194|47124|71275|47204|53098
53097,Shortpod Mustard,Hirschfeldia incana,species,53098,47126|211194|47124|71275|47204|53098|53097
53112,Black Mustard,Brassica nigra,species,53113,47126|211194|47124|71275|47204|53113|53112
123033,,Ennominae,subfamily,49530,1|47120|47158|47157|49530|123033
53207,groundsels,Senecio,genus,47604,47126|211194|47124|47605|47604|53207
58036,threadleaf groundsel,Senecio flaccidus,species,53207,47126|211194|47124|47605|47604|53207|58036
509352,,Chloridea,genus,48670,1|47120|47158|47157|48670|509352
69511,California Harvester Ant,Pogonomyrmex californicus,species,69114,1|47120|47158|47201|47336|69114|69511
47718,Prominent Moths,Notodontidae,family,47157,1|47120|47158|47157|47718
126208,,Schizura,genus,47718,1|47120|47158|47157|47718|126208
59775,,Pachydiplax,genus,47819,1|47120|47158|47792|47819|59775
59774,Blue Dasher,Pachydiplax longipennis,species,59775,1|47120|47158|47792|47819|59775|59774
59518,,Lytta,genus,59510,1|47120|47158|47208|59510|59518
451872,,Lytta crotchii,species,59518,1|47120|47158|47208|59510|59518|451872
79141,black nightshade,Solanum nigrum,species,50641,47126|211194|47124|48515|48516|50641|79141
52091,,Idaea,genus,49530,1|47120|47158|47157|49530|52091
121184,,Mythimna,genus,48670,1|47120|47158|47157|48670|121184
121183,White-speck Moth,Mythimna unipuncta,species,121184,1|47120|47158|47157|48670|121184|121183
64358,St. Catherine's-lace,Eriogonum giganteum,species,48939,47126|211194|47124|47366|48382|48939|64358
85399,,Leucocoprinus,genus,47394,47170|47169|50814|47167|47394|85399
85398,flowerpot parasol,Leucocoprinus birnbaumii,species,85399,47170|47169|50814|47167|47394|85399|85398
146199,California King Snake,Lampropeltis californiae,species,29768,1|2|26036|26172|26504|29768|146199
84335,,Aceria,genus,55584,1|47120|47119|635987|55584|84335
349740,Mule Fat Blister Mite,Aceria baccharices,species,84335,1|47120|47119|635987|55584|84335|349740
63878,Oregon Ash,Fraxinus latifolia,species,54806,47126|211194|47124|48151|47733|54806|63878
67720,,Asphondylia,genus,55699,1|47120|47158|47822|55699|67720
606933,,Salticinae,subfamily,48139,1|47120|47119|47118|48139|606933
605446,sunflowers and allies,Heliantheae,tribe,47604,47126|211194|47124|47605|47604|605446
47734,Flat-backed Millipedes,Polydesmida,order,47735,1|47120|47735|47734
132949,,Paradoxosomatidae,family,47734,1|47120|47735|47734|132949
143392,,Oxidus,genus,132949,1|47120|47735|47734|132949|143392
143390,Greenhouse Millipede,Oxidus gracilis,species,143392,1|47120|47735|47734|132949|143392|143390
52071,Moth Flies and Sand Flies,Psychodidae,family,47822,1|47120|47158|47822|52071
247953,,Clogmia,genus,52071,1|47120|47158|47822|52071|247953
258813,Bathroom Moth Fly,Clogmia albipunctata,species,247953,1|47120|47158|47822|52071|247953|258813
32409,North American Legless Lizards,Anniella,genus,31888,1|2|26036|26172|31888|32409
479459,San Diegan Legless Lizard,Anniella stebbinsi,species,32409,1|2|26036|26172|31888|32409|479459
858297,carnea-group Green Lacewings,Chrysoperla carnea,complex,59441,1|47120|47158|48763|52425|59441|858297
154753,,Hohenbuehelia,genus,48495,47170|47169|50814|47167|48495|154753
154750,Shoehorn Oyster,Hohenbuehelia petaloides,species,154753,47170|47169|50814|47167|48495|154753|154750
128931,summer grape,Vitis aestivalis,species,60773,47126|211194|47124|71291|50279|60773|128931
83951,Thread-waisted Sand Wasps,Ammophila,genus,48742,1|47120|47158|47201|48742|83951
49337,,Metepeira,genus,47535,1|47120|47119|47118|47535|49337
58210,Colorado Four o'Clock,Mirabilis multiflora,species,50615,47126|211194|47124|47366|50256|50615|58210
249592,,Aculus,genus,55584,1|47120|47119|635987|55584|249592
469076,Willow Bead Gall Mite,Aculus tetanothrix,species,249592,1|47120|47119|635987|55584|249592|469076
64130,Wand Mullein,Verbascum virgatum,species,56165,47126|211194|47124|48151|47151|56165|64130
60628,Common Sawflies,Tenthredinidae,family,47201,1|47120|47158|47201|60628
334169,,Euura,genus,60628,1|47120|47158|47201|60628|334169
57185,,Leymus,genus,47434,47126|211194|47163|47162|47434|57185
164673,giant wild rye,Leymus condensatus,species,57185,47126|211194|47163|47162|47434|57185|164673
55051,Checkered Beetles,Cleridae,family,47208,1|47120|47158|47208|55051
55049,,Trichodes,genus,55051,1|47120|47158|47208|55051|55049
61157,Ornate Checkered Beetle,Trichodes ornatus,species,55049,1|47120|47158|47208|55051|55049|61157
55786,,Ochlodes,genus,47653,1|47120|47158|47157|47653|55786
52484,Echo Azure,Celastrina echo,species,52485,1|47120|47158|47157|47923|52485|52484
311630,,Acmaeodera prorsa,species,886834,1|47120|47158|47208|54964|886834|311630
76369,Botta's clarkia,Clarkia bottae,species,47789,47126|211194|47124|47791|47790|47789|76369
62046,,Lygaeus,genus,55558,1|47120|47158|47744|55558|62046
62045,Small Milkweed Bug,Lygaeus kalmii,species,62046,1|47120|47158|47744|55558|62046|62045
119016,,Judolia,genus,47961,1|47120|47158|47208|47961|119016
269854,,Judolia sexspilota,species,119016,1|47120|47158|47208|47961|119016|269854
209840,,Saxinis,genus,51146,1|47120|47158|47208|51146|209840
124020,Flower Moths,Scythrididae,family,47157,1|47120|47158|47157|124020
173868,,Digrammia,genus,49530,1|47120|47158|47157|49530|173868
218443,Pale-lined Angle,Digrammia irrorata,species,173868,1|47120|47158|47157|49530|173868|218443
16598,Pacific-slope Flycatcher,Empidonax difficilis,species,16597,1|2|3|7251|980017|16597|16598
16074,Pewees,Contopus,genus,980017,1|2|3|7251|980017|16074
16079,Western Wood-Pewee,Contopus sordidulus,species,16074,1|2|3|7251|980017|16074|16079
19170,Aratinga Parakeets,Aratinga,genus,18875,1|2|3|18874|18875|19170
367562,Nanday Parakeet,Aratinga nenday,species,19170,1|2|3|18874|18875|19170|367562
183203,,Ctenolepisma,genus,48300,1|47120|47158|48301|48300|183203
296177,Four-lined Silverfish,Ctenolepisma lineata,species,183203,1|47120|47158|48301|48300|183203|296177
77119,Geraldton Carnation Weed,Euphorbia terracina,species,51822,47126|211194|47124|51820|51821|51822|77119
52348,sennas,Senna,genus,47122,47126|211194|47124|47123|47122|52348
79058,silver senna,Senna artemisioides,species,52348,47126|211194|47124|47123|47122|52348|79058
75254,vanilla-scented wattle,Acacia redolens,species,47452,47126|211194|47124|47123|47122|47452|75254
552449,London Plane,Platanus × hispanica,hybrid,49664,47126|211194|47124|64516|49663|49664|552449
77361,Licorice plant,Helichrysum petiolare,species,72165,47126|211194|47124|47605|47604|72165|77361
125845,Carolina laurelcherry,Prunus caroliniana,species,47351,47126|211194|47124|47132|47148|47351|125845
128846,Bromeliad Flies,Copestylum,genus,49995,1|47120|47158|47822|49995|128846
424821,Yellow-spotted Bromeliad Fly,Copestylum avidum,species,128846,1|47120|47158|47822|49995|128846|424821
127812,Masked Bees,Hylaeus,genus,127740,1|47120|47158|47201|127740|127812
133791,Guinea Paper Wasp,Polistes exclamans,species,52756,1|47120|47158|47201|52747|52756|133791
49683,Pyralid Snout Moths,Pyralidae,family,47157,1|47120|47158|47157|49683
173580,,Ephestiodes,genus,49683,1|47120|47158|47157|49683|173580
347605,,Melolonthini,tribe,48201,1|47120|47158|47208|48201|347605
172283,,Scotophaeus,genus,50168,1|47120|47119|47118|50168|172283
53632,,Macrosiphum,genus,52381,1|47120|47158|47744|52381|53632
53633,Rose Aphid,Macrosiphum rosae,species,53632,1|47120|47158|47744|52381|53632|53633
57358,California False Indigo,Amorpha californica,species,57357,47126|211194|47124|47123|47122|57357|57358
53248,Click Beetles,Elateridae,family,47208,1|47120|47158|47208|53248
148095,,Taylorilygus,genus,53505,1|47120|47158|47744|53505|148095
148094,Broken-backed Bug,Taylorilygus apicalis,species,148095,1|47120|47158|47744|53505|148095|148094
204899,,Oxybelus,genus,51955,1|47120|47158|47201|51955|204899
174592,Minute pirate bugs,Anthocoridae,family,47744,1|47120|47158|47744|174592
203276,,Orius,genus,174592,1|47120|47158|47744|174592|203276
424044,Yellow-collared Masked Bee,Hylaeus euxanthus,species,127812,1|47120|47158|47201|127740|127812|424044
154298,Ligated Furrow Bee,Halictus ligatus,species,57677,1|47120|47158|47201|49707|57677|154298
133269,Grass-carrying Wasps,Isodontia,genus,48742,1|47120|47158|47201|48742|133269
300137,Elegant Grass-carrying Wasp,Isodontia elegans,species,133269,1|47120|47158|47201|48742|133269|300137
176621,False chinch bugs,Nysius,genus,55558,1|47120|47158|47744|55558|176621
41737,,Zalophus,genus,41736,1|2|40151|41573|41736|41737
41740,California Sea Lion,Zalophus californianus,species,41737,1|2|40151|41573|41736|41737|41740
126791,Sap-feeding Beetles,Nitidulidae,family,47208,1|47120|47158|47208|126791
460700,,Brassicogethes,genus,126791,1|47120|47158|47208|126791|460700
765642,Common Pollen Beetle,Brassicogethes aeneus,species,460700,1|47120|47158|47208|126791|460700|765642
124281,,Glyphodes,genus,52002,1|47120|47158|47157|52002|124281
203102,Swan plant flower moth,Glyphodes onychinalis,species,124281,1|47120|47158|47157|52002|124281|203102
47560,Canary Island pine,Pinus canariensis,species,47561,47126|211194|136329|47375|47562|47561|47560
165876,Cochineal Nopal Cactus,Opuntia cochenillifera,species,47902,47126|211194|47124|47366|47903|47902|165876
126592,,Lysurus,genus,51136,47170|47169|50814|48708|51136|126592
208065,lantern stinkhorn,Lysurus mokusin,species,126592,47170|47169|50814|48708|51136|126592|208065
69517,Rough Harvester Ant,Pogonomyrmex rugosus,species,69114,1|47120|47158|47201|47336|69114|69517
81955,,Scyphophorus,genus,48736,1|47120|47158|47208|48736|81955
269419,Sisal Weevil,Scyphophorus acupunctatus,species,81955,1|47120|47158|47208|48736|81955|269419
62822,papaya family,Caricaceae,family,71275,47126|211194|47124|71275|62822
