taxon_id,common_name,scientific_name,has_globi
68129,Horn Snails,Potamididae,
366285,,Cerithideopsis,
470678,California Horn Snail,Cerithideopsis californica,
58375,Bermuda Grasses,Cynodon,
58371,Bermuda grass,Cynodon dactylon,
162826,Grassleaf Spurge,Euphorbia graminea,
121468,Hackled Orbweavers,Uloboridae,
121467,Feather-legged Spiders,Uloborus,
244424,,Uloborus diversus,
72253,,Nicandra,
78217,apple-of-Peru,Nicandra physalodes,
122303,Kurrajongs,Brachychiton,
349248,kurrajong,Brachychiton populneus,
922110,,Amygdaloideae,
143038,,Lineodes,
143037,Eggplant Leafroller Moth,Lineodes integra,
153315,,Oedaleonotus,
56752,scarlet bugler,Penstemon centranthifolius,
52073,Planthoppers,Fulgoroidea,
58204,,Malvella,
58203,alkali mallow,Malvella leprosa,
72082,,Cyclospermum,
76563,Marsh parsley,Cyclospermum leptophyllum,
72239,,Modiola,
78087,Carolina Bristlemallow,Modiola caroliniana,
79317,red-seeded dandelion,Taraxacum erythrospermum,
68220,calthrops and ratanies,Zygophyllales,
68207,calthrops,Zygophyllaceae,
64278,Devil Thorns,Tribulus,
64238,puncture vine,Tribulus terrestris,
53022,bindweeds,Convolvulus,
53021,field bindweed,Convolvulus arvensis,
55518,Curved-horn Moths,Gelechioidea,
311313,charophyte algae,Charophyta,
152071,,Spirotrichea,
152470,,Euplotida,
335441,,Aspidiscidae,
335442,,Aspidisca,
59713,Chlorophycean green algae,Chlorophyceae,
345849,,Sphaeropleales,
200872,,Scenedesmaceae,
326269,,Desmodesmus,
774724,Conjugating green algae,Conjugatophyceae,
123849,Desmid,Zygnematales,
123850,,Zygnemataceae,
202618,,Mougeotia,
152067,,Oligohymenophorea,
495758,,Sessilida,
121592,Vorticellidae,Vorticellidae,
152275,,Thalassiosirales,
1043961,,Melosirales,
123877,,Melosiraceae,
123875,,Melosira,
325515,,Melosira varians,
1271542,,Phaeothamniophyceae,
152282,,Phaeothamniales,
968884,,Phaeothamniaceae,
1272885,,Phaeoschizochlamys,
54464,pipevines and birthworts,Aristolochia,
71036,Brazilian Dutchman's Pipe,Aristolochia gigantea,
72129,,Eulobus,
77107,California primrose,Eulobus californicus,
61178,ponysfoots,Dichondra,
571345,,Melissodes,
55486,,Fuligo,
55483,Dog Vomit Slime Mold,Fuligo septica,
72197,jacarandas,Jacaranda,
58225,,Dendromecon,
58224,Bush Poppy,Dendromecon rigida,
61048,farewell-to-spring,Clarkia amoena,
86128,American Round Rays,Urotrygonidae,
49201,,Urobatis,
114782,Haller's Round Ray,Urobatis halleri,
357355,Culicine Mosquitoes,Culicinae,
60298,Kikuyu Grass,Cenchrus clandestinus,
483236,Lacewings and Allies,Hemerobiiformia,
78805,Holm oak,Quercus ilex,
75602,tropical milkweed,Asclepias curassavica,
55820,Primroses,Primula,
742880,,Malvacea,
152080,complex thalloid liverworts,Marchantiopsida,
152698,,Lunulariales,
55702,,Lunulariaceae,
55701,,Lunularia,
55703,Crescent-cup liverwort,Lunularia cruciata,
83224,Elongate Springtails,Entomobryomorpha,
132791,,Clepsis,
132789,Garden Tortrix,Clepsis peritana,
334567,Crossberry,Grewia occidentalis,
62474,Brittle Pricklypear,Opuntia fragilis,
77719,Shasta Daisy,Leucanthemum maximum,
62890,Sheoaks,Casuarinaceae,
62891,Beefwoods,Casuarina,
62888,Beach Sheoak,Casuarina equisetifolia,
373796,Typical Bark Beetles,Scolytini,
59261,marigolds,Calendula,
75931,pot marigold,Calendula officinalis,
54330,nasturtium family,Tropaeolaceae,
54331,Nasturtiums,Tropaeolum,
54329,Nasturtium,Tropaeolum majus,
71983,,Argyranthemum,
181635,Marguerite daisy,Argyranthemum frutescens,
49553,House Centipedes,Scutigeromorpha,
49554,,Scutigeridae,
49555,,Scutigera,
49552,House Centipede,Scutigera coleoptrata,
16010,Ash-throated Flycatcher,Myiarchus cinerascens,
82081,Tangleweb Spiders,Theridion,
54248,,Arphia,
54247,California Orange-winged Grasshopper,Arphia ramona,
211211,,Holocnemus,
211210,Marbled Cellar Spider,Holocnemus pluchei,
7575,,Thryomanes,
7576,Bewick's Wren,Thryomanes bewickii,
124420,California Bumble Bee,Bombus californicus,
199130,,Megachile montivaga,
178745,,Triepeolus,
57682,Common Digger Bees,Anthophora,
853185,,Micranthophora,
84469,,Uroleucon,
54992,Muscoid Flies,Muscoidea,
10469,,Xanthocephalus,
10470,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,
199492,,Castianeira thalia,
418443,Banded Mottlegill,Panaeolus cinctulus,
52864,Saddlebag Gliders,Tramea,
52865,Black Saddlebags,Tramea lacerata,
83852,,Pontania,
68231,Tropical Pennants,Brachymesia,
95982,Red-tailed Pennant,Brachymesia furcata,
797562,Sceloporine Lizards,Sceloporinae,
117473,,Zirfaea,
117472,Rough Piddock,Zirfaea pilsbryi,
51109,,Pyrosoma,
51108,,Pyrosoma atlanticum,
171222,,Asiomorpha,
214432,Long-flange Millipede,Asiomorpha coarctata,
81688,,Noctua,
81687,Large Yellow Underwing,Noctua pronuba,
169872,Purple heart,Tradescantia pallida,
311310,Crayfishes and Lobsters,Astacidea,
53353,Eastwood's Manzanita,Arctostaphylos glandulosa,
48889,,Melastomataceae,
823397,glory bushes and allies,Pleroma,
1263850,Glory bush,Pleroma urvilleanum,
51451,Passionfruit Family,Passifloraceae,
51452,passionflowers,Passiflora,
1234458,,Passiflora × decaisneana,
127155,,Bossiella,
61317,Armenian Blackberry,Rubus armeniacus,
57036,Petty Spurge,Euphorbia peplus,
78955,Southern Russian Thistle,Salsola australis,
426002,Sugar Bush × Lemonade Berry hybrid,Rhus integrifolia × ovata,
59066,American three-square bulrush,Schoenoplectus americanus,
54519,Duckweeds,Lemna,
54518,common duckweed,Lemna minor,
487319,Wigeons and Allies,Mareca,
558439,Gadwall,Mareca strepera,
144324,Small Terns,Sternula,
144530,Least Tern,Sternula antillarum,
60969,Marsh Jaumea,Jaumea carnosa,
128845,Mexican Cactus Fly,Copestylum mexicanum,
131834,,Otala,
202861,Milk Snail,Otala lactea,
332905,,Salviniales,
64657,water fern family,Salviniaceae,
52631,Mosquito Ferns,Azolla,
58754,water fern,Azolla filiculoides,
53995,Thisbe's Tarantula-hawk Wasp,Pepsis thisbe,
154156,turkey mullein,Croton setiger,
67597,Fire Ants and Thief Ants,Solenopsis,
119733,Pacific Velvet Ant,Dasymutilla aureola,
53398,Eurabbie,Eucalyptus globulus,
173927,,Diachus,
218298,Bronze Leaf Beetle,Diachus auratus,
61506,,Manduca,
61505,Carolina Sphinx,Manduca sexta,
154885,,Paravilla,
464873,,Acreophthiria,
453211,,Oxycarenidae,
322945,,Oxycarenus,
541678,,Oxycarenus hyalinipennis,
56917,water pennyworts,Hydrocotyle,
60743,Lizard's tail,Saururus,
69819,privets,Ligustrum,
77739,wax-leaf ligustrum,Ligustrum japonicum,
47453,leadtrees,Leucaena,
72245,,Muehlenbeckia,
143734,Common Eupithecia Moth,Eupithecia miserulata,
245716,,Pogonortalis,
245715,Boatman Fly,Pogonortalis doclea,
3957,Phalaropes,Phalaropus,
144497,Wilson's Phalarope,Phalaropus tricolor,
64027,,Arundo,
64017,giant reed,Arundo donax,
57564,,Cynara,
60955,California Goldenbush,Ericameria ericoides,
52697,Oats,Avena,
56151,Treasure Flowers,Gazania,
59210,red brome,Bromus rubens,
71997,,Bacopa,
75732,Herb-of-Grace,Bacopa monnieri,
485176,American Wigeon,Mareca americana,
51737,tomato,Solanum lycopersicum,
177080,,Melanophila,
325941,Charcoal Beetle,Melanophila consputa,
317914,,Disclisioprocta,
317913,Somber Carpet Moth,Disclisioprocta stellata,
180791,,Trupanea,
119897,,Nemoria,
325304,,Nemoria leptalea,
83418,,Evolvulus,
454917,,Hemipenthes edwardsii,
55596,,Andricus,
55887,California Gall Wasp,Andricus quercuscalifornicus,
58820,,Deinandra,
58819,Clustered Tarweed,Deinandra fasciculata,
64126,greenbark ceanothus,Ceanothus spinosus,
57922,Maltese star-thistle,Centaurea melitensis,
1102259,,Copestylum violaceum,
58112,Saltbushes,Atriplex,
58123,sprawling saltbush,Atriplex suberecta,
205648,,Saropogon,
260020,,Saropogon luteus,
204081,Southern Purple Mint Moth,Pyrausta laticlavia,
84634,Masked Chafers,Cyclocephala,
58167,Strawberry clover,Trifolium fragiferum,
129188,,Hyalellidae,
129189,,Hyalella,
153155,,Dugesiidae,
49591,Bluegill,Lepomis macrochirus,
119074,,Chlorion,
349331,,Orthops,
56175,Viper's-buglosses,Echium,
57723,Pride of Madeira,Echium candicans,
61789,Alkanet,Anchusa,
75429,Italian Bugloss,Anchusa azurea,
54467,Fungus-eating Lady Beetles,Psyllobora,
118967,Twenty-spotted Lady Beetle,Psyllobora vigintimaculata,
358494,,Tanaops,
358502,,Tanaops longiceps,
203426,,Arhyssus,
48194,jumping plant lice,Psyllidae,
48193,,Acizzia,
48185,,Acizzia uncatoides,
179785,,Omalus,
502646,duckweeds,Lemnoideae,
493389,Fungus Gnats and Gall Midges,Sciaroidea,
50203,blackjack,Bidens pilosa,
55785,Rural Skipper,Ochlodes agricola,
251375,,Zabrotes,
51559,Greater Bee Flies,Bombylius,
51557,Greater Bee Fly,Bombylius major,
346304,,Acmaeodera latiflava,
628192,,Acmaeodera latiflava latiflava,
127480,woolly hedgenettle,Stachys byzantina,
485191,Rose campion,Silene coronaria,
47824,Solifuges,Solifugae,
53510,Straight-faced Windscorpions,Eremobatidae,
172583,,Hemerotrecha,
48517,peppers,Capsicum,
48514,chili pepper,Capsicum annuum,
558819,,Hypochaeridinae,
211061,,Platyptiliini,
129216,banded bee flies,Villini,
63923,California wild grape,Vitis californica,
64110,,Venegasia,
64109,canyon sunflower,Venegasia carpesioides,
3793,Red-footed Booby,Sula sula,
53294,Common Sow-thistle,Sonchus oleraceus,
53267,,Sisymbrium,
58085,London rocket,Sisymbrium irio,
200053,prostrate sandmat,Euphorbia prostrata,
291533,fourleaf pink-sorrel,Oxalis tetraphylla,
161124,Tree Crinum,Crinum asiaticum,
60854,Fritillaries and Longwings,Heliconiinae,
252417,,Anthidiellum,
270467,Northern Rotund-Resin Bee,Anthidiellum notatum,
361496,California Rotund-Resin Bee,Anthidiellum notatum robertsoni,
245353,Window Flies,Scenopinidae,
317592,,Metatrichia,
259455,,Metatrichia bulbosa,
320859,,Uromyces,
47652,Duskywings,Erynnis,
59189,Mournful Duskywing,Erynnis tristis,
308726,California Digger Bee,Anthophora californica,
199946,,Thyanta,
261464,Red-shouldered Stink Bug,Thyanta custator,
301456,Southern Masked Chafer,Cyclocephala lurida,
244067,,Bactrocera,
326609,olive fruit fly,Bactrocera oleae,
123052,,Xanthorhoini,
48750,Rough Limpet,Lottia scabra,
50255,sand verbenas,Abronia,
75244,red sand-verbena,Abronia maritima,
53849,Burying and Carrion Beetles,Silphidae,
53850,Burying Beetles,Nicrophorus,
69794,Black Burying Beetle,Nicrophorus nigrita,
79462,Chinese elm,Ulmus parvifolia,
52671,coastal woodfern,Dryopteris arguta,
58875,,Polycarpon,
58876,fourleaf manyseed,Polycarpon tetraphyllum,
64119,Indian fig opuntia,Opuntia ficus-indica,
51891,Liveforever,Dudleya,
58137,lanceleaf liveforever,Dudleya lanceolata,
58311,Narrow-leaved Bedstraw,Galium angustifolium,
63613,Ngaios,Myoporum,
63611,Ngaio,Myoporum laetum,
52834,everlastings,Anaphalis,
52833,pearly everlasting,Anaphalis margaritacea,
57286,Valerian,Centranthus,
57283,Red Valerian,Centranthus ruber,
148049,sand sagebrush,Artemisia filifolia,
54756,,Teloschistaceae,
72055,,Cinnamomum,
76341,Camphor Tree,Cinnamomum camphora,
130177,Japanese Wireweed,Sargassum muticum,
161821,silver ponysfoot,Dichondra argentea,
52836,,Angelica,
75453,sea-watch,Angelica lucida,
162697,Italian Eryngo,Eryngium amethystinum,
54055,Sneezewort,Achillea ptarmica,
61207,milkworts,Polygalaceae,
61208,Falsepeas,Polygala,
474386,Heartleaf Falsepea,Polygala fruticosa,
48970,Snapdragons,Antirrhinum,
48969,Snapdragon,Antirrhinum majus,
84517,Great Willowherb,Epilobium hirsutum,
118545,Sea Campion,Silene uniflora,
154551,,Leptoglossus zonatus,
17375,Hutton's Vireo,Vireo huttoni,
152887,,Molpadida,
245324,,Molpadiidae,
247077,,Molpadia,
773518,Sweet Potato Sea Cucumber,Molpadia arenicola,
69847,,Pentidotea,
847030,,Pentidotea kirchanskii,
48835,Western Spiny Brittle Star,Ophiothrix spiculata,
54509,Lesser Two-spot Octopus,Octopus bimaculoides,
48832,Bat Stars,Patiria,
48830,Bat Star,Patiria miniata,
116690,,Pteropurpura,
480661,Festive Murex,Pteropurpura festiva,
53836,,Cyanoplax,
131185,Hartweg's Chiton,Cyanoplax hartwegii,
478535,,Leopecten,
478534,San Diego Scallop,Leopecten diegensis,
840800,,Corallinoideae,
47607,Owlet Moths and Allies,Noctuoidea,
85436,glory bushes and allies,Tibouchina,
48037,,Strongylocentrotidae,
48036,,Strongylocentrotus,
48035,Pacific Purple Sea Urchin,Strongylocentrotus purpuratus,
48655,California Seahare,Aplysia californica,
49095,Blueband Hermit Crab,Pagurus samuelis,
372865,Orthorrhaphan Flies,Orthorrhapha,
127154,,Calliarthron,
446884,,Calliarthron tuberculosum,
7014,Swan Goose,Anser cygnoides,
60393,,Tipula,
47645,Typical Sculpins,Cottidae,
87526,Sharpnose Sculpins,Clinocottus,
117533,Woolly Sculpin,Clinocottus analis,
132021,,Philonthus,
118395,,Agrocybe,
118393,Common Fieldcap,Agrocybe pediades,
319025,,Tenebrioninae,
132101,Cactus Flies,Neriidae,
479477,Yellow-gilled Sea Goddess,Doriopsilla gemela,
49813,,Haminoeidae,
49814,,Haminoea,
49815,Green Bubble Snail,Haminoea virescens,
53298,common chickweed,Stellaria media,
61399,Basils,Ocimum,
181060,Holy Basil,Ocimum tenuiflorum,
50153,desert globemallow,Sphaeralcea ambigua,
49339,brittlebush,Encelia farinosa,
71999,,Bahiopsis,
75736,San Diego County Viguiera,Bahiopsis laciniata,
319974,scarlet monkeyflower,Erythranthe cardinalis,
52847,,Anthriscus,
52846,Bur Parsley,Anthriscus caucalis,
61636,Bee-killers,Mallophora,
244378,,Mallophora fautrix,
129853,Bloody Crane's-bill,Geranium sanguineum,
202089,true cochineal bug,Dactylopius coccus,
322498,,Muscina,
81951,Skin Beetles,Dermestidae,
81952,Skin Beetles,Dermestes,
121685,,Tetraclita,
121682,Pink Volcano Barnacle,Tetraclita rubescens,
514989,,Pooideae,
84196,Willow Apple Gall Sawfly,Pontania californica,
83463,Willow Gall Midges,Rabdophaga,
75688,Santa Barbara Milkvetch,Astragalus trichopodus,
172918,,Axion,
320335,Twice-struck Lady Beetle,Axion plagiatum,
71389,Agoutis and Acouchis,Dasyproctidae,
43711,Agoutis,Dasyprocta,
49667,baldcypresses,Taxodium,
169570,pondcypress,Taxodium ascendens,
372442,Morrill Lace Bug,Corythucha morrilli,
52029,"Flannel, Slug Caterpillar, Leaf Skeletonizer, and Allied Moths",Zygaenoidea,
58893,Spotted spurge,Euphorbia maculata,
76650,Asian ponysfoot,Dichondra micrantha,
49282,Feather Duster Worms,Sabellidae,
84865,,Eudistylia,
117595,Giant Feather Duster Worm,Eudistylia polymorpha,
126126,chain bladder kelp,Stephanocystis osmundacea,
72029,Suncups,Camissoniopsis,
75976,beach suncup,Camissoniopsis cheiranthifolia,
78763,Feltleaf Everlasting,Pseudognaphalium microcephalum,
60177,berry saltbush,Atriplex semibaccata,
161639,downy thorn-apple,Datura innoxia,
122535,,Heliothinae,
53046,Naked Buckwheat,Eriogonum nudum,
59238,Slender Woolly Buckwheat,Eriogonum gracile,
44326,California Vole,Microtus californicus,
57054,Summer Lupine,Lupinus formosus,
165659,purple needlegrass,Nassella pulchra,
78755,Peach,Prunus persica,
64104,desert wild grape,Vitis girdiana,
142331,Fishtail palms,Caryota,
373578,"Acacias, Mimosas, mesquites, and allies",Mimosoideae,
47551,Long-jawed Orbweavers,Tetragnathidae,
47550,,Tetragnatha,
51691,Silver Lupine,Lupinus albifrons,
127401,Agrarian Sac Spider,Cheiracanthium inclusum,
321397,,Sciapodinae,
47424,Tarantulas,Theraphosidae,
47423,,Aphonopelma,
339382,Steindachner's Ebony Tarantula,Aphonopelma steindachneri,
414448,Aschizan Flies,Aschiza,
248086,,Ozodiceromyia,
57204,Woollystars,Eriastrum,
58232,giant woollystar,Eriastrum densifolium,
59188,Funereal Duskywing,Erynnis funeralis,
58322,,Koelreuteria,
58320,goldenrain tree,Koelreuteria paniculata,
178370,,Peridroma,
179339,Variegated Cutworm Moth,Peridroma saucia,
84754,,Melanopleurus,
58169,Sea Heath Family,Frankeniaceae,
58170,Sea Heaths,Frankenia,
58168,Alkali Heath,Frankenia salina,
505578,,Therevinae,
131029,,Prionyx,
130626,Black Carpet Beetles,Attagenus,
878126,,Podagrionini,
85586,Ant-like Flower Beetles,Anthicidae,
373637,,Anthicini,
57056,Black Medick,Medicago lupulina,
55748,corn speedwell,Veronica arvensis,
62819,,Ceiba,
62809,Kapok Tree,Ceiba pentandra,
180744,Sand Cockroaches,Corydiidae,
122620,,Arenivaga,
58202,cheeseweed mallow,Malva parviflora,
4385,California Gull,Larus californicus,
135446,,Tristaniopsis,
78580,Tropical Pokeweed,Phytolacca icosandra,
54713,fuchsias,Fuchsia,
163112,Hardy Fuchsia,Fuchsia magellanica,
1092926,,Sedeae,
121634,pussy tails,Ptilotus,
28465,Centipede Snakes,Tantilla,
28489,Western Black-headed Snake,Tantilla planiceps,
59040,turkey tangle frogfruit,Phyla nodiflora,
72302,,Pistia,
78589,water lettuce,Pistia stratiotes,
502785,Masked Chafers and Rice Beetles,Cyclocephalini,
209849,,Chrysopini,
473531,gum trees,Eucalypteae,
18976,Red-crowned Parrot,Amazona viridigenalis,
902551,Mower's Mushroom,Panaeolus foenisecii,
44419,American Harvest Mice,Reithrodontomys,
44431,Western Harvest Mouse,Reithrodontomys megalotis,
574731,,Brassiceae,
77873,longleaf bush lupine,Lupinus longifolius,
130314,,Lygaeinae,
77496,oceanblue morning glory,Ipomoea indica,
79519,wine grape,Vitis vinifera,
27701,Newts,Salamandridae,
27816,Pacific Newts,Taricha,
27818,California Newt,Taricha torosa,
55439,Spurgecreepers,Dalechampia,
72367,,Soleirolia,
79147,Baby's tears,Soleirolia soleirolii,
163873,Hairy Pennywort,Hydrocotyle moschata,
52696,slender wild oat,Avena barbata,
52702,great brome,Bromus diandrus,
797520,Colubrine Snakes,Colubrinae,
52914,chicories and endives,Cichorium,
52377,mountain mahoganies,Cercocarpus,
63977,birchleaf mountain mahogany,Cercocarpus betuloides,
58953,,Ehrendorferia,
60613,white eardrops,Ehrendorferia ochroleuca,
196419,Ring-legged Earwig,Euborellia annulipes,
48549,American Lady,Vanessa virginiensis,
11931,Violet-green Swallow,Tachycineta thalassina,
64275,,Carthamus,
70131,,Sphinx,
127169,Great Ash Sphinx,Sphinx chersis,
72233,Red Tops,Melinis,
77987,Natal grass,Melinis repens,
48894,Scorpions,Scorpiones,
52572,Devil Scorpions,Vaejovidae,
56811,,Paruroctonus,
56810,California common scorpion,Paruroctonus silvestrii,
178410,,Petrophila,
349846,Jalisco Petrophila,Petrophila jaliscalis,
155268,,Platylyra,
155263,California Chaparral Katydid,Platylyra californica,
55854,jimsonweed,Datura stramonium,
82722,Aleppo pine,Pinus halepensis,
120584,Colourful Comb-footed Spiders,Parasteatoda,
120583,Common House Spider,Parasteatoda tepidariorum,
3892,Greater Yellowlegs,Tringa melanoleuca,
179678,Square-spotted Blue,Euphilotes battoides,
179676,El Segundo Blue,Euphilotes battoides allyni,
321513,,Asterolecaniidae,
321514,,Asterolecanium,
59035,American black nightshade,Solanum americanum,
356157,"Bot Flies, Blow Flies, and Allies",Oestroidea,
133024,,Euodynerus,
173324,,Blapstinus,
372844,Bostrichiform Beetles,Bostrichiformia,
77482,Canary Island St. John's Wort,Hypericum canariense,
53727,incense-cedars,Calocedrus,
53723,California incense-cedar,Calocedrus decurrens,
72356,Hook-Thorns,Senegalia,
79056,catclaw acacia,Senegalia greggii,
272610,Trumpet Vines,Amphilophium,
50899,custard-apples,Annonaceae,
179978,tarweeds and allies,Madieae,
522678,,Polyommatina,
117930,,Acarosporales,
117931,,Acarosporaceae,
117932,cobblestone lichens,Acarospora,
212280,Yellow Cobblestone Lichen,Acarospora socialis,
48522,Inkcaps,Coprinopsis,
55605,hare's foot inkcap,Coprinopsis lagopus,
250753,Sand-Loving Wasps,Tachytes,
176871,,Neandra,
225465,Pole Borer,Neandra brunnea,
367567,Psittacara Parakeets,Psittacara,
367572,Red-masked Parakeet,Psittacara erythrogenys,
200139,Gould Beanclam,Donax gouldii,
53316,western vervain,Verbena lasiostachys,
52162,American searocket,Cakile edentula,
634938,devil's and angel's trumpets,Datureae,
48255,hemlocks,Tsuga,
51644,foamflowers,Tiarella,
51643,threeleaf foamflower,Tiarella trifoliata,
868167,green alder,Alnus alnobetula,
78887,Woods' rose,Rosa woodsii,
120527,Broad-leaved paperbark,Melaleuca quinquenervia,
1228141,,Liriomyza zinniae,
57129,Leopard Lily,Lilium pardalinum,
6363,Rufous Hummingbird,Selasphorus rufus,
1038402,New World Checkered-Skippers,Burnsius,
1038405,White Checkered-Skipper,Burnsius albescens,
64143,Veldtgrasses,Ehrharta,
64140,panic veldtgrass,Ehrharta erecta,
501208,Cretan Tree-mallow,Malva multiflora,
357924,,Attalus trimaculatus,
53209,,Delairea,
53208,Cape-ivy,Delairea odorata,
79137,silverleaf nightshade,Solanum elaeagnifolium,
78751,velvet mesquite,Prosopis velutina,
78270,nopal tapón,Opuntia robusta,
59759,Coast Range false bindweed,Calystegia collina,
72341,,Sanvitalia,
147996,Mexican Creeping Zinnia,Sanvitalia procumbens,
57679,Pruinose Squash Bee,Peponapis pruinosa,
39539,Softshell and Flapshell Turtles,Trionychidae,
39555,American Softshells,Apalone,
39566,Florida Softshell Turtle,Apalone ferox,
123631,,Corallina,
123632,Common Coralline,Corallina officinalis,
47300,,Panulirus,
61371,California Spiny Lobster,Panulirus interruptus,
49172,Drums,Sciaenidae,
92734,,Umbrina,
114756,Yellowfin croaker,Umbrina roncador,
51276,,Pentatominae,
117830,,Silvetia,
117815,golden rockweed,Silvetia compressa,
205008,,Dasytinae,
58192,whitestem hedgenettle,Stachys albens,
469742,Speckled Tegula,Tegula gallina,
333425,File Limpet,Lottia limatula,
119073,Steel-blue Cricket-hunter Wasp,Chlorion aerarium,
82340,Cosmet Moths,Cosmopterigidae,
243807,,Pyroderces,
57686,Horse-fly Carpenter,Xylocopa tabaniformis,
70000,Foothill Carpenter Bee,Xylocopa tabaniformis orpifex,
632069,,Asclepiadinae,
68685,,Cassia,
335464,Gold medallion tree,Cassia leptophylla,
64135,Thickleaf monardella,Monardella hypoleuca,
80027,white-veined monardella,Monardella hypoleuca hypoleuca,
324170,peacock flower subfamily,Caesalpinioideae,
130356,Snowy Tree Cricket,Oecanthus fultoni,
7497,California Gnatcatcher,Polioptila californica,
253674,Greater Argonaut,Argonauta argo,
300584,,Euodynerus pratensis,
771946,San Diego Monkeyflower,Diplacus × australis,
58118,big saltbush,Atriplex lentiformis,
127229,,Bergenia,
69988,,Cryptocephalus,
360289,,Cryptocephalus castaneus,
1102276,,Copestylum fraudulentum,
60922,Scale Insects,Coccoidea,
72326,Fleabanes,Pulicaria,
78786,Spanish False Fleabane,Pulicaria paludosa,
76203,netleaf hackberry,Celtis reticulata,
1102264,,Copestylum marginatum,
58144,smallseed sandmat,Euphorbia polycarpa,
775800,,Tectipleura,
61165,tree anemone,Carpenteria,
61164,tree-anemone,Carpenteria californica,
127493,,Megalographa,
127492,Bilobed Looper Moth,Megalographa biloba,
322379,,Agriolimacidae,
87902,Smooth Land Slugs,Deroceras,
209624,Meadow Slug,Deroceras laeve,
123444,Pacific Gooseneck Barnacle,Lepas pacifica,
48392,,Membraniporidae,
48391,Lacy Crusts,Membranipora,
51027,kelp lace bryozoan,Membranipora membranacea,
67866,,Bryaceae,
67599,Sheetweb and Dwarf Weavers,Linyphiidae,
172370,,Neriene,
209814,Sierra Dome Spider,Neriene litigiosa,
126730,Woolly Darkling Beetle,Eleodes osculans,
372724,Round-backed Millipedes,Juliformia,
417879,Typical Orbweavers,Araneinae,
47224,Butterflies,Papilionoidea,
59166,Metalmark Butterflies,Riodinidae,
129364,,Calephelis,
129363,Fatal Metalmark,Calephelis nemesis,
51988,Cape gooseberry,Physalis peruviana,
49352,chollas,Cylindropuntia,
49357,silver cholla,Cylindropuntia echinocarpa,
47587,Flatmesh Weavers,Oecobiidae,
47586,Wall Spiders,Oecobius,
52588,Yellow Star-Thistle,Centaurea solstitialis,
99895,Tule Bluet,Enallagma carunculatum,
90425,,Hellula,
210616,Cabbage Webworm Moth,Hellula rogatalis,
346283,Holsten's Flower Buprestid Beetle,Acmaeodera holsteni,
76553,Pacific goldenthread,Cuscuta pacifica,
79146,purple nightshade,Solanum xanti,
82116,Grass Spiders,Agelenopsis,
72119,,Eriobotrya,
76949,Loquat,Eriobotrya japonica,
133761,,Villa lateralis,
326625,,Lispe,
203098,,Candelaria pacifica,
120114,Carpet Beetles,Anthrenus,
447554,Asian Carpet Beetle,Anthrenus coloratus,
3977,Common and Spotted Sandpipers,Actitis,
72458,Spotted Sandpiper,Actitis macularius,
49669,"sandalwoods, mistletoes, and allies",Santalales,
59992,sandalwood family,Santalaceae,
49671,leafy mistletoes,Phoradendron,
343310,oak mistletoe,Phoradendron villosum,
4308,Neotropic Cormorant,Phalacrocorax brasilianus,
56727,carrots,Daucus,
167316,wingpod purslane,Portulaca umbraticola,
60153,broadleaved pepperweed,Lepidium latifolium,
48798,Checkerblooms,Sidalcea,
79095,Southern Checkerbloom,Sidalcea sparsifolia,
55677,pearlworts,Sagina,
55667,Procumbent Pearlwort,Sagina procumbens,
148912,Tree Crickets,Oecanthinae,
62006,"Fruit, Signal, and Picture-winged Flies",Tephritoidea,
173093,Blastobasid Moths,Blastobasidae,
173022,,Arta,
118494,,Macaria,
935859,,Macaria marcescaria,
51089,interior live oak,Quercus wislizeni,
52120,Fremont Cottonwood,Populus fremontii,
57563,Artichoke Thistle,Cynara cardunculus,
77672,clasping pepperweed,Lepidium perfoliatum,
893824,Toltec Scoliid Wasp,Dielis tolteca,
78615,Branched Plantain,Plantago arenaria,
68090,red fir,Abies magnifica,
52108,desert broom,Baccharis sarothroides,
327570,,Brevicoryne,
326910,Cabbage Aphid,Brevicoryne brassicae,
321292,,Myzus,
83842,Underwing Moths,Catocala,
143751,Penitent Underwing,Catocala piatrix,
333264,Australian Sheep Blow Fly,Lucilia cuprina,
57096,yerba santa,Eriodictyon,
287577,Sessile-leaved Yerba Santa,Eriodictyon sessilifolium,
50184,California fan palm,Washingtonia filifera,
75249,western coastal wattle,Acacia cyclops,
42006,,Puma,
42007,Mountain Lion,Puma concolor,
32435,Threadsnakes,Leptotyphlopidae,
91668,,Rena,
911730,Western Threadsnake,Rena humilis,
55133,Big Berry Manzanita,Arctostaphylos glauca,
75598,Big Sagebrush,Artemisia tridentata,
75393,Prostrate Amaranth,Amaranthus deflexus,
79070,Green Bristle Grass,Setaria viridis,
333822,Domestic Swan Goose,Anser cygnoides domesticus,
326092,Mallard × Muscovy Duck,Anas platyrhynchos × Cairina moschata,
44081,Kangaroo Rats and Pocket Mice,Heteromyidae,
44082,,Chaetodipus,
44093,California Pocket Mouse,Chaetodipus californicus,
44737,Woodrats,Neotoma,
64102,Big-eared Woodrat,Neotoma macrotis,
51494,,Trimerotropis,
194285,Caerulean-winged Grasshopper,Trimerotropis pseudofasciata,
55878,,Peniophoraceae,
55879,,Peniophora,
497089,,Peniophora malenconii,
