taxon_id,common_name,scientific_name,has_globi
416196,,Conuber,
417983,,Conuber melastoma,
370655,,Antigona,
525281,,Antigona persimilis,
49284,Wrasses,Labridae,
50980,Rainbow Wrasses,Coris,
50968,Mediterranean rainbow wrasse,Coris julis,
368589,Erroneous Cowry,Erronea errones,
48313,Damselfishes and Anemonefishes,Pomacentridae,
87467,Chromis,Chromis,
118682,Mediterranean Damselfish,Chromis chromis,
570286,,Austromactra,
808236,Contrary Mactra,Austromactra contraria,
386582,,Barbatia novaezealandiae,
41438,Typical Porpoises,Phocoena,
41440,Harbour Porpoise,Phocoena phocoena,
50692,duck-billed limpets,Scutus,
50691,Elephant Snail,Scutus antipodes,
501082,Common Warrener,Lunella undulata,
144103,,Hymenosomatidae,
144101,Pillbox Crabs,Halicarcinus,
124751,,Megabalanus,
209134,Titan acorn barnacle,Megabalanus tintinnabulum,
131211,,Polycitoridae,
131618,,Eudistoma,
429283,Australian Droplet Tunicate,Eudistoma elongatum,
195396,,Agalma,
195397,,Agalma elegans,
52475,Rafting Crabs,Plagusiidae,
319554,,Guinusia,
319553,Red Rock Crab,Guinusia chabrus,
68784,Mud-creeper Snails,Batillariidae,
416327,,Pyrazus,
416325,Hercules Club Mud Whelk,Pyrazus ebeninus,
59353,Bladder Moon Snail,Neverita didyma,
126265,,Porcellionides,
130173,,Porcellionides cingendus,
324542,,Ruditapes,
324548,grooved carpet shell,Ruditapes decussatus,
353792,,Bassina,
1209339,,Bassina jacksonii,
459556,,Geryonidae,
52522,,Ovalipes,
144096,Common Swimming Crab,Ovalipes catharus,
126978,,Nodilittorina,
476065,Pyramid Noddiwink,Nodilittorina pyramidalis,
49808,Bubble Snails,Bullidae,
49809,,Bulla,
386908,Brown bubble shell,Bulla quoyii,
1124230,,Siphonaria denticulata,
118723,,Pyuridae,
126967,Red-baits,Pyura,
623244,Cunjevoi,Pyura praeputialis,
326093,,Oulactis,
428775,Speckled rock anemone,Oulactis muscosa,
469328,,Semicassis saburon,
57817,Bullhead Sharks,Heterodontiformes,
57818,Bullhead Sharks,Heterodontidae,
57819,Bullhead Sharks,Heterodontus,
57810,Port Jackson Shark,Heterodontus portusjacksoni,
431788,Small Brown Sea Anemone,Anthopleura aureoradiata,
41481,Indo-Pacific Bottlenose Dolphin,Tursiops aduncus,
85493,Crustaceans,Crustacea,
123880,Diatoms,Bacillariophyceae,
1268258,,Eupodiscales,
1269709,,Parodontellaceae,
984497,,Trieres,
984494,,Trieres chinensis,
123863,,Chaetocerotales,
123864,,Chaetocerotaceae,
123862,,Chaetoceros,
49270,Porcupinefishes,Diodontidae,
86345,,Allomycterus,
93673,Australian Burrfish,Allomycterus pilatus,
152997,,Leander,
260255,Brown Grass Shrimp,Leander tenuicornis,
510785,,Apolemiidae,
510784,,Apolemia,
775852,,Carditida,
51983,Carditids,Carditidae,
51982,,Cardita,
820873,,Cardita aviculina,
4381,Lesser Black-backed Gull,Larus fuscus,
117650,Blue Mussel,Mytilus edulis,
50611,Jingle Shells,Anomiidae,
55025,,Anomia,
469347,Saddle Oyster,Anomia ephippium,
85530,Lanternfishes,Myctophiformes,
85910,Lanternfishes,Myctophidae,
90074,,Myctophum,
358550,Parasitic Anemone,Calliactis parasitica,
246777,,Poirieria,
395448,,Poirieria zelandica,
121752,,Phidoloporidae,
473800,,Iodictyum,
515890,Pink lace bryozoan,Iodictyum phoeniceum,
570284,Elongate wedge shell,Paphies angusta,
493497,Depressed Olive,Amalda depressa,
48239,Paxillosidan Sea Stars,Paxillosida,
48238,Comb Stars,Astropectinidae,
48237,,Astropecten,
195876,Indo-Pacific Comb Star,Astropecten polyacanthus,
49519,Christmas Tree Worms,Spirobranchus,
370646,,Hemidonacidae,
370645,,Hemidonax,
370372,,Hemidonax pictus,
122232,Sea Potato,Echinocardium cordatum,
379653,,Carpophyllum,
410858,Common flapjack,Carpophyllum maschalocarpum,
57737,,Haplosclerida,
129865,,Chalinidae,
129864,,Haliclona,
203694,Mermaid's Glove,Haliclona oculata,
56051,Atlantic Sea Pork,Aplidium stellatum,
82805,,Busycon,
208724,Knobbed Whelk,Busycon carica,
81647,,Busycotypus,
81646,Channeled Whelk,Busycotypus canaliculatus,
122241,Coquina,Donax variabilis,
47184,Hippid Mole Crabs,Hippidae,
47183,,Emerita,
47182,Atlantic Sand Crab,Emerita talpoida,
197106,,Durvillaeaceae,
197105,,Durvillaea,
197107,New Zealand Bull Kelp,Durvillaea antarctica,
120958,,Perna,
394900,New Zealand Green-lipped Mussel,Perna canaliculus,
353618,Jingle shell,Anomia trigonopsis,
775850,,Lucinida,
83709,Lucine Clams,Lucinidae,
172007,,Lucina,
1208197,,Lucina adansoni,
49267,,Sphoeroides,
342289,Guinean Puffer,Sphoeroides marmoratus,
416816,,Bolinopsis,
172015,Brief Squids,Lolliguncula,
172020,Atlantic brief squid,Lolliguncula brevis,
54662,Common Mullets,Mugil,
995787,,Vulsellidae,
849774,,Vulsella,
67564,Penguins,Sphenisciformes,
3806,Penguins,Spheniscidae,
3816,Little Penguins,Eudyptula,
3817,Little Penguin,Eudyptula minor,
472606,North Island Little Penguin,Eudyptula minor iredalei,
1267990,,Fucophycidae,
1040842,Thoracican Barnacles,Thoracicalcarea,
542285,Air-Breathing Limpet,Siphonaria funiculata,
194974,,Galeolaria,
861677,,Galeolaria gemineoa,
529336,,Chrysophrys,
530886,Australasian Snapper,Chrysophrys auratus,
516965,Nibblers,Girellidae,
51359,,Girella,
322005,Luderick,Girella tricuspidata,
81862,Triplefins,Tripterygiidae,
88405,,Forsterygion,
410520,Common Triplefin,Forsterygion lapillum,
1303764,,Scorpididae,
91962,,Scorpis,
197101,Violet Sweep,Scorpis violacea,
47671,Asteriid Sea Stars,Asteriidae,
247062,,Coscinasterias,
355874,Eleven-armed Sea Star,Coscinasterias muricata,
85685,Kelpfishes,Chironemidae,
87429,,Chironemus,
121259,Eastern Kelpfish,Chironemus marmoratus,
88366,,Favonigobius,
502355,Eastern Longfin Goby,Favonigobius lentiginosus,
644493,,Cymodocella,
353978,,Montfortula,
353698,Cap-shaped False Limpet,Montfortula rugosa,
512838,,Davusia,
512837,Shiny Bait Crab,Davusia glabra,
56652,Red Abalone,Haliotis rufescens,
85596,Deepwater Boxfishes,Aracanidae,
86492,Smooth Boxfishes,Anoplocapros,
94193,Eastern Smooth Boxfish,Anoplocapros inermis,
852046,,Donax brazieri,
566644,Southern Flat Oyster,Ostrea angasi,
623347,,Eumarcia,
808332,Smoke cockle,Eumarcia fumigata,
1051154,,Autobranchia,
196176,,Electridae,
196178,,Electra,
203440,Hairy Sea-mat,Electra pilosa,
379642,Camouflage Crabs,Notomithrax,
1288805,,Callochitonida,
533543,,Callochitonidae,
376333,,Eudoxochiton,
389322,Noble Chiton,Eudoxochiton nobilis,
333604,,Leukoma,
491285,Heavy-ribbed Venus,Leukoma crassicosta,
144320,Masked Gulls,Chroicocephalus,
144507,Silver Gull,Chroicocephalus novaehollandiae,
979649,Red-billed Gull,Chroicocephalus novaehollandiae scopulinus,
447407,Silver Sweep,Scorpis lineolata,
551729,,Tethyida,
127234,,Tethyidae,
127235,Puffball Sponges,Tethya,
489013,Pink Golf Ball Sponge,Tethya bergquistae,
551730,,Suberitida,
117758,,Halichondriidae,
337978,,Ciocalypta,
560605,,Ciocalypta polymastia,
151369,Giant Australian Cuttlefish,Sepia apama,
89311,,Lagodon,
132473,Pinfish,Lagodon rhomboides,
63667,,Poecilosclerida,
63668,,Microcionidae,
63671,,Clathria,
527680,Commercial Scallop,Pecten fumatus,
47457,Typical Octopuses,Octopodidae,
47456,,Octopus,
343444,Common Sydney Octopus,Octopus tetricus,
47285,Scorpionfishes,Scorpaenidae,
47284,,Pterois,
47280,Common Lionfish,Pterois volitans,
119108,,Amphibalanus,
119104,Striped Barnacle,Amphibalanus amphitrite,
50920,,Caulerpaceae,
50918,,Caulerpa,
451739,Yellowtail Scad,Trachurus novaezelandiae,
353609,Faintly-frilled Venus,Bassina pachyphylla,
776372,,Leuckartiara hoepplii,
624150,,Ovatipsa,
680421,Chinese Cowrie,Ovatipsa chinensis,
129827,,Thalia,
693123,Solitary Planktonic Protochordate,Thalia democratica,
348288,Foraminifers,Foraminifera,
348289,,Globothalamea,
348290,,Rotaliida,
348060,,Elphidiidae,
348286,,Elphidium,
1233263,,Elphidium limbatum,
604050,Scaly Limpet,Scutellastra peronii,
67418,,Lessoniaceae,
83550,Kelps,Ecklonia,
197104,Common Kelp,Ecklonia radiata,
4126,Diving-Petrels,Pelecanoides,
4130,Common Diving-Petrel,Pelecanoides urinatrix,
506580,,Nanomia bijuga,
353785,,Tawera,
353599,Banded Venerid,Tawera lagopus,
777049,,Calycophorae,
51437,Worm Snails,Vermetidae,
497148,,Thylacodes,
566096,,Thylacodes sipho,
129925,Hoof Snails,Hipponicidae,
328606,,Antisabia,
385786,,Antisabia foliacea,
543386,,Conuber incei,
4156,Prions,Pachyptila,
4158,Fairy Prion,Pachyptila turtur,
793435,Southern Storm-Petrels,Oceanitidae,
4152,,Pelagodroma,
4153,White-faced Storm-Petrel,Pelagodroma marina,
41558,Eden's Whale,Balaenoptera edeni,
85755,Rovers,Emmelichthyidae,
91101,,Plagiogeneion,
411095,Cosmopolitan Rubyfish,Plagiogeneion rubiginosum,
130225,,Dinophyceae,
130226,,Noctilucales,
130227,,Noctilucaceae,
130221,,Noctiluca,
468044,sea sparkle,Noctiluca scintillans,
195406,,Hippopodiidae,
532688,,Hippopodius,
669555,,Hippopodius hippopus,
67566,"Pelicans, Herons, Ibises, and Allies",Pelecaniformes,
4323,Pelicans,Pelecanidae,
4324,Pelicans,Pelecanus,
4328,Brown Pelican,Pelecanus occidentalis,
123829,California Brown Pelican,Pelecanus occidentalis californicus,
47827,,Cancer,
47826,Red Rock Crab,Cancer productus,
64148,Rough Keyhole Limpet,Diodora aspera,
50658,Frog Snails,Bursidae,
49265,Bandtail Puffer,Sphoeroides spengleri,
47765,Groupers and Sea Basses,Serranidae,
52168,,Rypticus,
52166,Greater Soapfish,Rypticus saponaceus,
63279,Frogfishes,Antennariidae,
88928,,Histrio,
127711,Sargassumfish,Histrio histrio,
63663,,Bougainvilliidae,
247135,,Bougainvillia,
47648,,Scorpaena,
47641,California Scorpionfish,Scorpaena guttata,
367999,Carnelian Cowry,Lyncina carneola,
1183107,,Gongolaria,
1267423,,Gongolaria mauritanica,
143454,,Deidamia,
143452,Lettered Sphinx,Deidamia inscriptum,
47729,"soapberries, cashews, mahoganies, and allies",Sapindales,
58321,soapberry family,Sapindaceae,
47727,maples,Acer,
50638,plantain family,Plantaginaceae,
50636,plantain,Plantago,
53178,ribwort plantain,Plantago lanceolata,
52809,Meadow-grasses,Poa,
60307,Smooth Meadow-grass,Poa pratensis,
70233,"woodsorrels, quandongs, and allies",Oxalidales,
47759,woodsorrel family,Oxalidaceae,
47758,woodsorrels,Oxalis,
43367,Primates,Primates,
43575,Great Apes,Hominidae,
43583,Ancestral and Modern Humans,Homo,
43584,Human,Homo sapiens,
47181,"heathers, balsams, primroses, and allies",Ericales,
133387,heath family,Ericaceae,
49487,rhododendrons and azaleas,Rhododendron,
47599,agave and allies,Asparagaceae,
82095,hostas,Hosta,
47201,"Ants, Bees, Wasps, and Sawflies",Hymenoptera,
47336,Ants,Formicidae,
47339,"Wood, Mound, and Field Ants",Formica,
1204075,fusca-group Field Ants,Formica fusca,
47651,"Grasshoppers, Crickets, and Katydids",Orthoptera,
48124,Katydids,Tettigoniidae,
119171,,Meconema,
119170,Oak Bush-cricket,Meconema thalassinum,
47195,"dogwoods, hydrangeas, and allies",Cornales,
52469,hydrangea family,Hydrangeaceae,
83157,hydrangeas,Hydrangea,
71291,grapes and allies,Vitales,
50279,grape family,Vitaceae,
50280,,Parthenocissus,
50278,Virginia creeper,Parthenocissus quinquefolia,
48486,Lady Beetles,Coccinellidae,
48487,Greater Lady Beetles,Harmonia,
48484,Asian Lady Beetle,Harmonia axyridis,
47540,staff-vines and allies,Celastrales,
47539,staff-vine family,Celastraceae,
47538,spindles,Euonymus,
47605,"sunflowers, bellflowers, fanflowers, and allies",Asterales,
47604,"sunflowers, daisies, asters, and allies",Asteraceae,
47603,dandelions,Taraxacum,
47602,common dandelion,Taraxacum officinale,
51955,"Square-headed Wasps, Sand Wasps, and Allies",Crabronidae,
51956,Cicada-killer Wasps,Sphecius,
51954,Eastern Cicada-killer Wasp,Sphecius speciosus,
43698,Rodents,Rodentia,
45933,Squirrels,Sciuridae,
45994,Tree Squirrels,Sciurus,
46017,Eastern Gray Squirrel,Sciurus carolinensis,
47132,"roses, elms, figs, and allies",Rosales,
47148,rose family,Rosaceae,
53438,roses,Rosa,
78882,multiflora rose,Rosa multiflora,
154331,Cicada-Parasite Beetles,Rhipiceridae,
154332,,Sandalus,
154329,Cedar Beetle,Sandalus niger,
47222,Bees and Apoid Wasps,Apoidea,
56083,Common Pill Woodlouse,Armadillidium vulgare,
70144,House Flies and Allies,Muscidae,
120157,,Musca,
120156,Housefly,Musca domestica,
47866,Crab Spiders,Thomisidae,
61903,Ground Crab Spiders,Xysticus,
63089,Clitellates,Clitellata,
69755,,Haplotaxida,
69758,Earthworms,Lumbricidae,
81547,,Lumbricus,
81545,Common Earthworm,Lumbricus terrestris,
127187,,Securigera,
127186,purple crownvetch,Securigera varia,
48232,"buttercups, poppies, and allies",Ranunculales,
48231,buttercup family,Ranunculaceae,
48230,buttercups,Ranunculus,
64615,liverworts,Marchantiophyta,
67852,liverworts,Jungermanniopsida,
55253,,Jungermanniales,
56468,,Jungermanniaceae,
157583,,Jungermannia,
164299,,Jungermannia exsertifolia,
236562,Cordate Flapwort,Jungermannia exsertifolia cordifolia,
48959,Assassin Bugs,Reduviidae,
129424,,Zelus,
129423,Pale Green Assassin Bug,Zelus luridus,
47371,Cobweb Spiders,Theridiidae,
57170,Fescues,Festuca,
363733,Blue Fescue,Festuca longifolia,
51826,"dropseeds, cordgrasses, and sandreeds",Sporobolus,
120557,prairie dropseed,Sporobolus heterolepis,
507502,,Faboideae,
319384,Araneoid Spiders,Araneoidea,
48526,"honeysuckles, moschatels, and allies",Dipsacales,
781703,elder family,Viburnaceae,
52689,elders,Sambucus,
84300,American black elderberry,Sambucus canadensis,
47366,"pinks, cactuses, and allies",Caryophyllales,
48382,knotweed family,Polygonaceae,
53196,docks,Rumex,
63371,broad-leaved dock,Rumex obtusifolius,
85612,Neotropical Silversides,Atherinopsidae,
89853,,Menidia,
146827,Atlantic Silverside,Menidia menidia,
7823,"Crows, Jays, and Magpies",Corvidae,
8228,Blue and Steller's Jays,Cyanocitta,
8229,Blue Jay,Cyanocitta cristata,
60470,Snipe Flies,Rhagionidae,
61493,,Chrysopilus,
61492,Golden-backed Snipe Fly,Chrysopilus thoracicus,
48536,arum family,Araceae,
48533,skunk cabbages,Symplocarpus,
48961,eastern skunk cabbage,Symplocarpus foetidus,
6888,Waterfowl,Anseriformes,
6912,"Ducks, Geese, and Swans",Anatidae,
7086,Black Geese,Branta,
7089,Canada Goose,Branta canadensis,
51876,clovers,Trifolium,
55745,white clover,Trifolium repens,
54763,Norway maple,Acer platanoides,
64539,bittersweets,Celastrus,
64540,Oriental bittersweet,Celastrus orbiculatus,
311249,mosses,Bryophyta,
48372,,Bryopsida,
520586,,Tamias,
46217,Eastern Chipmunk,Tamias striatus,
47853,"beeches, oaks, walnuts, and allies",Fagales,
47852,beech family,Fagaceae,
47851,oaks,Quercus,
54779,white oak,Quercus alba,
49025,Leafhoppers and Treehoppers,Membracoidea,
50168,Ground Spiders,Gnaphosidae,
153635,,Sergiolus,
153622,Variegated Ground Spider,Sergiolus capulatus,
15977,Thrushes,Turdidae,
12705,Typical Thrushes,Turdus,
12727,American Robin,Turdus migratorius,
11989,New World Blackbirds and Orioles,Icteridae,
10368,Cowbirds,Molothrus,
10373,Brown-headed Cowbird,Molothrus ater,
48623,mint family,Lamiaceae,
55831,,Glechoma,
55830,ground-ivy,Glechoma hederacea,
47170,Fungi Including Lichens,Fungi,
47169,Basidiomycete Fungi,Basidiomycota,
50814,,Agaricomycetes,
47167,Common Gilled Mushrooms and Allies,Agaricales,
49545,pinwheel family,Marasmiaceae,
54067,pinwheels and parachute mushrooms,Marasmius,
118240,fairy ring marasmius,Marasmius oreades,
342767,Calyptrate Flies,Calyptratae,
49333,"Rivulines, Killifishes, and Livebearers",Cyprinodontiformes,
58647,Topminnows,Fundulidae,
58648,Typical Killifishes,Fundulus,
101053,banded killifish,Fundulus diaphanus,
48904,Asian Shore Crab,Hemigrapsus sanguineus,
47922,Brush-footed Butterflies,Nymphalidae,
48507,Ladies and Related Admirals,Vanessa,
48548,Painted Lady,Vanessa cardui,
50879,fleabanes and horseweeds,Erigeron,
136329,conifers,Pinopsida,
47375,conifers,Pinales,
47374,cypress family,Cupressaceae,
47574,junipers,Juniperus,
71275,"mustards, capers, and allies",Brassicales,
47204,mustard family,Brassicaceae,
53113,cabbages and mustards,Brassica,
159414,Ethiopian Rape,Brassica carinata,
167010,American plantain,Plantago rugelii,
51637,"crabgrasses, cottontops, and allies",Digitaria,
861036,red oaks,Lobatae,
69086,Citronella Ants,Lasius,
931956,,Lasius,
48064,primroses,Primulaceae,
48063,Loosestrifes,Lysimachia,
791928,scarlet pimpernel,Lysimachia arvensis,
47125,flowering plants,Angiospermae,
132071,Tiger Flies,Coenosia,
865017,,Corniculatae,
64516,"proteas, lotuses, planes, and allies",Proteales,
49663,plane family,Platanaceae,
49664,planes,Platanus,
52808,Annual Meadow-grass,Poa annua,
2708,Pigeons and Doves,Columbiformes,
2715,Pigeons and Doves,Columbidae,
3438,Zenaida Doves,Zenaida,
3454,Mourning Dove,Zenaida macroura,
51226,Typical Crane Flies,Tipuloidea,
167722,Early Buttercup,Ranunculus fascicularis,
415343,,Rosoideae,
47781,irises and allies,Iridaceae,
49917,blue-eyed grasses,Sisyrinchium,
49916,narrow-leaved blue-eyed grass,Sisyrinchium angustifolium,
174548,,Celiptera,
216354,Black Bit Moth,Celiptera frustulum,
50898,"magnolias, nutmegs, and allies",Magnoliales,
53581,magnolia family,Magnoliaceae,
53580,Tulip trees,Liriodendron,
53582,tulip tree,Liriodendron tulipifera,
57279,Quassia Family,Simaroubaceae,
57280,ailanthuses,Ailanthus,
57278,tree-of-heaven,Ailanthus altissima,
322828,,Pseudeuophrys,
360735,Black-palped Jumping Spider,Pseudeuophrys erratica,
51875,red clover,Trifolium pratense,
47221,"Honey Bees, Bumble Bees, and Allies",Apidae,
47220,Honey Bees,Apis,
47219,Western Honey Bee,Apis mellifera,
7998,Crows and Ravens,Corvus,
8021,American Crow,Corvus brachyrhynchos,
51820,"nances, willows, and allies",Malpighiales,
50828,violet family,Violaceae,
50829,violets,Viola,
82816,common blue violet,Viola sororia,
47562,pine family,Pinaceae,
47561,pines,Pinus,
60304,Paspalum,Paspalum,
60295,Dallis grass,Paspalum dilatatum,
48250,Ascomycete Fungi,Ascomycota,
54743,Lichens,Lecanoromycetes,
48327,,Lecanorales,
54321,shield lichens and allies,Parmeliaceae,
53186,cinquefoils,Potentilla,
84718,"Woodlice, Pillbugs, and Rock Slaters",Oniscidea,
48796,"mallows, rock-roses, and allies",Malvales,
48797,Mallow and Hibiscus Family,Malvaceae,
54856,"lindens, basswoods, and lime trees",Tilia,
132600,Small-leaved Lime,Tilia cordata,
52979,Shepherd's-purses,Capsella,
56121,shepherd's-purse,Capsella bursa-pastoris,
58390,Wheats,Triticum,
64161,Bread Wheat,Triticum aestivum,
47363,"gentians, dogbanes, madders, and allies",Gentianales,
47693,madder family,Rubiaceae,
53060,bedstraws,Galium,
62781,Carpenter and Sugar Ants,Camponotus,
129902,Eastern Black Carpenter Ant,Camponotus pennsylvanicus,
48567,pink family,Caryophyllaceae,
72156,,Gypsophila,
77314,showy baby's-breath,Gypsophila elegans,
81988,Grass Miner Moths,Elachistidae,
364096,,Chrysoclista,
364095,Linden Bark Borer Moth,Chrysoclista linneella,
1095093,pallidefulva-group Field Ants,Formica pallidefulva,
53183,upright yellow woodsorrel,Oxalis stricta,
52327,amaranths,Amaranthaceae,
48439,Goosefoots,Chenopodium,
58127,Common Lambsquarters,Chenopodium album,
52932,Soldier Beetles,Cantharidae,
57768,,Podabrus,
228447,,Podabrus tricostatus,
632702,hawkweeds,Hieraciinae,
51611,speedwells,Veronica,
51610,Germander Speedwell,Veronica chamaedrys,
48874,cashew family,Anacardiaceae,
51079,poison ivies and oaks,Toxicodendron,
58732,poison ivy,Toxicodendron radicans,
55910,hawkweeds,Hieracium,
163793,Wall hawkweed,Hieracium murorum,
1122195,,Bartramiales,
123641,,Bartramiaceae,
123640,,Philonotis,
133809,Fountain Apple-moss,Philonotis fontana,
52855,wormwoods and sagebrushes,Artemisia,
52856,common mugwort,Artemisia vulgaris,
47733,olive family,Oleaceae,
54806,ashes,Fraxinus,
49392,,Bryales,
49393,,Mniaceae,
122672,,Plagiomnium,
47332,poppy family,Papaveraceae,
55758,,Chelidonium,
55757,Greater celandine,Chelidonium majus,
120474,Typical Spiders,Araneomorphae,
61787,"knotweeds, smartweeds, and waterpeppers",Persicaria,
53106,lettuces,Lactuca,
53107,prickly lettuce,Lactuca serriola,
49389,chickweeds,Stellaria,
864989,palmate-leaved Oxalis,Oxalis,
179916,Crane Flies,Tipulomorpha,
78820,bulbous buttercup,Ranunculus bulbosus,
48516,nightshade family,Solanaceae,
55406,petunias,Petunia,
170914,garden petunia,Petunia × atkinsiana,
47151,figwort family,Scrophulariaceae,
64571,butterfly bushes and allies,Buddleja,
75916,Butterfly bush,Buddleja davidii,
49877,,Clematis,
160682,bell-flowered clematis,Clematis campaniflora,
48624,catmints,Nepeta,
48622,Catnip,Nepeta cataria,
59571,burdocks,Arctium,
75501,greater burdock,Arctium lappa,
48700,"carrots, ivies, and allies",Apiales,
52849,ivy family,Araliaceae,
55883,ivies,Hedera,
55821,Common Sorrel,Rumex acetosa,
238331,Common Sorrel,Rumex acetosa acetosa,
51821,spurge family,Euphorbiaceae,
56740,,Ricinus,
56739,castor bean,Ricinus communis,
48972,knotweeds,Polygonum,
78678,Prostrate Knotweed,Polygonum aviculare,
80151,yard knotweed,Polygonum aviculare aviculare,
47544,brambles,Rubus,
83740,Trombidiform Mites,Trombidiformes,
57652,True Velvet Mites,Trombidiidae,
635761,"Velvet Mites, Chiggers, and Relatives",Trombidia,
47567,willow family,Salicaceae,
60471,,Rhagio,
319831,Common Snipe Fly,Rhagio mystaceus,
56195,True Spittlebugs,Aphrophoridae,
56196,,Philaenus,
56189,Meadow spittlebug,Philaenus spumarius,
54774,viburnums,Viburnum,
62997,mapleleaf viburnum,Viburnum acerifolium,
63573,spruces,Picea,
58961,greater plantain,Plantago major,
359450,,Cichorieae,
129020,heath speedwell,Veronica officinalis,
47380,shelf fungi,Polyporales,
47379,bracket fungi,Polyporaceae,
47378,,Trametes,
54134,turkey-tail,Trametes versicolor,
52543,sugar maple,Acer saccharum,
49041,buckthorn family,Rhamnaceae,
53424,False-Buckthorns,Frangula,
55972,alder buckthorn,Frangula alnus,
51633,Hairy Crabgrass,Digitaria sanguinalis,
69200,Woodlouse Hunter Spiders,Dysderidae,
69201,,Dysdera,
68912,Woodlouse Spider,Dysdera crocata,
48291,Sow Bugs,Oniscidae,
48290,,Oniscus,
48284,Common Shiny Woodlouse,Oniscus asellus,
46078,Marmots,Marmota,
46095,Groundhog,Marmota monax,
51900,Cat's-Ears,Hypochaeris,
53104,Common Cat's-ear,Hypochaeris radicata,
333586,Earthworms and allies,Oligochaeta,
48202,"Scarabs, Stag Beetles and Allies",Scarabaeoidea,
203680,Hawkweeds,Pilosella,
711086,meadow hawkweed,Pilosella caespitosa,
47329,"lilies, supplejacks, and allies",Liliales,
60747,,Smilacaceae,
60748,greenbriers,Smilax,
68020,Long-legged Flies,Dolichopodidae,
122222,,Condylostylus,
51146,Leaf Beetles,Chrysomelidae,
155185,Flea Beetles,Alticini,
52910,Flesh Flies,Sarcophagidae,
52383,red pine,Pinus resinosa,
144128,Myriapods,Myriapoda,
81769,Cockroaches and Termites,Blattodea,
82232,Household Cockroaches,Blattidae,
82233,,Periplaneta,
82231,American Cockroach,Periplaneta americana,
84227,wineberry,Rubus phoenicolasius,
54765,sumacs,Rhus,
167829,staghorn sumac,Rhus typhina,
48561,thistles,Cirsium,
60132,creeping thistle,Cirsium arvense,
52721,cocks-foot and orchard grasses,Dactylis,
52720,orchard grass,Dactylis glomerata,
51225,Large Crane Flies,Tipulidae,
60417,Tiger Crane Flies,Nephrotoma,
71305,Cardinals and Allies,Cardinalidae,
9080,Typical Cardinals,Cardinalis,
9083,Northern Cardinal,Cardinalis cardinalis,
52701,bromes,Bromus,
48229,Creeping buttercup,Ranunculus repens,
55882,common ivy,Hedera helix,
52818,yarrows,Achillea,
82110,Allegheny blackberry,Rubus allegheniensis,
67858,,Hypnales,
123646,,Entodontaceae,
128030,,Entodon,
128029,seductive entodon moss,Entodon seductrix,
56165,mulleins,Verbascum,
59029,great mullein,Verbascum thapsus,
49996,Root-maggot Flies,Anthomyiidae,
56166,spotted lady's thumb,Persicaria maculosa,
84772,slender yellow woodsorrel,Oxalis dillenii,
48294,Philosciid Woodlice,Philosciidae,
48293,,Philoscia,
48292,Common Striped Woodlouse,Philoscia muscorum,
48600,Pokeweed Family,Phytolaccaceae,
48601,Pokeberries,Phytolacca,
48599,American pokeweed,Phytolacca americana,
48253,thujas,Thuja,
47556,yew family,Taxaceae,
47555,yews,Taxus,
54262,firs,Abies,
52765,self-heals,Prunella,
52764,common selfheal,Prunella vulgaris,
47791,"myrtles, evening primroses, and allies",Myrtales,
47790,evening primrose family,Onagraceae,
48626,"evening primroses, sundrops, and beeblossoms",Oenothera,
861033,white oaks,Quercus,
129799,,Platycladus,
135659,Chinese arborvitae,Platycladus orientalis,
117951,greenshield lichens,Flavoparmelia,
148365,rock greenshield lichen,Flavoparmelia baltimorensis,
244834,Formicine Ants,Formicinae,
47362,dogbane family,Apocynaceae,
56062,Garlic mustards,Alliaria,
56061,garlic mustard,Alliaria petiolata,
56193,field maple,Acer campestre,
152550,,Candelariales,
69475,,Candelariaceae,
69468,Candleflame Lichens,Candelaria,
69430,Candleflame Lichen,Candelaria concolor,
154214,,Blatta,
154213,Oriental Cockroach,Blatta orientalis,
54781,bur oak,Quercus macrocarpa,
47203,Pepperweeds,Lepidium,
77676,Virginia pepperweed,Lepidium virginicum,
77206,Hedge Bedstraw,Galium mollugo,
71982,,Arenaria,
75553,Thyme-leaved Sandwort,Arenaria serpyllifolia,
49006,black oak,Quercus velutina,
48527,honeysuckle family,Caprifoliaceae,
51874,honeysuckles,Lonicera,
77835,Japanese honeysuckle,Lonicera japonica,
143803,low smartweed,Persicaria longiseta,
273332,,Avenella,
288069,wavy hair-grass,Avenella flexuosa,
49155,birch family,Betulaceae,
53373,hazels,Corylus,
54491,common hazel,Corylus avellana,
156127,,Scolochloa,
168687,Sprangletop,Scolochloa festucacea,
51885,nettle family,Urticaceae,
51886,nettles,Urtica,
51884,stinging nettle,Urtica dioica,
345605,,Caprifolioideae,
59096,muhly,Muhlenbergia,
59094,deergrass,Muhlenbergia rigens,
71277,,Buxales,
50318,boxwood family,Buxaceae,
133400,boxes,Buxus,
133397,common box,Buxus sempervirens,
83059,great rhododendron,Rhododendron maximum,
342614,Entelegyne Spiders,Entelegynae,
50853,Mouse-ear Chickweeds,Cerastium,
54574,,Schizophyllaceae,
54575,,Schizophyllum,
54573,splitgill mushroom,Schizophyllum commune,
372828,,Caliciales,
60717,,Physciaceae,
117887,rosette lichens,Physcia,
47692,,Sherardia,
47691,Field madder,Sherardia arvensis,
56955,sunflowers,Helianthus,
122970,Jerusalem artichoke,Helianthus tuberosus,
