subject_taxon_id,target_taxon_id,target_scientific_name,target_common_name,interaction
47697,47697,Hesperis matronalis,dame's rocket,eats
47697,55626,Pieris rapae,Cabbage White,eatenBy
47697,48549,Vanessa virginiensis,American Lady,eatenBy
47697,126532,Toxomerus geminatus,Eastern Calligrapher,eatenBy
47697,47697,Hesperis matronalis,dame's rocket,eatenBy
47697,118970,Bombus impatiens,Common Eastern Bumble Bee,eatenBy
47697,1081323,Lon hobomok,Hobomok Skipper,eatenBy
47697,58509,Anatrytone logan,Delaware Skipper,eatenBy
47697,58523,Papilio polyxenes,Black Swallowtail,eatenBy
47697,,Pieris melete,,eatenBy
47697,,Anthocharis scolymus,,eatenBy
47697,,Plutella porrectella,,eatenBy
47697,,Argynnis,,eatenBy
47697,,Pieris brassicae,,eatenBy
47697,,Pieris napi,,eatenBy
47697,,Rhabdospora scrophulariae,,eatenBy
47697,,Xylocopa virginica,,eatenBy
47697,,Papilio cresphontes,,eatenBy
47697,,Hemaris diffinis,,eatenBy
47697,49995,Syrphidae,Hover Flies,pollinatedBy
47697,47157,Lepidoptera,Butterflies and Moths,pollinatedBy
47697,47220,Apis,Honey Bees,pollinatedBy
47697,48662,Danaus plexippus,Monarch,pollinatedBy
47697,,Self pollinated,,pollinatedBy
47697,,http://treatment.plazi.org/id/E868879FFFA1FFD9FDFEFA6B0CE8FB7E,,pollinatedBy
